"RegionName"	"LEACode"	"LEAName"	"SchoolCode"	"SchoolName"	"CharterSchool"	"SchoolType"	"GradeSpan"	"TotalResidentChildren"	"#LowIncomeStudents"	"%LowIncomeStudents"	"SchoolServed"	"Eligibility-ProgramModel"	"EligibilitJustification"	"ProgramJustification"	"#StudentsServedTAS"	"GradesServedTAS"	"Served1stYear"	"Served1stYearComment"	"InEDDIE"	"SchoolYear"
Region 8	810	Rutherford County Schools	810386	Rutherford Opportunity Center	N	Alternate	 06-12	128	121	94.53	N	SW							Y	2013-2014
Region 8	810	Rutherford County Schools	810388	Rutherfordton Elementary	N	Regular	 PK-05	345	202	58.55	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	810	Rutherford County Schools	810396	Spindale Elementary	N	Regular	 PK-05	400	328	82	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	810	Rutherford County Schools	810400	Sunshine Elementary	N	Regular	 PK-05	228	157	68.86	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	81A	Thomas Jefferson Classical Academy	81A000	Thomas Jefferson Class Academy	Y	Regular	 KG-12	1310	175	13.36	N	Not Eligible							Y	2013-2014
Region 8	81B	Lake Lure Classical Academy	81B000	Lake Lure Classical Academy	Y	Regular	 KG-10	273	89	32.6	N	Not Eligible							Y	2013-2014
Region 2	820	Sampson County Schools	820312	Roseboro Elementary	N	Regular	 PK-05	375	314	83.73	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	820	Sampson County Schools	820320	Clement Elementary	N	Regular	 PK-05	415	271	65.3	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	820	Sampson County Schools	820324	Sampson Early College High	N	Regular	 09-13	141	89	63.12	N	SW							Y	2013-2014
Region 2	820	Sampson County Schools	820340	Hargrove Elementary	N	Regular	 PK-05	378	325	85.98	Y	SW-SW					2004-2005		Y	2013-2014
Region 2	820	Sampson County Schools	820346	Hobbton Elementary	N	Regular	 PK-05	536	428	79.85	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	820	Sampson County Schools	820347	Hobbton Middle	N	Regular	 06-08	461	350	75.92	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	820	Sampson County Schools	820348	Hobbton High	N	Regular	 09-12	432	303	70.14	N	SW							Y	2013-2014
Region 2	820	Sampson County Schools	820349	Lakewood High	N	Regular	 09-12	402	282	70.15	N	SW							Y	2013-2014
Region 2	820	Sampson County Schools	820350	Midway Elementary	N	Regular	 PK-05	496	318	64.11	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	820	Sampson County Schools	820352	Midway High	N	Regular	 09-12	524	322	61.45	N	SW							Y	2013-2014
Region 2	820	Sampson County Schools	820354	Midway Middle	N	Regular	 06-08	615	361	58.7	Y	SW-SW					2004-2005		Y	2013-2014
Region 2	820	Sampson County Schools	820364	Plain View Elementary	N	Regular	 KG-05	417	221	53	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	820	Sampson County Schools	820370	Union Middle	N	Regular	 06-08	509	422	82.91	Y	SW-SW					2002-2003		Y	2013-2014
Region 2	820	Sampson County Schools	820372	Roseboro-Salemburg Middle	N	Regular	 06-08	430	319	74.19	Y	SW-SW					2004-2005		Y	2013-2014
Region 2	820	Sampson County Schools	820376	Salemburg Elementary	N	Regular	 PK-05	481	381	79.21	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	820	Sampson County Schools	820384	Union Elementary	N	Regular	 PK-03	606	553	91.25	Y	SW-SW					2002-2003		Y	2013-2014
Region 2	820	Sampson County Schools	820385	Union Intermediate	N	Regular	 04-05	312	288	92.31	Y	SW-SW					2009-2010		Y	2013-2014
Region 2	820	Sampson County Schools	820388	Union High	N	Regular	 09-12	430	337	78.37	Y	SW-SW					2009-2010		Y	2013-2014
Region 2	821	Clinton City Schools	821304	Butler Avenue Elementary	N	Regular	 02-03	467	347	74.3	Y	SW-SW					2002-2003		Y	2013-2014
Region 2	821	Clinton City Schools	821308	Clinton High	N	Regular	 09-12	646	379	58.67	N	SW							Y	2013-2014
Region 2	821	Clinton City Schools	821316	Langdon C Kerr Elementary	N	Regular	 PK-01	489	400	81.8	Y	SW-SW					2002-2003		Y	2013-2014
Region 2	821	Clinton City Schools	821320	Sampson Middle	N	Regular	 06-08	725	494	68.14	Y	SW-SW					2004-2005		Y	2013-2014
Region 2	821	Clinton City Schools	821330	Sunset Avenue Elementary	N	Regular	 04-05	497	358	72.03	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	830	Scotland County Schools	830304	Carver Middle	N	Regular	 06-08	497	414	83.3	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	830	Scotland County Schools	830312	Covington Street Elementary	N	Regular	 KG-05	297	206	69.36	Y	SW-SW					2005-2006		Y	2013-2014
Region 4	830	Scotland County Schools	830316	Shaw Academy	N	Alternate	 06-12	59	48	81.36	N	SW							Y	2013-2014
Region 4	830	Scotland County Schools	830320	I E Johnson Elementary	N	Regular	 PK-05	358	348	97.21	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	830	Scotland County Schools	830328	Laurel Hill Elementary	N	Regular	 PK-05	502	395	78.69	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	830	Scotland County Schools	830336	North Laurinburg Elementary	N	Regular	 PK-05	280	269	96.07	Y	SW-SW					2005-2006		Y	2013-2014
Region 4	830	Scotland County Schools	830343	Scotland High School	N	Regular	 09-12	1315	926	70.42	N	SW							Y	2013-2014
Region 4	830	Scotland County Schools	830344	Pate-Gardner Elementary	N	Regular	 KG-05	195	179	91.79	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	830	Scotland County Schools	830348	Scotland Early College High	N	Regular	 09-13	170	118	69.41	N	SW							Y	2013-2014
Region 4	830	Scotland County Schools	830349	Spring Hill Middle	N	Regular	 06-08	397	305	76.83	Y	SW-SW					2011-2012		Y	2013-2014
Region 4	830	Scotland County Schools	830350	Sycamore Lane Middle	N	Regular	 06-08	517	405	78.34	Y	SW-SW					2011-2012		Y	2013-2014
Region 4	830	Scotland County Schools	830356	South Scotland Elementary	N	Regular	 PK-05	432	277	64.12	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	830	Scotland County Schools	830360	Wagram Elementary	N	Regular	 PK-05	495	435	87.88	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	830	Scotland County Schools	830364	Washington Park Elementary	N	Regular	 PK-05	365	255	69.86	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	840	Stanly County Schools	840302	Albemarle High	N	Regular	 09-12	483	342	70.81	N	SW							Y	2013-2014
Region 6	840	Stanly County Schools	840303	Albemarle Middle	N	Regular	 06-08	424	322	75.94	Y	SW-SW					2013-2014		Y	2013-2014
Region 6	840	Stanly County Schools	840304	Aquadale Elementary	N	Regular	 P2-05	333	216	64.86	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	840	Stanly County Schools	840308	Badin Elementary	N	Regular	 KG-05	384	222	57.81	Y	SW-SW					2002-2003		Y	2013-2014
Region 6	840	Stanly County Schools	840310	Central Elementary	N	Regular	 KG-05	563	449	79.75	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	840	Stanly County Schools	840312	Endy Elementary	N	Regular	 KG-05	322	155	48.14	Y	SW-SW					2012-2013		Y	2013-2014
Region 6	840	Stanly County Schools	840316	East Albemarle Elementary	N	Regular	 KG-05	352	276	78.41	Y	SW-SW					2002-2003		Y	2013-2014
Region 6	840	Stanly County Schools	840320	Locust Elementary	N	Regular	 KG-05	412	166	40.29	Y	SW-SW					2012-2013		Y	2013-2014
Region 6	840	Stanly County Schools	840324	Millingport Elementary	N	Regular	 P3-05	289	162	56.06	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	840	Stanly County Schools	840328	North Stanly Middle 	N	Regular	 06-08	558	267	47.85	N	SW							Y	2013-2014
Region 6	840	Stanly County Schools	840332	North Stanly High	N	Regular	 09-12	590	263	44.58	N	SW							Y	2013-2014
Region 6	840	Stanly County Schools	840336	Norwood Elementary	N	Regular	 KG-05	405	261	64.44	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	840	Stanly County Schools	840340	Oakboro Elementary	N	Regular	 PK-05	371	204	54.99	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	840	Stanly County Schools	840344	Richfield Elementary	N	Regular	 KG-05	354	157	44.35	Y	SW-SW					2010-2011		Y	2013-2014
Region 6	840	Stanly County Schools	840350	West Stanly Middle School	N	Regular	 06-08	748	324	43.32	N	SW							Y	2013-2014
Region 6	840	Stanly County Schools	840356	South Stanly High	N	Regular	 09-12	450	222	49.33	N	SW							Y	2013-2014
Region 6	840	Stanly County Schools	840358	South Stanly Middle	N	Regular	 06-08	415	236	56.87	N	SW							Y	2013-2014
Region 6	840	Stanly County Schools	840360	Stanfield Elementary	N	Regular	 P3-05	321	178	55.45	Y	SW-SW					2012-2013		Y	2013-2014
Region 6	840	Stanly County Schools	840361	Stanly Early College High	N	Regular	 09-13	176	82	46.59	N	SW							Y	2013-2014
Region 6	840	Stanly County Schools	840368	West Stanly High	N	Regular	 09-12	865	316	36.53	N	TAS							Y	2013-2014
Region 6	840	Stanly County Schools	840370	Stanly Academy Learning Center	N	Alternate	 09-12	47	44	93.62	N	SW							Y	2013-2014
Region 6	84B	Gray Stone Day School	84B000	Gray Stone Day	Y	Regular	 09-12	388	11	2.84	N	Not Eligible							Y	2013-2014
Region 5	850	Stokes County Schools	850304	Chestnut Grove Middle	N	Regular	 06-08	784	397	50.64	N	SW							Y	2013-2014
Region 5	850	Stokes County Schools	850308	Francisco Elementary	N	Regular	 KG-05	93	74	79.57	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	850	Stokes County Schools	850312	Germanton Elementary	N	Regular	 KG-05	212	103	48.58	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	850	Stokes County Schools	850314	Mount Olive Elementary	N	Regular	 KG-05	311	161	51.77	Y	SW-SW					2009-2010		Y	2013-2014
Region 5	850	Stokes County Schools	850316	King Elementary	N	Regular	 PK-05	513	323	62.96	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	850	Stokes County Schools	850320	Lawsonville Elementary	N	Regular	 PK-05	208	103	49.52	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	850	Stokes County Schools	850324	Meadowbrook Academy	N	Alternate	 06-12	46	43	93.48	Y	SW-SW					2009-2010		Y	2013-2014
Region 5	850	Stokes County Schools	850328	Nancy Reynolds Elementary	N	Regular	 KG-05	126	90	71.43	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	850	Stokes County Schools	850332	North Stokes High	N	Regular	 09-12	414	191	46.14	N	SW							Y	2013-2014
Region 5	850	Stokes County Schools	850336	Pine Hall Elementary	N	Regular	 PK-05	187	135	72.19	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	850	Stokes County Schools	850338	Piney Grove Middle	N	Regular	 06-08	318	185	58.18	N	SW							Y	2013-2014
Region 5	850	Stokes County Schools	850340	Pinnacle Elementary	N	Regular	 PK-05	220	148	67.27	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	850	Stokes County Schools	850342	Poplar Springs Elementary	N	Regular	 KG-05	451	234	51.88	Y	SW-SW					2012-2013		Y	2013-2014
Region 5	850	Stokes County Schools	850348	Sandy Ridge  Elementary	N	Regular	 KG-05	205	133	64.88	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	850	Stokes County Schools	850350	Southeastern Middle	N	Regular	 06-08	446	255	57.17	N	SW							Y	2013-2014
Region 5	850	Stokes County Schools	850352	South Stokes High	N	Regular	 09-12	675	296	43.85	N	SW							Y	2013-2014
Region 5	850	Stokes County Schools	850354	London Elementary	N	Regular	 PK-05	264	162	61.36	Y	SW-SW					2004-2005		Y	2013-2014
Region 5	850	Stokes County Schools	850356	Walnut Cove Elementary	N	Regular	 PK-05	244	179	73.36	Y	SW-SW					2004-2005		Y	2013-2014
Region 5	850	Stokes County Schools	850358	West Stokes High	N	Regular	 09-12	898	339	37.75	N	TAS							Y	2013-2014
Region 5	850	Stokes County Schools	850360	Stokes Early College 	N	Regular	 09-13	156	70	44.87	N	SW							Y	2013-2014
Region 7	860	Surry County Schools	860302	Cedar Ridge Elementary	N	Regular	 PK-05	399	269	67.42	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	860	Surry County Schools	860306	Central Middle	N	Regular	 06-08	677	480	70.9	N	SW							Y	2013-2014
Region 7	860	Surry County Schools	860308	Copeland Elementary	N	Regular	 PK-05	384	276	71.88	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	860	Surry County Schools	860312	Dobson Elementary	N	Regular	 PK-05	421	291	69.12	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	860	Surry County Schools	860316	East Surry High	N	Regular	 09-12	555	222	40	N	SW							Y	2013-2014
Region 7	860	Surry County Schools	860320	Flat Rock Elementary	N	Regular	 PK-05	288	248	86.11	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	860	Surry County Schools	860324	Franklin Elementary	N	Regular	 P3-05	533	375	70.36	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	860	Surry County Schools	860326	J Sam Gentry Middle	N	Regular	 06-08	423	229	54.14	N	SW							Y	2013-2014
Region 7	860	Surry County Schools	860330	Meadowview Middle	N	Regular	 06-08	385	290	75.32	Y	SW-SW					2013-2014		Y	2013-2014
Region 7	860	Surry County Schools	860332	Mountain Park Elementary	N	Regular	 PK-05	193	139	72.02	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	860	Surry County Schools	860336	North Surry High	N	Regular	 09-12	842	396	47.03	N	SW							Y	2013-2014
Region 7	860	Surry County Schools	860339	Pilot Mountain Elementary	N	Regular	 PK-05	420	240	57.14	Y	SW-SW					2010-2011		Y	2013-2014
Region 7	860	Surry County Schools	860340	Pilot Mountain Middle	N	Regular	 06-08	519	296	57.03	N	SW							Y	2013-2014
Region 7	860	Surry County Schools	860344	Rockford Elementary	N	Regular	 PK-05	375	284	75.73	Y	SW-SW					2010-2011		Y	2013-2014
Region 7	860	Surry County Schools	860348	Shoals Elementary	N	Regular	 PK-05	286	128	44.76	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	860	Surry County Schools	860352	Surry Central High	N	Regular	 09-12	749	379	50.6	N	SW							Y	2013-2014
Region 7	860	Surry County Schools	860354	Surry Early College HS Design	N	Regular	 09-13	325	131	40.31	N	SW							Y	2013-2014
Region 7	860	Surry County Schools	860356	Westfield Elementary	N	Regular	 PK-05	275	180	65.45	Y	SW-SW					2005-2006		Y	2013-2014
Region 7	860	Surry County Schools	860360	White Plains Elementary	N	Regular	 PK-05	347	208	59.94	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	861	Elkin City Schools	861304	Elkin Elementary	N	Regular	 PK-06	678	310	45.72	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	861	Elkin City Schools	861308	Elkin High	N	Regular	 09-12	370	134	36.22	N	TAS							Y	2013-2014
Region 7	861	Elkin City Schools	861312	Elkin Middle	N	Regular	 07-08	189	71	37.57	N	TAS							Y	2013-2014
Region 7	862	Mount Airy City Schools	862308	Bruce H Tharrington Elem	N	Regular	 PK-02	416	282	67.79	Y	SW-SW					2004-2005		Y	2013-2014
Region 7	862	Mount Airy City Schools	862310	Jones Elementary	N	Regular	 03-05	455	291	63.96	Y	SW-SW					2004-2005		Y	2013-2014
Region 7	862	Mount Airy City Schools	862312	Mount Airy High	N	Regular	 09-12	617	251	40.68	N	SW							Y	2013-2014
Region 7	862	Mount Airy City Schools	862316	Mount Airy Middle	N	Regular	 06-08	432	245	56.71	N	SW							Y	2013-2014
Region 7	86T	Millennium Charter Academy	86T000	Millennium Charter Academy	Y	Regular	 KG-08	515	67	13.01	N	Not Eligible							Y	2013-2014
Region 8	870	Swain County Schools	870312	Cherokee Extension School	N	Regular	 KG-12	0	0		N	Not Eligible							Y	2013-2014
Region 8	870	Swain County Schools	870314	Swain County High	N	Regular	 09-12	580	344	59.31	N	SW							Y	2013-2014
Region 8	870	Swain County Schools	870318	Swain County Middle	N	Regular	 P0-08	445	281	63.15	Y	SW-SW					2005-2006		Y	2013-2014
Region 8	870	Swain County Schools	870320	Swain Co East Elementary	N	Regular	 KG-05	424	298	70.28	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	870	Swain County Schools	870324	Swain Co West Elementary	N	Regular	 KG-05	401	264	65.84	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	87A	Mountain Discovery Charter School	87A000	Mountain Discovery Charter	Y	Regular	 KG-08	174	85	48.85	Y	SW-TAS			27	03:04:05:06:07:08	2006-2007		Y	2013-2014
Region 8	880	Transylvania County Schools	880304	Brevard Elementary	N	Regular	 PK-05	491	333	67.82	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	880	Transylvania County Schools	880308	Brevard High	N	Regular	 09-12	710	316	44.51	N	SW							Y	2013-2014
Region 8	880	Transylvania County Schools	880312	Brevard Middle	N	Regular	 06-08	557	305	54.76	N	SW							Y	2013-2014
Region 8	880	Transylvania County Schools	880318	Pisgah Forest Elementary	N	Regular	 KG-05	542	321	59.23	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	880	Transylvania County Schools	880320	Davidson River School	N	Alternate	 06-12	113	96	84.96	N	SW							Y	2013-2014
Region 8	880	Transylvania County Schools	880324	Rosman Elementary	N	Regular	 PK-05	369	264	71.54	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	880	Transylvania County Schools	880328	Rosman High	N	Regular	 09-12	357	211	59.1	N	SW							Y	2013-2014
Region 8	880	Transylvania County Schools	880330	Rosman Middle	N	Regular	 06-08	278	178	64.03	N	SW							Y	2013-2014
Region 8	880	Transylvania County Schools	880336	T C Henderson Elementary	N	Regular	 KG-05	136	94	69.12	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	88A	Brevard Academy	88A000	Brevard Academy	Y	Regular	 KG-08	242	105	43.39	N	SW							Y	2013-2014
Region 1	890	Tyrrell County Schools	890304	Columbia High	N	Regular	 09-13	132	79	59.85	N	SW							Y	2013-2014
Region 1	890	Tyrrell County Schools	890306	Columbia Middle	N	Regular	 06-08	144	95	65.97	N	SW							Y	2013-2014
Region 1	890	Tyrrell County Schools	890308	Tyrrell Elementary	N	Regular	 PK-05	313	256	81.79	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	900	Union County Public Schools	900302	Antioch Elementary	N	Regular	 KG-05	833	95	11.4	N	Not Eligible							Y	2013-2014
Region 6	900	Union County Public Schools	900303	Rea View Elementary	N	Regular	 KG-05	732	25	3.42	N	Not Eligible							Y	2013-2014
Region 6	900	Union County Public Schools	900304	Benton Heights Elementary	N	Regular	 PK-05	669	593	88.64	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	900	Union County Public Schools	900305	New Town Elementary	N	Regular	 PK-05	878	74	8.43	N	Not Eligible							Y	2013-2014
Region 6	900	Union County Public Schools	900306	East Elementary	N	Regular	 PK-05	455	443	97.36	Y	SW-SW					2003-2004		Y	2013-2014
Region 6	900	Union County Public Schools	900307	Rocky River Elementary	N	Regular	 PK-05	778	459	59	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	900	Union County Public Schools	900308	East Union Middle	N	Regular	 06-08	807	566	70.14	N	SW							Y	2013-2014
Region 6	900	Union County Public Schools	900310	Cuthbertson Middle	N	Regular	 06-08	1197	149	12.45	N	Not Eligible							Y	2013-2014
Region 6	900	Union County Public Schools	900311	Cuthbertson High	N	Regular	 09-12	1195	172	14.39	N	Not Eligible							Y	2013-2014
Region 6	900	Union County Public Schools	900312	Fairview Elementary	N	Regular	 PK-05	490	123	25.1	N	Not Eligible							Y	2013-2014
Region 6	900	Union County Public Schools	900314	Monroe Middle	N	Regular	 06-08	945	831	87.94	N	SW							Y	2013-2014
Region 6	900	Union County Public Schools	900316	Forest Hills High	N	Regular	 09-12	834	614	73.62	N	SW							Y	2013-2014
Region 6	900	Union County Public Schools	900318	Hemby Bridge Elementary	N	Regular	 PK-05	483	152	31.47	N	Not Eligible							Y	2013-2014
Region 6	900	Union County Public Schools	900320	Indian Trail Elementary	N	Regular	 PK-05	711	222	31.22	N	Not Eligible							Y	2013-2014
Region 6	900	Union County Public Schools	900328	Kensington Elementary	N	Regular	 KG-05	824	69	8.37	N	Not Eligible							Y	2013-2014
Region 6	900	Union County Public Schools	900332	Marshville Elementary	N	Regular	 PK-05	461	334	72.45	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	900	Union County Public Schools	900334	Marvin Elementary	N	Regular	 PK-05	654	27	4.13	N	Not Eligible							Y	2013-2014
Region 6	900	Union County Public Schools	900336	Monroe High	N	Regular	 09-12	794	753	94.84	N	SW							Y	2013-2014
Region 6	900	Union County Public Schools	900340	New Salem Elementary	N	Regular	 KG-05	315	80	25.4	N	Not Eligible							Y	2013-2014
Region 6	900	Union County Public Schools	900341	Porter Ridge Elementary	N	Regular	 PK-05	580	265	45.69	N	SW							Y	2013-2014
Region 6	900	Union County Public Schools	900342	Porter Ridge High School	N	Regular	 09-12	1315	372	28.29	N	Not Eligible							Y	2013-2014
Region 6	900	Union County Public Schools	900343	Porter Ridge Middle School	N	Regular	 06-08	1412	424	30.03	N	Not Eligible							Y	2013-2014
Region 6	900	Union County Public Schools	900344	Parkwood High	N	Regular	 09-12	799	342	42.8	N	SW							Y	2013-2014
Region 6	900	Union County Public Schools	900346	Parkwood Middle	N	Regular	 06-08	750	324	43.2	N	SW							Y	2013-2014
Region 6	900	Union County Public Schools	900347	Poplin Elementary	N	Regular	 KG-05	671	195	29.06	N	Not Eligible							Y	2013-2014
Region 6	900	Union County Public Schools	900348	Piedmont High	N	Regular	 09-12	1035	248	23.96	N	Not Eligible							Y	2013-2014
