"RegionName"	"LEACode"	"LEAName"	"SchoolCode"	"SchoolName"	"CharterSchool"	"SchoolType"	"GradeSpan"	"TotalResidentChildren"	"#LowIncomeStudents"	"%LowIncomeStudents"	"SchoolServed"	"Eligibility-ProgramModel"	"EligibilitJustification"	"ProgramJustification"	"#StudentsServedTAS"	"GradesServedTAS"	"Served1stYear"	"Served1stYearComment"	"InEDDIE"	"SchoolYear"
Region 1	740	Pitt County Schools	740378	Pitt Memorial Hospital	N	EC	 PK-12	0	0		N	Not Eligible							Y	2013-2014
Region 1	740	Pitt County Schools	740379	Ridgewood Elementary	N	Regular	 KG-05	658	305	46.35	Y	SW-SW					2006-2007		Y	2013-2014
Region 1	740	Pitt County Schools	740380	W H Robinson Elementary	N	Regular	 PK-05	563	297	52.75	Y	SW-SW					2006-2007		Y	2013-2014
Region 1	740	Pitt County Schools	740386	Sam D Bundy Elementary	N	Regular	 03-05	397	258	64.99	Y	SW-SW					2002-2003		Y	2013-2014
Region 1	740	Pitt County Schools	740388	South Central High	N	Regular	 09-12	1543	711	46.08	N	SW							Y	2013-2014
Region 1	740	Pitt County Schools	740390	South Greenville Elementary	N	Regular	 KG-05	487	420	86.24	Y	SW-SW					2004-2005		Y	2013-2014
Region 1	740	Pitt County Schools	740396	Stokes	N	Regular	 PK-08	292	160	54.79	Y	SW-SW					2006-2007		Y	2013-2014
Region 1	740	Pitt County Schools	740400	Wahl Coates Elementary	N	Regular	 PK-05	439	322	73.35	Y	SW-SW					2006-2007		Y	2013-2014
Region 1	740	Pitt County Schools	740402	Wellcome Middle	N	Regular	 06-08	451	384	85.14	Y	SW-SW					2004-2005		Y	2013-2014
Region 1	740	Pitt County Schools	740404	Wintergreen Intermediate	N	Regular	 03-05	681	248	36.42	Y	TAS-SW		Always SW			2012-2013		Y	2013-2014
Region 1	740	Pitt County Schools	740406	Wintergreen Primary	N	Regular	 PK-02	693	273	39.39	Y	TAS-SW		Always SW			2005-2006		Y	2013-2014
Region 8	750	Polk County Schools	750304	Tryon Elementary School	N	Regular	 PK-05	395	245	62.03	Y	SW-TAS			70	01:02:03:04:05	2006-2007		Y	2013-2014
Region 8	750	Polk County Schools	750314	Polk Central Elementary School	N	Regular	 PK-05	350	259	74	Y	SW-TAS			144	0K:01:02:03:04:05	2006-2007		Y	2013-2014
Region 8	750	Polk County Schools	750317	Polk County Early College	N	Regular	 09-13	50	23	46	N	SW							Y	2013-2014
Region 8	750	Polk County Schools	750318	Polk County High School	N	Regular	 09-12	664	290	43.67	N	SW							Y	2013-2014
Region 8	750	Polk County Schools	750319	Polk County Middle School	N	Regular	 06-08	525	300	57.14	N	SW							Y	2013-2014
Region 8	750	Polk County Schools	750320	Saluda Elementary School	N	Regular	 PK-05	144	79	54.86	Y	SW-TAS			30	01:02:03:04:05	2006-2007		Y	2013-2014
Region 8	750	Polk County Schools	750328	Sunny View Elementary School	N	Regular	 PK-05	158	120	75.95	Y	SW-TAS			50	01:02:03:04:05	2006-2007		Y	2013-2014
Region 5	760	Randolph County Schools	760304	Archdale Elementary	N	Regular	 KG-05	372	216	58.06	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	760	Randolph County Schools	760308	Braxton Craven Middle	N	Regular	 06-06	435	205	47.13	N	SW							Y	2013-2014
Region 5	760	Randolph County Schools	760316	Coleridge Elementary	N	Regular	 KG-05	373	232	62.2	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	760	Randolph County Schools	760318	Eastern Randolph High	N	Regular	 09-12	757	450	59.45	N	SW							Y	2013-2014
Region 5	760	Randolph County Schools	760320	Farmer Elementary	N	Regular	 KG-05	399	173	43.36	N	SW							Y	2013-2014
Region 5	760	Randolph County Schools	760324	Franklinville Elementary	N	Regular	 KG-05	483	317	65.63	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	760	Randolph County Schools	760328	Grays Chapel Elementary	N	Regular	 KG-05	470	279	59.36	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	760	Randolph County Schools	760329	Hopewell Elementary	N	Regular	 KG-05	667	302	45.28	N	SW							Y	2013-2014
Region 5	760	Randolph County Schools	760330	John R Lawrence Elementary	N	Regular	 KG-05	507	213	42.01	N	SW							Y	2013-2014
Region 5	760	Randolph County Schools	760331	Level Cross Elementary	N	Regular	 PK-05	514	278	54.09	Y	SW-SW					2010-2011		Y	2013-2014
Region 5	760	Randolph County Schools	760332	Liberty Elementary	N	Regular	 PK-05	491	328	66.8	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	760	Randolph County Schools	760336	New Market Elementary	N	Regular	 KG-05	436	250	57.34	Y	SW-SW					2010-2011		Y	2013-2014
Region 5	760	Randolph County Schools	760338	Northeastern Randolph Middle	N	Regular	 06-08	683	365	53.44	N	SW							Y	2013-2014
Region 5	760	Randolph County Schools	760339	Providence Grove High	N	Regular	 09-12	822	351	42.7	N	SW							Y	2013-2014
Region 5	760	Randolph County Schools	760340	Ramseur Elementary	N	Regular	 PK-05	414	356	85.99	Y	SW-SW					2005-2006		Y	2013-2014
Region 5	760	Randolph County Schools	760344	Randleman Elementary	N	Regular	 KG-05	816	612	75	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	760	Randolph County Schools	760348	Randleman High	N	Regular	 09-12	906	493	54.42	N	SW							Y	2013-2014
Region 5	760	Randolph County Schools	760352	Randleman Middle	N	Regular	 06-08	772	477	61.79	N	SW							Y	2013-2014
Region 5	760	Randolph County Schools	760354	Randolph Early College High	N	Regular	 09-13	283	99	34.98	N	Not Eligible							Y	2013-2014
Region 5	760	Randolph County Schools	760356	Seagrove Elementary	N	Regular	 KG-05	519	319	61.46	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	760	Randolph County Schools	760357	Southeastern Randolph Middle	N	Regular	 06-08	737	496	67.3	N	SW							Y	2013-2014
Region 5	760	Randolph County Schools	760358	Southwestern Randolph High	N	Regular	 09-12	1174	591	50.34	N	SW							Y	2013-2014
Region 5	760	Randolph County Schools	760359	Southmont Elementary	N	Regular	 PK-05	605	415	68.6	Y	SW-SW					2004-2005		Y	2013-2014
Region 5	760	Randolph County Schools	760360	Southwestern Randolph Middle	N	Regular	 06-08	632	356	56.33	N	SW							Y	2013-2014
Region 5	760	Randolph County Schools	760364	Tabernacle Elementary	N	Regular	 PK-05	399	254	63.66	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	760	Randolph County Schools	760368	Trindale Elementary	N	Regular	 PK-05	303	136	44.88	N	SW							Y	2013-2014
Region 5	760	Randolph County Schools	760376	Trinity Elementary	N	Regular	 KG-05	476	286	60.08	Y	SW-SW					2010-2011		Y	2013-2014
Region 5	760	Randolph County Schools	760378	Archdale-Trinity Middle	N	Regular	 07-08	875	408	46.63	N	SW							Y	2013-2014
Region 5	760	Randolph County Schools	760380	Trinity High	N	Regular	 09-12	659	277	42.03	N	SW							Y	2013-2014
Region 5	760	Randolph County Schools	760382	Uwharrie Middle	N	Regular	 06-08	422	198	46.92	N	SW							Y	2013-2014
Region 5	760	Randolph County Schools	760388	Wheatmore High	N	Regular	 09-12	807	291	36.06	N	TAS							Y	2013-2014
Region 5	761	Asheboro City Schools	761304	Asheboro High	N	Regular	 09-12	1230	727	59.11	N	SW							Y	2013-2014
Region 5	761	Asheboro City Schools	761308	South Asheboro Middle	N	Regular	 06-08	617	394	63.86	N	SW							Y	2013-2014
Region 5	761	Asheboro City Schools	761312	Balfour Elementary	N	Regular	 P3-05	578	518	89.62	Y	SW-SW					2004-2005		Y	2013-2014
Region 5	761	Asheboro City Schools	761320	Charles W McCrary Elementary	N	Regular	 KG-05	433	379	87.53	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	761	Asheboro City Schools	761321	Donna L Loflin Elementary	N	Regular	 KG-05	371	304	81.94	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	761	Asheboro City Schools	761328	Guy B Teachey Elementary	N	Regular	 PK-05	490	306	62.45	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	761	Asheboro City Schools	761332	Lindley Park Elementary	N	Regular	 KG-05	445	322	72.36	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	761	Asheboro City Schools	761336	North Asheboro Middle	N	Regular	 06-08	533	462	86.68	N	SW							Y	2013-2014
Region 5	76N	Uwharrie Charter Academy	76N000	Uwharrie Charter Academy	Y	Regular	 09-10	180	14	7.78	N	Not Eligible							Y	2013-2014
Region 4	770	Richmond County Schools	770310	East Rockingham Elementary	N	Regular	 PK-05	596	527	88.42	Y	SW-SW					2010-2011		Y	2013-2014
Region 4	770	Richmond County Schools	770312	Cordova School	N	Alternate	 PK-12	75	66	88	N	SW							Y	2013-2014
Region 4	770	Richmond County Schools	770316	Ellerbe Middle	N	Regular	 06-08	210	187	89.05	Y	SW-SW					2010-2011		Y	2013-2014
Region 4	770	Richmond County Schools	770318	Fairview Heights Elementary	N	Regular	 PK-05	649	517	79.66	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	770	Richmond County Schools	770328	Hamlet Middle	N	Regular	 06-08	558	428	76.7	Y	SW-SW					2013-2014		Y	2013-2014
Region 4	770	Richmond County Schools	770340	L J Bell Elementary	N	Regular	 PK-05	546	364	66.67	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	770	Richmond County Schools	770342	Leak Street High	N	Alternate	 07-12	101	93	92.08	N	SW							Y	2013-2014
Region 4	770	Richmond County Schools	770344	Mineral Springs Elementary	N	Regular	 PK-05	444	386	86.94	Y	SW-SW					2004-2005		Y	2013-2014
Region 4	770	Richmond County Schools	770346	Monroe Avenue Elementary	N	Regular	 PK-05	363	336	92.56	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	770	Richmond County Schools	770348	Richmond Senior High	N	Regular	 10-12	1084	671	61.9	N	SW							Y	2013-2014
Region 4	770	Richmond County Schools	770349	Richmond Early College High	N	Regular	 09-13	139	82	58.99	N	SW							Y	2013-2014
Region 4	770	Richmond County Schools	770351	Richmond 9th Grade Academy	N	Regular	 09-09	547	380	69.47	N	SW							Y	2013-2014
Region 4	770	Richmond County Schools	770360	Rockingham Middle	N	Regular	 06-08	691	448	64.83	N	SW							Y	2013-2014
Region 4	770	Richmond County Schools	770364	Rohanen Middle	N	Regular	 06-08	307	247	80.46	Y	SW-SW					2010-2011		Y	2013-2014
Region 4	770	Richmond County Schools	770368	West Rockingham Elementary	N	Regular	 PK-05	358	302	84.36	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	770	Richmond County Schools	770370	Washington Street Elementary	N	Regular	 PK-05	535	403	75.33	Y	SW-SW					2008-2009		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780320	Deep Branch Elementary	N	Regular	 PK-06	480	414	86.25	Y	SW-SW					2005-2006		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780322	East Robeson Primary	N	Regular	 PK-03	651	553	84.95	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780324	Fairgrove Middle	N	Regular	 04-08	306	267	87.25	Y	SW-SW					2004-2005		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780325	Fairmont High	N	Regular	 09-12	673	534	79.35	N	SW							Y	2013-2014
Region 4	780	Public Schools of Robeson County	780326	Fairmont Middle	N	Regular	 05-08	410	390	95.12	Y	SW-SW					2004-2005		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780328	Green Grove Elementary	N	Regular	 PK-03	253	245	96.84	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780329	Janie C Hargrave Elem	N	Regular	 PK-04	253	241	95.26	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780330	L Gilbert Carroll Middle	N	Regular	 04-06	593	455	76.73	Y	SW-SW					2002-2003		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780331	Robeson Co Career Ctr	N	Vocational	 NG-NG	0	0		N	Not Eligible							Y	2013-2014
Region 4	780	Public Schools of Robeson County	780336	Littlefield Middle	N	Regular	 04-08	800	630	78.75	Y	SW-SW					2004-2005		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780340	Long Branch Elementary	N	Regular	 PK-04	435	379	87.13	Y	SW-SW					2002-2003		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780341	Lumberton Junior High	N	Regular	 07-08	557	442	79.35	Y	SW-SW					2002-2003		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780342	Lumberton Senior High	N	Regular	 09-12	2082	1427	68.54	N	SW							Y	2013-2014
Region 4	780	Public Schools of Robeson County	780344	Magnolia Elementary	N	Regular	 PK-08	834	755	90.53	Y	SW-SW					2004-2005		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780352	Orrum Middle	N	Regular	 05-08	375	310	82.67	Y	SW-SW					2004-2005		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780356	Oxendine Elementary	N	Regular	 PK-06	365	328	89.86	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780360	Parkton Elementary	N	Regular	 PK-08	649	540	83.2	Y	SW-SW					2002-2003		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780364	Pembroke Elementary	N	Regular	 PK-05	743	623	83.85	Y	SW-SW					2004-2005		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780368	Pembroke Middle	N	Regular	 06-08	809	656	81.09	Y	SW-SW					2005-2006		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780374	Peterson Elementary	N	Regular	 PK-04	651	609	93.55	Y	SW-SW					2004-2005		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780376	Piney Grove Elementary	N	Regular	 PK-06	742	658	88.68	Y	SW-SW					2005-2006		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780384	Prospect Elementary	N	Regular	 PK-08	982	734	74.75	Y	SW-SW					2004-2005		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780385	PSRC Early College at RCC	N	Regular	 09-13	221	131	59.28	N	SW							Y	2013-2014
Region 4	780	Public Schools of Robeson County	780390	R B Dean Elementary	N	Regular	 PK-04	367	335	91.28	Y	SW-SW					2005-2006		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780391	Red Springs High	N	Regular	 09-12	755	659	87.28	N	SW							Y	2013-2014
Region 4	780	Public Schools of Robeson County	780392	Rex-Rennert Elementary	N	Regular	 PK-05	453	432	95.36	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780393	Red Springs Middle	N	Regular	 05-08	583	534	91.6	Y	SW-SW					2002-2003		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780394	Rosenwald Elementary	N	Regular	 PK-04	478	420	87.87	Y	SW-SW					2005-2006		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780396	Rowland Middle	N	Regular	 06-08	162	152	93.83	Y	SW-SW					2005-2006		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780398	Rowland Norment Elementary	N	Regular	 PK-03	615	544	88.46	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780400	Saint Pauls Elementary	N	Regular	 PK-05	946	872	92.18	Y	SW-SW					2004-2005		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780401	Saint Pauls High	N	Regular	 09-12	916	715	78.06	N	SW							Y	2013-2014
Region 4	780	Public Schools of Robeson County	780402	South Robeson High	N	Regular	 09-12	479	413	86.22	N	SW							Y	2013-2014
Region 4	780	Public Schools of Robeson County	780403	Saint Pauls Middle	N	Regular	 06-08	463	398	85.96	Y	SW-SW					2001-2002		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780407	Tanglewood Elementary	N	Regular	 KG-03	556	211	37.95	N	TAS							Y	2013-2014
Region 4	780	Public Schools of Robeson County	780408	Southside/Ashpole Elem	N	Regular	 PK-05	327	314	96.02	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780410	Townsend Middle	N	Regular	 05-08	241	223	92.53	Y	SW-SW					2002-2003		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780412	Union Chapel Elementary	N	Regular	 PK-06	569	455	79.96	Y	SW-SW					2004-2005		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780416	Union Elementary	N	Regular	 PK-06	401	341	85.04	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780417	W H Knuckles	N	Regular	 PK-04	291	271	93.13	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780418	West Lumberton Elementary	N	Regular	 PK-04	133	125	93.98	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	780	Public Schools of Robeson County	780420	Purnell Swett High	N	Regular	 09-12	1711	1272	74.34	N	SW							Y	2013-2014
Region 4	78A	CIS Academy	78A000	CIS Academy	Y	Regular	 06-08	104	75	72.12	Y	SW-SW					2004-2005		Y	2013-2014
Region 4	78B	Southeastern Academy	78B000	Southeastern Academy	Y	Regular	 KG-08				N								Y	2013-2014
Region 5	790	Rockingham County Schools	790302	Bethany Elementary	N	Regular	 PK-05	442	174	39.37	N	TAS							Y	2013-2014
Region 5	790	Rockingham County Schools	790310	Central Elementary	N	Regular	 KG-05	487	285	58.52	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	790	Rockingham County Schools	790314	Dalton McMichael High	N	Regular	 09-12	933	486	52.09	N	SW							Y	2013-2014
Region 5	790	Rockingham County Schools	790318	Douglass Elementary	N	Regular	 PK-05	390	260	66.67	Y	SW-SW					2005-2006		Y	2013-2014
Region 5	790	Rockingham County Schools	790322	Draper Elementary	N	Regular	 PK-05	240	198	82.5	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	790	Rockingham County Schools	790327	Huntsville Elementary	N	Regular	 PK-05	497	295	59.36	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	790	Rockingham County Schools	790330	J E Holmes Middle	N	Regular	 06-08	798	532	66.67	N	SW							Y	2013-2014
Region 5	790	Rockingham County Schools	790334	John W Dillard Elementary	N	Regular	 PK-05	320	238	74.38	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	790	Rockingham County Schools	790338	Lawsonville Ave Elem	N	Regular	 PK-05	0	0		N	Not Eligible							Y	2013-2014
Region 5	790	Rockingham County Schools	790344	Leaksville-Spray Elementary	N	Regular	 PK-05	465	372	80	Y	SW-SW					2002-2003		Y	2013-2014
Region 5	790	Rockingham County Schools	790347	Lincoln Elementary	N	Regular	 PK-05	339	214	63.13	Y	SW-SW					2005-2006		Y	2013-2014
Region 5	790	Rockingham County Schools	790350	Monroeton Elementary	N	Regular	 PK-05	481	267	55.51	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	790	Rockingham County Schools	790354	John M Morehead High	N	Regular	 09-12	894	484	54.14	N	SW							Y	2013-2014
Region 5	790	Rockingham County Schools	790358	Moss Street Elementary	N	Regular	 PK-05	508	474	93.31	Y	SW-SW					2004-2005		Y	2013-2014
Region 5	790	Rockingham County Schools	790362	New Vision Sch.of Math/Sci/Tec	N	Regular	 KG-05	293	110	37.54	N	TAS							Y	2013-2014
Region 5	790	Rockingham County Schools	790366	Reidsville High	N	Regular	 09-12	758	468	61.74	N	SW							Y	2013-2014
Region 5	790	Rockingham County Schools	790374	Reidsville Middle	N	Regular	 06-08	662	491	74.17	N	SW							Y	2013-2014
Region 5	790	Rockingham County Schools	790378	Rockingham County High	N	Regular	 09-12	1035	332	32.08	N	Not Eligible							Y	2013-2014
Region 5	790	Rockingham County Schools	790379	Rockingham Co Early College High	N	Regular	 09-13	292	113	38.7	N	TAS							Y	2013-2014
Region 5	790	Rockingham County Schools	790380	Rockingham County Middle	N	Regular	 06-08	828	355	42.87	N	SW							Y	2013-2014
Region 5	790	Rockingham County Schools	790386	South End Elementary	N	Regular	 PK-05	269	188	69.89	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	790	Rockingham County Schools	790390	Stoneville Elementary	N	Regular	 PK-05	410	291	70.98	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	790	Rockingham County Schools	790392	The SCORE Center	N	Alternate	 KG-12	79	65	82.28	N	SW							Y	2013-2014
Region 5	790	Rockingham County Schools	790394	Western Rockingham Middle	N	Regular	 06-08	722	374	51.8	N	SW							Y	2013-2014
Region 5	790	Rockingham County Schools	790398	Wentworth Elementary	N	Regular	 PK-05	492	206	41.87	N	SW							Y	2013-2014
Region 5	790	Rockingham County Schools	790402	Williamsburg Elementary	N	Regular	 PK-05	486	358	73.66	Y	SW-SW					2004-2005		Y	2013-2014
Region 5	79A	Bethany Community Middle	79A000	Bethany Community Middle	Y	Regular	 06-08	261	49	18.77	N	Not Eligible							Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800308	Henderson High	N	Alternate	 08-12	77	74	96.1	Y	SW-TAS			40	08:09:10:11:12	2013-2014		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800312	Bostian Elementary	N	Regular	 KG-05	322	140	43.48	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800314	Erwin Middle	N	Regular	 06-08	908	463	50.99	N	SW							Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800315	Overton Elementary	N	Regular	 KG-05	398	300	75.38	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800316	China Grove Elementary	N	Regular	 PK-05	543	398	73.3	Y	SW-SW					2002-2003		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800320	China Grove Middle	N	Regular	 06-08	604	306	50.66	N	SW							Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800324	Cleveland Elementary	N	Regular	 KG-05	291	175	60.14	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800328	Corriher Lipe Middle	N	Regular	 06-08	506	309	61.07	N	SW							Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800340	East Rowan High	N	Regular	 09-12	1003	455	45.36	N	SW							Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800346	Koontz Elementary	N	Regular	 KG-05	568	505	88.91	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800347	Shive Elementary	N	Regular	 PK-05	466	284	60.94	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800348	Enochville Elementary	N	Regular	 KG-05	423	256	60.52	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800352	Faith Elementary	N	Regular	 KG-05	421	218	51.78	Y	SW-SW					2009-2010		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800356	Granite Quarry Elementary	N	Regular	 PK-05	469	309	65.88	Y	SW-SW					2002-2003		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800358	Isenberg Elementary	N	Regular	 PK-05	419	360	85.92	Y	SW-SW					2005-2006		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800359	Dole Elementary	N	Regular	 PK-05	448	407	90.85	Y	SW-SW					2005-2006		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800360	Hurley Elementary	N	Regular	 KG-05	580	399	68.79	Y	SW-SW					2004-2005		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800361	Carson High	N	Regular	 09-12	1115	527	47.26	N	SW							Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800362	Knollwood Elementary	N	Regular	 KG-05	694	548	78.96	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800363	Knox Middle	N	Regular	 06-08	564	471	83.51	Y	SW-TAS			75	6:07:08	2012-2013		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800364	Landis Elementary	N	Regular	 PK-05	558	432	77.42	Y	SW-SW					2005-2006		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800366	Millbridge Elementary	N	Regular	 PK-05	560	300	53.57	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800368	Morgan Elementary	N	Regular	 PK-05	373	241	64.61	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800372	Mt Ulla Elementary	N	Regular	 KG-05	316	196	62.03	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800373	North Rowan Elementary	N	Regular	 PK-05	471	406	86.2	Y	SW-SW					2004-2005		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800376	North Rowan High	N	Regular	 09-12	674	473	70.18	N	SW							Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800377	North Rowan Middle	N	Regular	 06-08	485	389	80.21	Y	SW-TAS			75	6:07:08	2012-2013		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800392	Rockwell Elementary	N	Regular	 PK-05	509	291	57.17	Y	SW-SW					2006-2007		Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800394	Rowan Co Early College	N	Regular	 09-12	226	134	59.29	N	SW							Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800396	Salisbury High	N	Regular	 09-12	820	544	66.34	N	SW							Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800398	Southeast Middle	N	Regular	 06-08	712	425	59.69	N	SW							Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800400	South Rowan High	N	Regular	 09-12	938	468	49.89	N	SW							Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800408	West Rowan High	N	Regular	 09-12	1041	523	50.24	N	SW							Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800410	West Rowan Middle	N	Regular	 06-08	719	440	61.2	N	SW							Y	2013-2014
Region 7	800	Rowan-Salisbury Schools	800412	Woodleaf Elementary	N	Regular	 PK-05	411	295	71.78	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	810	Rutherford County Schools	810324	Chase High	N	Regular	 09-12	771	429	55.64	N	SW							Y	2013-2014
Region 8	810	Rutherford County Schools	810326	Chase Middle	N	Regular	 06-08	716	467	65.22	N	SW							Y	2013-2014
Region 8	810	Rutherford County Schools	810328	Cliffside Elementary	N	Regular	 KG-05	385	303	78.7	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	810	Rutherford County Schools	810336	Forest City-Dunbar Elementary	N	Regular	 PK-05	470	443	94.26	Y	SW-SW					2004-2005		Y	2013-2014
Region 8	810	Rutherford County Schools	810340	East Rutherford High	N	Regular	 09-12	759	480	63.24	N	SW							Y	2013-2014
Region 8	810	Rutherford County Schools	810342	East Rutherford Middle	N	Regular	 06-08	628	430	68.47	N	SW							Y	2013-2014
Region 8	810	Rutherford County Schools	810344	Ellenboro Elementary	N	Regular	 PK-05	593	371	62.56	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	810	Rutherford County Schools	810350	Forrest W Hunt Elementary	N	Regular	 PK-05	409	321	78.48	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	810	Rutherford County Schools	810360	Harris Elementary	N	Regular	 PK-05	463	315	68.03	Y	SW-SW					2005-2006		Y	2013-2014
Region 8	810	Rutherford County Schools	810364	Mt Vernon-Ruth Elementary	N	Regular	 PK-05	278	190	68.35	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	810	Rutherford County Schools	810370	Pinnacle Elementary	N	Regular	 PK-05	313	217	69.33	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	810	Rutherford County Schools	810378	R-S Middle	N	Regular	 06-08	722	464	64.27	N	SW							Y	2013-2014
Region 8	810	Rutherford County Schools	810384	R-S Central High	N	Regular	 09-12	900	493	54.78	N	SW							Y	2013-2014
Region 8	810	Rutherford County Schools	810385	Rutherford Early College High	N	Regular	 09-13	155	74	47.74	N	SW							Y	2013-2014
