RegionName	LEACode	LEA Name	SchoolCode	School Name	CharterSchool	SchoolType	GradeSpan	TotalResident	# LowIncome	% LowIncome	SchoolServed	Eligibility -ProgramModel	EligibilityJustification	ProgramJustification	# StudentsServedTAS	GradesServedTAS	Served1st Year	Served1st YearComment	InEDDIE	SchoolYear
Region 5	760	Randolph County Schools	760368	Trindale Elementary	N		PK,0K,01,02,03,04,05	288	137	47.57	N	SW							Y	2014-2015
Region 5	760	Randolph County Schools	760376	Trinity Elementary	N		0K,01,02,03,04,05	483	287	59.42	Y	SW-SW					2010-2011		Y	2014-2015
Region 5	760	Randolph County Schools	760378	Archdale-Trinity Middle	N		07,08	856	397	46.38	N	SW							Y	2014-2015
Region 5	760	Randolph County Schools	760380	Trinity High	N		09,10,11,12	703	316	44.95	N	SW							Y	2014-2015
Region 5	760	Randolph County Schools	760382	Uwharrie Middle	N		06,07,08	409	206	50.37	N	SW							Y	2014-2015
Region 5	760	Randolph County Schools	760388	Wheatmore High	N		09,10,11,12	770	283	36.75	N	TAS							Y	2014-2015
Region 5	761	Asheboro City Schools	761304	Asheboro High	N		09,10,11,12	1187	761	64.11	N	SW							Y	2014-2015
Region 5	761	Asheboro City Schools	761308	South Asheboro Middle	N		06,07,08	643	414	64.39	N	SW							Y	2014-2015
Region 5	761	Asheboro City Schools	761312	Balfour Elementary	N		PK,0K,01,02,03,04,05	565	522	92.39	Y	SW-SW					2004-2005		Y	2014-2015
Region 5	761	Asheboro City Schools	761320	Charles W McCrary Elementary	N		0K,01,02,03,04,05	406	369	90.89	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	761	Asheboro City Schools	761321	Donna L Loflin Elementary	N		0K,01,02,03,04,05	410	341	83.17	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	761	Asheboro City Schools	761328	Guy B Teachey Elementary	N		PK,0K,01,02,03,04,05	494	307	62.15	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	761	Asheboro City Schools	761332	Lindley Park Elementary	N		0K,01,02,03,04,05	445	319	71.69	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	761	Asheboro City Schools	761336	North Asheboro Middle	N		06,07,08	512	444	86.72	N	SW							Y	2014-2015
Region 5	76N	Uwharrie Charter Academy	76N000	Uwharrie Charter Academy	Y		09,10,11	322	109	33.85	N	Not Title I							Y	2014-2015
Region 4	770	Richmond County Schools	770310	East Rockingham Elementary	N		PK,0K,01,02,03,04,05	598	598	100	Y	SW-SW					2010-2011		Y	2014-2015
Region 4	770	Richmond County Schools	770312	Cordova School	N		PK,0K,01,02,03,04,05,06,07,08,09,10,11,12	114	114	100	N	SW							Y	2014-2015
Region 4	770	Richmond County Schools	770316	Ellerbe Middle	N		06,07,08	200	200	100	Y	SW-SW					2010-2011		Y	2014-2015
Region 4	770	Richmond County Schools	770318	Fairview Heights Elementary	N		PK,0K,01,02,03,04,05	576	566	98.26	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	770	Richmond County Schools	770328	Hamlet Middle	N		06,07,08	536	461	86.01	Y	SW-SW					2013-2014		Y	2014-2015
Region 4	770	Richmond County Schools	770340	L J Bell Elementary	N		PK,0K,01,02,03,04,05	575	518	90.09	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	770	Richmond County Schools	770342	Leak Street High	N		07,08,09,10,11,12	186	186	100	Y	SW-SW					2014-2015		Y	2014-2015
Region 4	770	Richmond County Schools	770344	Mineral Springs Elementary	N		PK,0K,01,02,03,04,05	497	497	100	Y	SW-SW					2004-2005		Y	2014-2015
Region 4	770	Richmond County Schools	770346	Monroe Avenue Elementary	N		PK,0K,01,02,03,04,05	442	442	100	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	770	Richmond County Schools	770348	Richmond Senior High	N		10,11,12	1410	935	66.31	N	SW							Y	2014-2015
Region 4	770	Richmond County Schools	770349	Richmond Early College High	N		09,10,11,12,13	171	109	63.74	N	SW							Y	2014-2015
Region 4	770	Richmond County Schools	770351	Richmond 9th Grade Academy	N		09	530	396	74.72	N	SW							Y	2014-2015
Region 4	770	Richmond County Schools	770360	Rockingham Middle	N		06,07,08	688	528	76.74	Y	SW-SW					2014-2015		Y	2014-2015
Region 4	770	Richmond County Schools	770364	Rohanen Middle	N		06,07,08	336	331	98.51	Y	SW-SW					2010-2011		Y	2014-2015
Region 4	770	Richmond County Schools	770368	West Rockingham Elementary	N		PK,0K,01,02,03,04,05	364	364	100	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	770	Richmond County Schools	770370	Washington Street Elementary	N		PK,0K,01,02,03,04,05	561	522	93.05	Y	SW-SW					2008-2009		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780320	Deep Branch Elementary	N		PK,0K,01,02,03,04,05,06	448	402	89.73	Y	SW-SW					2005-2006		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780322	East Robeson Primary	N		PK,0K,01,02,03	661	588	88.96	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780324	Fairgrove Middle	N		04,05,06,07,08	305	264	86.56	Y	SW-SW					2004-2005		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780325	Fairmont High	N		09,10,11,12	693	562	81.1	N	SW							Y	2014-2015
Region 4	780	Public Schools of Robeson County	780326	Fairmont Middle	N		05,06,07,08	395	372	94.18	Y	SW-SW					2004-2005		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780328	Green Grove Elementary	N		PK,0K,01,02,03	259	235	90.73	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780329	Janie C Hargrave Elem	N		PK,0K,01,02,03,04	244	233	95.49	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780330	L Gilbert Carroll Middle	N		04,05,06	717	534	74.48	Y	SW-SW					2002-2003		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780336	Littlefield Middle	N		04,05,06,07,08	728	579	79.53	Y	SW-SW					2004-2005		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780340	Long Branch Elementary	N		PK,0K,01,02,03,04	499	442	88.58	Y	SW-SW					2002-2003		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780341	Lumberton Junior High	N		07,08	541	438	80.96	Y	SW-SW					2002-2003		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780342	Lumberton Senior High	N		09,10,11,12	2210	1514	68.51	N	SW							Y	2014-2015
Region 4	780	Public Schools of Robeson County	780344	Magnolia Elementary	N		PK,0K,01,02,03,04,05,06,07,08	923	845	91.55	Y	SW-SW					2004-2005		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780352	Orrum Middle	N		05,06,07,08	352	288	81.82	Y	SW-SW					2004-2005		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780356	Oxendine Elementary	N		PK,0K,01,02,03,04,05,06	373	341	91.42	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780360	Parkton Elementary	N		PK,0K,01,02,03,04,05,06,07,08	650	556	85.54	Y	SW-SW					2002-2003		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780364	Pembroke Elementary	N		PK,0K,01,02,03,04,05	798	644	80.7	Y	SW-SW					2004-2005		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780368	Pembroke Middle	N		06,07,08	735	606	82.45	Y	SW-SW					2005-2006		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780374	Peterson Elementary	N		PK,0K,01,02,03,04	666	612	91.89	Y	SW-SW					2004-2005		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780376	Piney Grove Elementary	N		PK,0K,01,02,03,04,05,06	698	607	86.96	Y	SW-SW					2005-2006		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780384	Prospect Elementary	N		PK,0K,01,02,03,04,05,06,07,08	982	719	73.22	Y	SW-SW					2004-2005		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780385	PSRC Early College at RCC	N		09,10,11,12,13	249	128	51.41	N	SW							Y	2014-2015
Region 4	780	Public Schools of Robeson County	780390	R B Dean Elementary	N		PK,0K,01,02,03,04	351	326	92.88	Y	SW-SW					2005-2006		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780391	Red Springs High	N		09,10,11,12	760	642	84.47	N	SW							Y	2014-2015
Region 4	780	Public Schools of Robeson County	780392	Rex-Rennert Elementary	N		PK,0K,01,02,03,04,05	476	452	94.96	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780393	Red Springs Middle	N		05,06,07,08	598	544	90.97	Y	SW-SW					2002-2003		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780394	Rosenwald Elementary	N		PK,0K,01,02,03,04	473	429	90.7	Y	SW-SW					2005-2006		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780396	Rowland Middle	N		06,07,08	162	152	93.83	Y	SW-SW					2005-2006		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780398	Rowland Norment Elementary	N		PK,0K,01,02,03	526	495	94.11	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780400	Saint Pauls Elementary	N		PK,0K,01,02,03,04,05	1001	926	92.51	Y	SW-SW					2004-2005		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780401	Saint Pauls High	N		09,10,11,12	928	735	79.2	N	SW							Y	2014-2015
Region 4	780	Public Schools of Robeson County	780402	South Robeson High	N		09,10,11,12	462	406	87.88	N	SW							Y	2014-2015
Region 4	780	Public Schools of Robeson County	780403	Saint Pauls Middle	N		06,07,08	471	397	84.29	Y	SW-SW					2001-2002		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780407	Tanglewood Elementary	N		0K,01,02,03	404	216	53.47	Y	SW-SW					2014-2015		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780408	Southside/Ashpole Elem	N		PK,0K,01,02,03,04,05	325	306	94.15	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780410	Townsend Middle	N		05,06,07,08	241	220	91.29	Y	SW-SW					2002-2003		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780412	Union Chapel Elementary	N		PK,0K,01,02,03,04,05,06	609	504	82.76	Y	SW-SW					2004-2005		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780416	Union Elementary	N		PK,0K,01,02,03,04,05,06	423	350	82.74	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780417	W H Knuckles	N		PK,0K,01,02,03,04	285	278	97.54	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780418	West Lumberton Elementary	N		PK,0K,01,02,03,04	142	136	95.77	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	780	Public Schools of Robeson County	780420	Purnell Swett High	N		09,10,11,12	1740	1258	72.3	N	SW							Y	2014-2015
Region 4	78A	CIS Academy	78A000	CIS Academy	Y		06,07,08	108	79	73.15	Y	SW-SW					2004-2005		Y	2014-2015
Region 4	78B	Southeastern Academy	78B000	Southeastern Academy	Y		0K,01,02,03,04,05,06,07,08	210	0	0	N	Not Title I							Y	2014-2015
Region 5	790	Rockingham County Schools	790302	Bethany Elementary	N		PK,0K,01,02,03,04,05	448	193	43.08	N	SW							Y	2014-2015
Region 5	790	Rockingham County Schools	790310	Central Elementary	N		0K,01,02,03,04,05	483	297	61.49	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	790	Rockingham County Schools	790314	Dalton McMichael High	N		09,10,11,12	928	488	52.59	N	SW							Y	2014-2015
Region 5	790	Rockingham County Schools	790318	Douglass Elementary	N		PK,0K,01,02,03,04,05	411	284	69.1	Y	SW-SW					2005-2006		Y	2014-2015
Region 5	790	Rockingham County Schools	790322	Draper Elementary	N		PK,0K,01,02,03,04,05	230	199	86.52	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	790	Rockingham County Schools	790327	Huntsville Elementary	N		PK,0K,01,02,03,04,05	507	338	66.67	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	790	Rockingham County Schools	790330	J E Holmes Middle	N		06,07,08	768	515	67.06	N	SW							Y	2014-2015
Region 5	790	Rockingham County Schools	790334	John W Dillard Elementary	N		PK,0K,01,02,03,04,05	337	266	78.93	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	790	Rockingham County Schools	790344	Leaksville-Spray Elementary	N		PK,0K,01,02,03,04,05	497	407	81.89	Y	SW-SW					2002-2003		Y	2014-2015
Region 5	790	Rockingham County Schools	790347	Lincoln Elementary	N		PK,0K,01,02,03,04,05	342	218	63.74	Y	SW-SW					2005-2006		Y	2014-2015
Region 5	790	Rockingham County Schools	790350	Monroeton Elementary	N		PK,0K,01,02,03,04,05	515	301	58.45	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	790	Rockingham County Schools	790354	John M Morehead High	N		09,10,11,12	933	536	57.45	N	SW							Y	2014-2015
Region 5	790	Rockingham County Schools	790358	Moss Street Elementary	N		PK,0K,01,02,03,04,05	435	413	94.94	Y	SW-SW					2004-2005		Y	2014-2015
Region 5	790	Rockingham County Schools	790362	New Vision Sch.of Math/Sci/Tec	N		0K,01,02,03,04,05	294	108	36.73	N	TAS							Y	2014-2015
Region 5	790	Rockingham County Schools	790366	Reidsville High	N		09,10,11,12	747	463	61.98	N	SW							Y	2014-2015
Region 5	790	Rockingham County Schools	790374	Reidsville Middle	N		06,07,08	607	463	76.28	Y	SW-SW					2014-2015		Y	2014-2015
Region 5	790	Rockingham County Schools	790378	Rockingham County High	N		09,10,11,12	1045	373	35.69	N	TAS							Y	2014-2015
Region 5	790	Rockingham County Schools	790379	Rockingham Co Early College High	N		09,10,11,12,13	303	131	43.23	N	SW							Y	2014-2015
Region 5	790	Rockingham County Schools	790380	Rockingham County Middle	N		06,07,08	830	375	45.18	N	SW							Y	2014-2015
Region 5	790	Rockingham County Schools	790386	South End Elementary	N		PK,0K,01,02,03,04,05	322	243	75.47	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	790	Rockingham County Schools	790390	Stoneville Elementary	N		PK,0K,01,02,03,04,05	441	325	73.7	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	790	Rockingham County Schools	790392	The SCORE Center	N		0K,01,02,03,04,05,06,07,08,09,10,11,12	48	45	93.75	N	SW							Y	2014-2015
Region 5	790	Rockingham County Schools	790394	Western Rockingham Middle	N		06,07,08	761	461	60.58	N	SW							Y	2014-2015
Region 5	790	Rockingham County Schools	790398	Wentworth Elementary	N		PK,0K,01,02,03,04,05	529	247	46.69	N	SW							Y	2014-2015
Region 5	790	Rockingham County Schools	790402	Williamsburg Elementary	N		PK,0K,01,02,03,04,05	514	401	78.02	Y	SW-SW					2004-2005		Y	2014-2015
Region 5	79A	Bethany Community Middle	79A000	Bethany Community Middle	Y		06,07,08	253	49	19.37	N	Not Title I							Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800308	Henderson High	N		06,07,08,09,10,11,12	73	63	86.3	Y	SW-TAS			40		2013-2014		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800312	Bostian Elementary	N		0K,01,02,03,04,05	313	141	45.05	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800314	Erwin Middle	N		06,07,08	897	461	51.39	N	SW							Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800315	Overton Elementary	N		0K,01,02,03,04,05	376	299	79.52	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800316	China Grove Elementary	N		PK,0K,01,02,03,04,05	614	408	66.45	Y	SW-SW					2002-2003		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800320	China Grove Middle	N		06,07,08	624	304	48.72	N	SW							Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800324	Cleveland Elementary	N		0K,01,02,03,04,05	284	174	61.27	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800328	Corriher Lipe Middle	N		06,07,08	532	345	64.85	N	SW							Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800340	East Rowan High	N		09,10,11,12	1020	432	42.35	N	SW							Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800346	Koontz Elementary	N		0K,01,02,03,04,05	584	534	91.44	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800347	Shive Elementary	N		PK,0K,01,02,03,04,05	476	277	58.19	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800348	Enochville Elementary	N		0K,01,02,03,04,05	404	247	61.14	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800352	Faith Elementary	N		0K,01,02,03,04,05	421	213	50.59	Y	SW-SW					2009-2010		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800356	Granite Quarry Elementary	N		PK,0K,01,02,03,04,05	502	318	63.35	Y	SW-SW					2002-2003		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800358	Isenberg Elementary	N		PK,0K,01,02,03,04,05	421	346	82.19	Y	SW-SW					2005-2006		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800359	Dole Elementary	N		PK,0K,01,02,03,04,05	505	435	86.14	Y	SW-SW					2005-2006		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800360	Hurley Elementary	N		0K,01,02,03,04,05	551	409	74.23	Y	SW-SW					2004-2005		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800361	Carson High	N		09,10,11,12	1149	532	46.3	N	SW							Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800362	Knollwood Elementary	N		0K,01,02,03,04,05	688	555	80.67	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800363	Knox Middle	N		06,07,08	554	479	86.46	Y	SW-TAS			80		2012-2013		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800364	Landis Elementary	N		PK,0K,01,02,03,04,05	595	417	70.08	Y	SW-SW					2005-2006		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800366	Millbridge Elementary	N		PK,0K,01,02,03,04,05	580	296	51.03	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800368	Morgan Elementary	N		PK,0K,01,02,03,04,05	391	227	58.06	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800372	Mt Ulla Elementary	N		0K,01,02,03,04,05	309	182	58.9	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800373	North Rowan Elementary	N		PK,0K,01,02,03,04,05	512	411	80.27	Y	SW-SW					2004-2005		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800376	North Rowan High	N		09,10,11,12	659	458	69.5	N	SW							Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800377	North Rowan Middle	N		06,07,08	508	411	80.91	Y	SW-TAS			81		2012-2013		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800392	Rockwell Elementary	N		PK,0K,01,02,03,04,05	466	252	54.08	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800394	Rowan Co Early College	N		09,10,11,12	218	143	65.6	N	SW							Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800396	Salisbury High	N		09,10,11,12	822	548	66.67	N	SW							Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800398	Southeast Middle	N		06,07,08	748	429	57.35	N	SW							Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800400	South Rowan High	N		09,10,11,12	950	482	50.74	N	SW							Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800408	West Rowan High	N		09,10,11,12	1021	513	50.24	N	SW							Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800410	West Rowan Middle	N		06,07,08	741	428	57.76	N	SW							Y	2014-2015
Region 7	800	Rowan-Salisbury Schools	800412	Woodleaf Elementary	N		PK,0K,01,02,03,04,05	384	264	68.75	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	810	Rutherford County Schools	810324	Chase High School	N		09,10,11,12	722	407	56.37	N	SW							Y	2014-2015
Region 8	810	Rutherford County Schools	810326	Chase Middle School	N		06,07,08	717	501	69.87	N	SW							Y	2014-2015
Region 8	810	Rutherford County Schools	810328	Cliffside Elementary School	N		0K,01,02,03,04,05	352	286	81.25	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	810	Rutherford County Schools	810336	Forest City-Dunbar Elementary School	N		PK,0K,01,02,03,04,05	441	420	95.24	Y	SW-SW					2004-2005		Y	2014-2015
Region 8	810	Rutherford County Schools	810340	East Rutherford High School	N		09,10,11,12	723	467	64.59	N	SW							Y	2014-2015
Region 8	810	Rutherford County Schools	810342	East Rutherford Middle School	N		06,07,08	611	421	68.9	N	SW							Y	2014-2015
Region 8	810	Rutherford County Schools	810344	Ellenboro Elementary School	N		PK,0K,01,02,03,04,05	640	428	66.88	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	810	Rutherford County Schools	810350	Forrest W Hunt Elementary School	N		PK,0K,01,02,03,04,05	385	299	77.66	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	810	Rutherford County Schools	810360	Harris Elementary School	N		PK,0K,01,02,03,04,05	460	317	68.91	Y	SW-SW					2005-2006		Y	2014-2015
Region 8	810	Rutherford County Schools	810364	Mt Vernon-Ruth Elementary School	N		PK,0K,01,02,03,04,05	289	213	73.7	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	810	Rutherford County Schools	810370	Pinnacle Elementary School	N		PK,0K,01,02,03,04,05	314	206	65.61	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	810	Rutherford County Schools	810378	R-S Middle School	N		06,07,08	704	460	65.34	N	SW							Y	2014-2015
Region 8	810	Rutherford County Schools	810384	R-S Central High School	N		09,10,11,12	880	503	57.16	N	SW							Y	2014-2015
Region 8	810	Rutherford County Schools	810385	Rutherford Early College High School	N		09,10,11,12,13	159	75	47.17	N	SW							Y	2014-2015
Region 8	810	Rutherford County Schools	810386	Rutherford Opportunity Center	N		06,07,08,09,10,11,12	107	107	100	N	SW							Y	2014-2015
Region 8	810	Rutherford County Schools	810388	Rutherfordton Elementary School	N		PK,0K,01,02,03,04,05	349	230	65.9	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	810	Rutherford County Schools	810396	Spindale Elementary School	N		PK,0K,01,02,03,04,05	415	362	87.23	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	810	Rutherford County Schools	810400	Sunshine Elementary School	N		PK,0K,01,02,03,04,05	203	139	68.47	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	81A	Thomas Jefferson Class Academy	81A000	Thomas Jefferson Class Academy	Y		0K,01,02,03,04,05,06,07,08,09,10,11,12	1311	175	13.35	N	Not Title I							Y	2014-2015
Region 8	81B	Lake Lure Classical Academy	81B000	Lake Lure Classical Academy	Y		0K,01,02,03,04,05,06,07,08,09,10,11	370	150	40.54	N	SW							Y	2014-2015
Region 8	820	Sampson County Schools	820312	Roseboro Elementary	N		PK,0K,01,02,03,04,05	403	338	83.87	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	820	Sampson County Schools	820320	Clement Elementary	N		PK,0K,01,02,03,04,05	424	293	69.1	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	820	Sampson County Schools	820324	Sampson Early College High	N		09,10,11,12,13	250	137	54.8	N	SW							Y	2014-2015
Region 2	820	Sampson County Schools	820340	Hargrove Elementary	N		PK,0K,01,02,03,04,05	438	367	83.79	Y	SW-SW					2004-2005		Y	2014-2015
Region 2	820	Sampson County Schools	820346	Hobbton Elementary	N		PK,0K,01,02,03,04,05	505	399	79.01	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	820	Sampson County Schools	820347	Hobbton Middle	N		06,07,08	458	353	77.07	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	820	Sampson County Schools	820348	Hobbton High	N		09,10,11,12	534	358	67.04	N	SW							Y	2014-2015
Region 2	820	Sampson County Schools	820349	Lakewood High	N		09,10,11,12	529	381	72.02	N	SW							Y	2014-2015
Region 2	820	Sampson County Schools	820350	Midway Elementary	N		PK,0K,01,02,03,04,05	540	352	65.19	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	820	Sampson County Schools	820352	Midway High	N		09,10,11,12	702	360	51.28	N	SW							Y	2014-2015
Region 2	820	Sampson County Schools	820354	Midway Middle	N		06,07,08	650	370	56.92	Y	SW-SW					2004-2005		Y	2014-2015
Region 2	820	Sampson County Schools	820364	Plain View Elementary	N		PK,0K,01,02,03,04,05	425	247	58.12	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	820	Sampson County Schools	820370	Union Middle	N		06,07,08	503	419	83.3	Y	SW-SW					2002-2003		Y	2014-2015
Region 2	820	Sampson County Schools	820372	Roseboro-Salemburg Middle	N		06,07,08	418	322	77.03	Y	SW-SW					2004-2005		Y	2014-2015
Region 2	820	Sampson County Schools	820376	Salemburg Elementary	N		PK,0K,01,02,03,04,05	538	415	77.14	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	820	Sampson County Schools	820384	Union Elementary	N		PK,0K,01,02,03	700	637	91	Y	SW-SW					2002-2003		Y	2014-2015
Region 2	820	Sampson County Schools	820385	Union Intermediate	N		04,05	256	234	91.41	Y	SW-SW					2009-2010		Y	2014-2015
Region 2	820	Sampson County Schools	820388	Union High	N		09,10,11,12	545	427	78.35	Y	SW-SW					2009-2010		Y	2014-2015
Region 2	821	Clinton City Schools	821304	Butler Avenue Elementary	N		02,03	485	378	77.94	Y	SW-SW					2002-2003		Y	2014-2015
Region 2	821	Clinton City Schools	821308	Clinton High	N		09,10,11,12	795	402	50.57	N	SW							Y	2014-2015
Region 2	821	Clinton City Schools	821316	Langdon C Kerr Elementary	N		PK,0K,01	531	415	78.15	Y	SW-SW					2002-2003		Y	2014-2015
Region 2	821	Clinton City Schools	821320	Sampson Middle	N		06,07,08	766	525	68.54	Y	SW-SW					2004-2005		Y	2014-2015
Region 2	821	Clinton City Schools	821330	Sunset Avenue Elementary	N		04,05	433	314	72.52	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	830	Scotland County Schools	830304	Carver Middle	N		06,07,08	453	293	64.68	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	830	Scotland County Schools	830312	Covington Street Elementary	N		0K,01,02,03,04,05	311	175	56.27	Y	SW-SW					2005-2006		Y	2014-2015
Region 4	830	Scotland County Schools	830316	Shaw Academy	N		06,07,08,09,10,11,12	71	58	81.69	N	SW							Y	2014-2015
Region 4	830	Scotland County Schools	830320	I E Johnson Elementary	N		PK,0K,01,02,03,04,05	398	336	84.42	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	830	Scotland County Schools	830328	Laurel Hill Elementary	N		PK,0K,01,02,03,04,05	520	301	57.88	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	830	Scotland County Schools	830336	North Laurinburg Elementary	N		PK,0K,01,02,03,04,05	312	274	87.82	Y	SW-SW					2005-2006		Y	2014-2015
Region 4	830	Scotland County Schools	830343	Scotland High School	N		09,10,11,12	1505	746	49.57	N	SW							Y	2014-2015
Region 4	830	Scotland County Schools	830344	Pate-Gardner Elementary	N		0K,01,02,03,04,05	191	143	74.87	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	830	Scotland County Schools	830348	Scotland Early College High	N		09,10,11,12,13	204	82	40.2	N	SW							Y	2014-2015
Region 4	830	Scotland County Schools	830349	Spring Hill Middle	N		06,07,08	378	186	49.21	Y	SW-SW					2011-2012		Y	2014-2015
