2015-16 State, District, and School Level Summary Data																																																																																	
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.																																																																																	
* or (Insufficient) or a blank cell indicates a school does not have tested grades/sufficient data for reporting.																																																																																	
College/Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above																																																																																	
																																																																																	
Note: Filter applied to all column headers.  For sorting or filtering, click on the down arrow.																																																																																	
District Name	School Code	School Name	SBE District	Grade Span	Title I School	SPG Grade	SPG Score	Reading SPG Grade	Reading SPG Score	Math SPG Grade	Math SPG Score	EVAAS Growth Status	EVAAS Growth Index	Participation Denominator	Percent Participation	Graduation Project	Summer Program	ACT Denominator	ACT Percent	ACT WorkKeys Denominator	ACT WorkKeys Percent	Passing      Math III Denominator	Passing Math III Percent	4-Year Cohort Graduation Rate Denominator	4-Year Cohort Graduation Rate Percent	5-Year Cohort Graduation Rate Denominator	5-Year Cohort Graduation Rate Percent	Performance Composite Denominator	Performance Composite Percent College/Career Ready	Performance Composite Percent Grade Level Proficient	Math I Denominator	Math I Percent College/Career Ready	Math I Percent Grade Level Proficient	Biology Denominator	Biology Percent College/Career Ready	Biology Percent Grade Level Proficient	English II Denominator	English II Percent College/Career Ready	English II Percent Grade Level Proficient	Grade 3 Math Denominator	Grade 3 Math Percent College/Career Ready	Grade 3 Math Percent Grade Level Proficient	Grade 4 Math Denominator	Grade 4 Math Percent College/Career Ready	Grade 4 Math Percent Grade Level Proficient	Grade 5 Math Denominator	Grade 5 Math Percent College/Career Ready	Grade 5 Math Percent Grade Level Proficient	Grade 6 Math Denominator	Grade 6 Math Percent College/Career Ready	Grade 6 Math Percent Grade Level Proficient	Grade 7 Math Denominator	Grade 7 Math Percent College/Career Ready	Grade 7 Math Percent Grade Level Proficient	Grade 8 Math Denominator	Grade 8 Math Percent College/Career Ready	Grade 8 Math Percent Grade Level Proficient	Grade 3 Reading Denominator	Grade 3 Reading Percent College/Career Ready	Grade 3 Reading Percent Grade Level Proficient	Grade 4 Reading Denominator	Grade 4 Reading Percent College/Career Ready	Grade 4 Reading Percent Grade Level Proficient	Grade 5 Reading Denominator	Grade 5 Reading Percent College/Career Ready	Grade 5 Reading Percent Grade Level Proficient	Grade 6 Reading Denominator	Grade 6 Reading Percent College/Career Ready	Grade 6 Reading Percent Grade Level Proficient	Grade 7 Reading Denominator	Grade 7 Reading Percent College/Career Ready	Grade 7 Reading Percent Grade Level Proficient	Grade 8 Reading Denominator	Grade 8 Reading Percent College/Career Ready	Grade 8 Reading Percent Grade Level Proficient	Grade 5 Science Denominator	Grade 5 Science Percent College/Career Ready	Grade 5 Science Percent Grade Level Proficient	Grade 8 Science Denominator	Grade 8 Science Percent College/Career Ready	Grade 8 Science Percent Grade Level Proficient
Wake County Schools	920307	Alston Ridge Elementary	North Central Region	PK-05	Y	B	80	A	85	B	79	NotMet	-4.18	22	100.0													1152	79.1	85.0										178	76.4	83.1	176	79.5	83.5	148	81.1	83.8										178	78.1	84.8	176	76.7	84.7	148	76.4	84.5										148	86.5	91.2			
Wake County Schools	920308	Apex Elementary	North Central Region	PK-05	Y	B	76	B	76	B	77	Met	0.19	18	100.0													723	66.9	74.6										89	75.3	85.4	112	69.6	75.9	107	65.4	68.2										89	82.0	85.4	112	61.6	72.3	107	54.2	65.4										107	64.5	72.9			
Wake County Schools	920312	Apex Middle	North Central Region	06-08	Y	B	84	B	80	B	79	Exceeded	4.23	30	100.0													3244	75.9	81.9	290	>95	>95																421	76.5	81.2	447	75.6	80.1	406	69.2	73.4										421	71.7	77.9	447	73.4	82.1	406	65.0	78.1				406	85.7	89.7
Wake County Schools	920316	Apex High	North Central Region	09-12	Y	A+NG	86					Met	1.54	44	70.5	N		535	83.6	202	92.1	704	93.2	735	94.7	638	94.4	1457	71.9	78.6	466	74.0	82.4	486	68.3	74.1	505	73.5	79.4																																										
Wake County Schools	920317	Apex Friendship High	North Central Region	09-11	Y	B	80					Met	0.99	23	78.3	N	Y											1287	70.0	79.0	530	62.3	73.4	353	76.5	83.6	404	74.5	82.4																																										
Wake County Schools	920318	Athens Drive High	North Central Region	09-12	Y	B	71					Met	1.1	47	63.8	N	Y	399	67.7	118	81.4	398	92.0	462	84.8	499	85.0	1499	47.7	55.7	551	40.8	49.5	467	51.6	57.4	481	51.8	61.1																																										
Wake County Schools	920320	Aversboro Elementary	North Central Region	PK-05	Y	C	57	C	59	C	56	NotMet	-3.64	16	100.0													708	44.5	55.6										117	35.0	55.6	90	40.0	45.6	98	51.0	60.2										117	42.7	51.3	90	42.2	56.7	98	50.0	59.2										98	52.0	61.2			
Wake County Schools	920324	Longview	North Central Region	06-12	Y	N/A		N/A		N/A				20	0.0	N		<10	*			18	83.3	66	15.2			65	<5	<5	<10	*	*	<10	*	*	10	10.0	10.0										<10	*	*	<10	*	*	<10	*	*										<10	*	*	<10	*	*	<10	*	*				<10	*	*
Wake County Schools	920325	Banks Road Elementary	North Central Region	PK-05	Y	B	76	B	70	B	75	Met	0.51	18	100.0													805	66.0	74.3										128	66.4	75.0	102	67.6	74.5	115	65.2	73.0										128	65.6	74.2	102	54.9	64.7	115	54.8	66.1										115	86.1	91.3			
Wake County Schools	920326	Baileywick Road Elementary	North Central Region	PK-05	Y	D	53	D	51	C	58	NotMet	-2.86	16	100.0													502	39.0	50.2										73	31.5	47.9	58	44.8	53.4	80	47.5	57.5										73	31.5	37.0	58	41.4	56.9	80	32.5	46.3										80	45.0	53.8			
Wake County Schools	920327	Ballentine Elementary	North Central Region	PK-05	Y	B	71	C	68	B	75	Met	-0.89	15	100.0													568	62.5	70.1										77	54.5	66.2	81	72.8	76.5	84	76.2	77.4										77	58.4	66.2	81	71.6	80.2	84	41.7	51.2										84	61.9	72.6			
Wake County Schools	920328	Baucom Elementary	North Central Region	PK-05	Y	B	77	B	77	B	78	Met	-1.55	17	100.0													897	71.6	78.4										119	72.3	79.0	130	73.1	76.2	133	78.2	81.2										119	68.1	77.3	130	71.5	74.6	133	62.4	76.7										133	75.2	83.5			
Wake County Schools	920329	Barwell Road Elementary	North Central Region	PK-05	Y	D	52	D	47	D	52	Exceeded	4.02	16	100.0													929	32.6	42.7										149	28.9	38.3	134	34.3	41.0	121	38.0	47.1										149	26.8	34.2	134	27.6	41.0	121	30.6	39.7										121	44.6	61.2			
Wake County Schools	920334	Brassfield Elementary	North Central Region	0K-05	Y	B	79	B	77	B	81	Met	-1.85	17	100.0													853	75.0	81.1										126	71.4	78.6	125	78.4	83.2	117	76.9	82.1										126	72.2	78.6	125	77.6	81.6	117	67.5	78.6										117	81.2	85.5			
Wake County Schools	920336	Brentwood Elementary	North Central Region	PK-05	Y	C	58	D	51	C	65	Met	-0.44	15	100.0													443	42.2	53.0										69	40.6	50.7	60	53.3	56.7	62	58.1	75.8										69	39.1	46.4	60	36.7	46.7	61	29.5	39.3										62	38.7	56.5			
Wake County Schools	920340	Briarcliff Elementary	North Central Region	PK-05	Y	B	71	B	72	C	68	Met	-1.98	17	100.0													650	60.0	71.8										99	63.6	74.7	94	57.4	63.8	88	59.1	65.9										99	57.6	72.7	94	58.5	73.4	88	48.9	67.0										88	75.0	85.2			
Wake County Schools	920342	Brier Creek Elementary	North Central Region	PK-05	Y	B	70	C	69	B	73	NotMet	-3.68	24	100.0													1039	60.9	71.8										158	62.0	73.4	168	64.3	71.4	129	69.8	76.0										158	60.1	70.9	168	59.5	71.4	129	51.9	64.3										129	58.1	75.2			
Wake County Schools	920344	Brooks Elementary	North Central Region	PK-05	Y	B	76	B	74	B	75	Met	0.5	15	100.0													620	67.4	74.2										89	65.2	77.5	100	60.0	64.0	81	74.1	80.2										89	68.5	74.2	100	65.0	69.0	81	67.9	75.3										80	73.8	82.5			
Wake County Schools	920348	Needham Broughton High	North Central Region	09-12	Y	B	75					Exceeded	3.94	41	51.2	N		403	73.4	52	86.5	456	87.1	501	88.4	524	87.4	1555	53.0	61.0	536	45.9	55.8	526	53.8	59.7	493	59.8	68.0																																										
Wake County Schools	920352	Bugg Elementary	North Central Region	PK-05	Y	F	36	D	41	F	38	NotMet	-4	13	100.0													653	20.7	30.2										98	13.3	26.5	92	20.7	27.2	91	22.0	29.7										98	22.4	27.6	92	30.4	41.3	91	20.9	33.0										91	15.4	26.4			
Wake County Schools	920356	Carnage Middle	North Central Region	06-08	Y	C	68	C	67	C	64	NotMet	-3.71	32	100.0													2747	64.8	70.1	212	>95	>95	<10	*	*													337	59.1	65.3	372	58.6	63.2	371	58.8	61.5										338	59.8	64.8	371	60.4	68.2	373	60.9	68.9				372	76.9	81.7
Wake County Schools	920358	Carpenter Elementary	North Central Region	PK-05	Y	B	78	B	75	B	81	Met	-1.1	21	100.0													831	74.4	78.8										115	83.5	87.8	114	75.4	77.2	124	75.8	76.6										115	78.3	83.5	114	72.8	75.4	124	58.9	71.0										125	76.8	80.8			
Wake County Schools	920360	Carroll Middle	North Central Region	06-08	Y	C	56	C	60	D	45	NotMet	-2.44	29	100.0													2341	43.6	52.9	126	65.9	81.0																329	43.8	50.8	309	32.0	39.2	313	28.8	33.5										329	45.9	58.1	310	42.9	50.0	312	40.1	54.2				313	62.3	72.8
Wake County Schools	920362	Carver Elementary	North Central Region	PK-05	Y	C	56	C	56	C	60	NotMet	-2.58	14	85.7													480	40.8	53.8										78	46.2	65.4	63	41.3	50.8	66	53.0	53.0										78	48.7	61.5	63	39.7	50.8	66	24.2	42.4										66	30.3	48.5			
Wake County Schools	920364	Cary Elementary	North Central Region	PK-05	Y	B	75	B	75	B	75	NotMet	-2.07	17	100.0													612	66.2	76.6										104	69.2	75.0	85	68.2	77.6	78	67.9	80.8										104	59.6	68.3	85	65.9	82.4	78	60.3	71.8										78	73.1	83.3			
Wake County Schools	920368	Cary High	North Central Region	09-12	Y	B	81					Exceeded	16.13	47	85.1	N		534	63.1	117	82.1	555	91.5	612	87.3	562	87.9	1933	63.1	71.9	574	56.6	67.6	704	69.7	77.4	655	61.7	69.8																																										
Wake County Schools	920369	Cedar Fork Elementary	North Central Region	PK-05	Y	A+NG	86	B	82	A	86	Met	-1.38	20	100.0													1191	79.3	85.9										169	87.0	91.1	166	78.9	81.9	173	81.5	84.4										169	83.4	90.5	168	73.2	81.5	173	65.3	80.9										173	85.5	90.8			
Wake County Schools	920370	Centennial Campus Middle	North Central Region	06-08	Y	C	61	C	60	D	54	Met	-0.68	30	100.0													1407	48.8	57.4	85	78.8	>95																182	50.0	57.7	187	33.2	40.6	195	38.5	44.6										182	54.9	59.9	187	42.2	51.3	195	43.6	53.3				194	66.0	77.3
Wake County Schools	920376	Combs Elementary	North Central Region	PK-05	Y	B	77	B	76	B	77	Met	0.3	22	100.0													940	67.7	75.7										138	71.7	79.7	143	75.5	80.4	126	65.9	72.2										138	62.3	71.7	143	72.7	78.3	126	57.9	69.8										126	65.9	77.0			
Wake County Schools	920380	Conn Elementary	North Central Region	PK-05	Y	C	61	C	63	C	61	NotMet	-3.14	17	100.0													665	49.8	60.2										105	52.4	70.5	97	44.3	48.5	87	49.4	56.3										105	59.0	71.4	97	49.5	58.8	87	44.8	51.7										87	47.1	60.9			
Wake County Schools	920384	Creech Road Elementary	North Central Region	PK-05	Y	C	59	C	55	C	62	Exceeded	2.23	16	100.0													709	41.7	52.9										98	51.0	68.4	108	36.1	42.6	99	55.6	61.6										98	37.8	43.9	108	38.9	54.6	99	28.3	42.4										99	45.5	57.6			
Wake County Schools	920388	Daniels Middle	North Central Region	06-08	Y	C	65	C	69	C	57	NotMet	-3.4	30	100.0													2743	56.7	65.3	195	84.1	90.8																383	58.5	67.9	376	49.2	54.3	343	39.9	46.1										383	63.7	73.4	376	53.2	63.3	343	49.9	60.6				344	66.6	76.7
Wake County Schools	920390	Davis Drive Elementary	North Central Region	0K-05	Y	A+NG	92	A	90	A	92	Exceeded	2.6	20	100.0													1453	89.7	93.8										198	90.9	94.9	219	94.1	95.0	207	91.8	93.2										196	89.8	>95	219	85.4	93.2	207	80.7	87.9										207	>95	>95			
Wake County Schools	920391	Davis Drive Middle	North Central Region	06-08	Y	A	91	A	86	A	89	Exceeded	4.23	31	100.0													3381	87.0	90.8	405	>95	>95																361	87.3	91.1	449	89.1	90.9	452	86.1	87.8										361	82.5	86.7	449	82.4	89.1	452	77.2	85.6				452	94.0	>95
Wake County Schools	920393	Dillard Drive Elementary	North Central Region	PK-05	Y	C	62	C	60	C	62	Met	0.63	18	100.0													807	48.1	57.2										111	51.4	64.0	108	51.9	54.6	123	48.0	53.7										111	55.0	65.8	108	44.4	54.6	123	36.6	44.7										123	50.4	64.2			
Wake County Schools	920394	Dillard Drive Middle	North Central Region	06-08	Y	C	63	C	64	C	55	Met	-1.75	32	100.0													2761	54.0	61.0	158	82.3	91.8																364	56.9	61.0	374	47.9	53.2	376	40.2	46.3										364	56.3	62.4	374	52.4	60.2	375	44.8	56.0				376	67.8	75.0
Wake County Schools	920396	Douglas Elementary	North Central Region	PK-05	Y	C	62	C	66	C	59	NotMet	-5.98	21	100.0													748	53.5	63.1										108	55.6	66.7	112	44.6	48.2	103	55.3	62.1										108	52.8	64.8	111	54.1	64.9	103	53.4	65.0										103	59.2	70.9			
Wake County Schools	920398	Durant Road Elementary	North Central Region	PK-05	Y	B	76	B	74	B	75	Met	0.12	21	100.0													1050	64.2	74.4										144	61.8	77.1	150	52.7	63.3	154	75.3	77.3										144	62.5	75.0	150	59.3	71.3	154	59.1	73.4										154	77.9	83.1			
Wake County Schools	920399	Durant Road Middle	North Central Region	06-08	Y	C	59	C	59	D	52	NotMet	-5.79	30	100.0													3033	51.0	59.4	175	87.4	>95																392	51.5	58.4	401	44.6	51.4	424	36.3	42.0										392	59.9	69.4	400	47.5	59.0	425	36.5	45.9				424	65.6	74.1
Wake County Schools	920400	Reedy Creek Middle	North Central Region	06-08	Y	C	59	C	62	D	46	NotMet	-2.34	30	100.0													1893	48.3	56.5	86	91.9	>95																241	38.6	46.5	260	34.2	41.9	268	36.9	42.9										242	52.9	62.4	260	46.2	56.9	268	42.2	51.5				268	72.0	79.5
Wake County Schools	920402	East Cary Middle	North Central Region	06-08	Y	B	74	B	74	C	67	Met	-1.98	32	100.0													2527	66.7	74.4	181	90.1	>95																347	66.0	74.9	349	66.8	73.9	318	48.1	54.4										347	72.0	77.2	349	64.5	73.6	318	56.6	68.6				318	79.2	85.2
Wake County Schools	920403	East Garner Elementary	North Central Region	PK-05	Y	D	48	D	46	D	47	Met	-0.13	15	100.0													769	30.3	40.4										117	16.2	29.1	107	32.7	38.3	107	38.3	44.9										117	23.9	30.8	107	29.9	49.5	107	30.8	38.3										107	42.1	54.2			
Wake County Schools	920404	East Garner Middle	North Central Region	06-08	Y	C	59	C	60	D	50	Exceeded	4.39	30	100.0													3092	41.2	51.5	113	68.1	85.8																377	45.1	51.7	457	32.2	39.8	437	26.3	32.7										377	42.7	54.4	457	42.0	54.0	437	37.3	49.9				437	57.2	69.8
Wake County Schools	920408	East Millbrook Middle	North Central Region	06-08	Y	C	57	C	55	D	49	Exceeded	2.05	29	100.0													2166	39.9	49.8	84	77.4	88.1																295	34.9	45.1	357	38.9	48.2	256	20.3	27.7										295	35.9	43.7	359	40.9	53.2	259	34.0	45.6				261	63.2	73.2
Wake County Schools	920410	East Wake Middle	North Central Region	06-08	Y	D	45	D	44	F	39	NotMet	-4.44	27	100.0													1860	32.0	41.4	55	83.6	92.7																243	23.5	33.7	283	29.3	36.7	251	25.5	31.5										243	27.6	38.3	283	33.9	42.4	251	23.5	31.9				251	49.4	64.1
Wake County Schools	920411	East Wake High	North Central Region	09-12	Y	C	68					Exceeded	3.79	43	62.8	N		292	40.8	120	80.0	326	94.5	328	>95			1072	34.6	46.1	373	30.6	42.9	346	35.5	43.1	353	38.0	52.4																																										
Wake County Schools	920412	Enloe High	North Central Region	09-12	Y	B	75					NotMet	-3.17	45	71.1	N		479	72.4	90	84.4	549	91.1	602	89.0	708	83.2	1882	65.4	71.0	641	61.5	66.0	621	63.1	70.4	620	71.6	76.8																																										
Wake County Schools	920413	Forestville Road Elementary	North Central Region	PK-05	Y	C	58	C	57	C	62	Met	-1.98	18	100.0													848	44.0	55.5										126	52.4	69.8	112	43.8	48.2	124	54.8	59.7										126	52.4	63.5	112	35.7	47.3	124	29.0	42.7										124	38.7	55.6			
Wake County Schools	920414	Farmington Woods Elementary	North Central Region	PK-05	Y	B	78	B	74	B	78	Exceeded	2.46	20	100.0													863	66.9	75.7										132	61.4	75.8	127	63.8	69.3	115	74.8	79.1										132	68.9	77.3	127	59.1	66.9	115	62.6	76.5										115	79.1	86.1			
Wake County Schools	920415	Fox Road Elementary	North Central Region	0K-05	Y	C	61	D	54	C	63	Exceeded	4.3	16	100.0													776	43.2	54.0										114	59.6	71.9	110	39.1	43.6	109	46.8	57.8										114	44.7	62.3	110	24.5	34.5	110	30.0	38.2										109	56.9	68.8			
Wake County Schools	920416	Fuller Elementary	North Central Region	0K-05	Y	C	61	C	64	C	60	NotMet	-2.91	21	100.0													739	51.7	59.4										103	49.5	57.3	97	57.7	58.8	113	54.0	61.1										103	52.4	59.2	97	58.8	66.0	113	40.7	55.8										113	50.4	58.4			
Wake County Schools	920417	Forest Pines Drive Elementary	North Central Region	PK-05	Y	C	68	C	68	C	66	NotMet	-2.65	17	100.0													818	57.7	68.1										120	55.0	68.3	115	60.0	67.0	116	61.2	64.7										120	52.5	63.3	115	60.0	76.5	116	47.4	60.3										116	68.1	76.7			
Wake County Schools	920420	Fuquay-Varina Elementary	North Central Region	PK-05	Y	C	65	C	66	C	63	NotMet	-3.12	17	100.0													1013	57.1	65.4										150	58.7	68.0	151	57.0	60.3	137	62.8	66.4										150	50.7	60.0	151	53.6	63.6	137	51.1	62.0										137	66.4	78.8			
Wake County Schools	920424	Fuquay-Varina Middle	North Central Region	06-08	Y	C	62	C	64	D	53	NotMet	-2.46	28	100.0													2006	50.5	60.9	78	93.6	94.9																259	48.3	57.1	285	41.8	50.9	280	38.6	46.1										259	58.7	68.7	285	42.5	54.0	279	41.9	57.7				281	70.5	82.9
Wake County Schools	920428	Fuquay-Varina High	North Central Region	09-12	Y	B	76					Exceeded	8.43	40	95.0	N		494	65.8	108	86.1	437	87.4	490	86.3	488	82.6	1909	53.1	63.7	700	45.7	59.4	594	56.6	64.8	615	58.2	67.5																																										
Wake County Schools	920436	Garner High	North Central Region	09-12	Y	C	67					Exceeded	3.37	41	73.2	N		539	57.0	139	65.5	539	87.4	614	87.5	596	87.6	2252	39.3	49.8	821	30.0	40.9	724	41.0	49.9	707	48.2	60.1																																										
Wake County Schools	920438	River Oaks Middle	North Central Region	06-08	Y	N/A		N/A		N/A		Met	-0.52	8	100.0													180	21.1	27.2																			<10	*	*	26	<5	<5	38	7.9	13.2										<10	*	*	26	11.5	11.5	38	18.4	31.6				38	63.2	73.7
Wake County Schools	920439	Green Hope Elementary	North Central Region	PK-05	Y	A	89	A	86	A	90	Met	0.17	18	100.0													1030	84.9	90.9										139	80.6	89.9	157	85.4	86.6	146	93.2	>95										139	85.6	92.1	157	79.0	84.7	146	80.8	91.8										146	89.7	>95			
Wake County Schools	920440	Green Elementary	North Central Region	0K-05	Y	D	52	D	46	D	54	Met	-0.25	17	100.0													493	38.7	45.8										65	40.0	50.8	75	34.7	40.0	70	44.3	50.0										65	33.8	36.9	75	33.3	41.3	71	29.6	39.4										72	55.6	62.5			
Wake County Schools	920441	Green Hope High	North Central Region	09-12	Y	A+NG	88					Met	1.04	46	93.5	N		621	90.3	215	94.0	630	>95	660	94.8	546	>95	2161	77.0	83.3	686	73.2	78.6	778	77.1	84.6	697	80.8	86.7																																										
Wake County Schools	920442	Hilburn Drive Academy	North Central Region	PK-08	Y	C	68	C	69	C	63	NotMet	-2.31	23	100.0													1204	60.2	68.4	42	>95	>95							93	37.6	53.8	97	54.6	58.8	90	50.0	55.6	71	63.4	73.2	77	71.4	75.3	72	59.7	68.1	93	51.6	59.1	97	52.6	62.9	90	52.2	61.1	71	63.4	78.9	77	71.4	74.0	72	66.7	72.2	90	62.2	73.3	72	81.9	90.3
Wake County Schools	920443	Highcroft Elementary	North Central Region	PK-05	Y	B	84	A	85	A	85	NotMet	-4.01	16	100.0													1229	82.9	89.6										183	86.9	91.8	179	85.5	89.9	168	86.9	89.3										184	79.3	87.5	178	78.1	88.2	168	78.6	89.9										169	85.2	90.5			
Wake County Schools	920444	Heritage Middle	North Central Region	06-08	Y	B	84	B	82	B	80	Exceeded	2.58	28	100.0													3260	76.4	83.4	299	93.3	>95																427	77.0	82.9	431	75.9	81.4	415	69.6	74.7										427	72.4	79.6	431	75.2	82.8	415	67.2	81.4				415	85.5	90.8
Wake County Schools	920445	Heritage High	North Central Region	09-12	Y	B	77					Met	0.85	41	70.7	N		382	69.6	141	83.0	448	90.4	469	93.6	469	92.3	1495	58.1	67.1	469	59.5	68.9	509	56.6	65.0	517	58.4	67.5																																										
Wake County Schools	920446	Hodge Road Elementary	North Central Region	PK-05	Y	D	54	D	44	C	57	Exceeded	7.09	15	100.0													680	34.1	43.8										101	30.7	47.5	95	32.6	34.7	96	49.0	57.3										101	26.7	32.7	95	24.2	31.6	96	25.0	37.5										96	51.0	65.6			
Wake County Schools	920447	Holly Springs Elementary	North Central Region	PK-05	Y	B	84	B	82	A	85	Exceeded	2.24	18	100.0													1282	77.0	83.8										195	77.9	87.7	194	74.2	80.4	168	81.5	85.1										195	74.9	82.1	194	79.4	84.5	168	70.2	79.8										168	81.0	86.9			
Wake County Schools	920448	Hunter Elementary	North Central Region	PK-05	Y	C	60	C	62	C	64	NotMet	-4.52	21	100.0													818	53.3	59.7										120	64.2	72.5	112	54.5	57.1	118	49.2	53.4										120	60.0	66.7	112	52.7	57.1	118	48.3	58.5										118	44.1	51.7			
Wake County Schools	920449	Holly Ridge Elementary	North Central Region	PK-05	Y	B	82	B	78	B	83	Exceeded	2.7	19	100.0													1173	71.8	80.6										173	79.2	87.3	160	66.9	76.9	169	76.9	80.5										173	80.3	86.1	160	62.5	75.6	169	58.0	71.0										169	77.5	86.4			
Wake County Schools	920450	Holly Ridge Middle	North Central Region	06-08	Y	C	68	C	69	C	62	NotMet	-3.11	28	100.0													3168	61.3	69.3	201	>95	>95																430	60.9	68.6	420	53.8	59.8	423	50.8	56.3										430	67.0	74.4	420	55.5	66.4	423	53.7	64.5				421	70.5	81.2
Wake County Schools	920451	Harris Creek Elementary	North Central Region	PK-05	Y	C	65	B	71	C	62	NotMet	-3.74	23	100.0													1312	55.7	66.4										168	61.9	75.0	186	52.7	59.1	202	53.0	57.4										168	62.5	73.2	186	58.1	71.0	202	45.0	62.4										200	59.0	69.0			
Wake County Schools	920452	Jeffreys Grove Elementary	North Central Region	PK-05	Y	B	74	B	71	B	76	Met	-0.24	16	100.0													563	66.6	73.4										88	65.9	79.5	63	66.7	74.6	87	67.8	70.1										88	65.9	77.3	63	60.3	68.3	87	59.8	62.1										87	78.2	80.5			
Wake County Schools	920453	Jones Dairy Elementary	North Central Region	PK-05	Y	A+NG	85	B	84	A	85	Met	-0.97	15	100.0													993	79.3	87.3										158	81.0	86.7	136	84.6	89.7	135	80.0	89.6										158	79.7	85.4	136	71.3	85.3	135	73.3	81.5										135	84.4	93.3			
Wake County Schools	920454	Heritage Elementary	North Central Region	PK-05	Y	B	78	B	76	B	80	NotMet	-4.06	17	100.0													1120	76.0	83.1										153	75.2	80.4	155	83.2	85.8	168	79.8	83.9										153	67.3	79.1	155	71.6	80.6	168	64.9	78.6										168	89.3	92.9			
Wake County Schools	920455	Holly Springs High	North Central Region	09-12	Y	B	84					Exceeded	5.25	39	79.5	N		592	76.2	127	78.7	551	>95	567	>95	539	>95	1589	65.9	75.1	523	62.3	71.9	552	70.8	79.2	514	64.2	73.9																																										
Wake County Schools	920456	Joyner Elementary	North Central Region	PK-05	Y	C	68	B	74	C	67	NotMet	-3.78	18	88.9													796	60.9	69.8										126	64.3	77.0	115	64.3	70.4	105	56.2	57.1										126	70.6	76.2	115	60.9	71.3	105	62.9	68.6										104	44.2	65.4			
Wake County Schools	920457	Holly Grove Elementary	North Central Region	PK-05	Y	A+NG	87	B	83	A	86	Met	-1.29	18	100.0													1399	79.9	87.0										191	90.1	>95	203	82.8	84.7	204	81.9	86.8										190	79.5	87.9	203	72.4	85.2	204	73.0	79.9										204	80.4	89.7			
Wake County Schools	920458	Holly Grove Middle	North Central Region	06-08	Y	B	76	B	72	C	68	Exceeded	7.14	28	100.0													3692	63.9	71.3	261	87.7	93.5																474	67.7	72.6	513	52.2	58.7	484	53.1	56.6										474	63.7	72.8	519	63.6	74.4	484	52.7	64.7				483	82.2	88.0
Wake County Schools	920460	Kingswood Elementary	North Central Region	PK-05	Y	C	65	C	62	C	66	Met	1.54	13	100.0													409	49.1	60.1										59	45.8	59.3	60	55.0	58.3	57	61.4	63.2										59	40.7	55.9	60	38.3	56.7	57	50.9	59.6										57	52.6	68.4			
Wake County Schools	920464	Knightdale Elementary	North Central Region	PK-05	Y	C	55	D	49	C	63	Met	-0.54	18	100.0													873	37.9	49.6										137	46.0	62.8	124	39.5	47.6	117	51.3	59.8										137	34.3	46.0	124	34.7	49.2	117	22.2	32.5										117	36.8	47.9			
Wake County Schools	920466	Knightdale High	North Central Region	09-12	Y	D	48					NotMet	-16.13	41	51.2	N	Y	316	41.8	65	63.1	369	>95	414	87.0	420	90.5	1759	20.2	28.8	556	15.6	23.4	769	14.3	20.9	434	36.6	49.8																																										
Wake County Schools	920467	Laurel Park Elementary	North Central Region	PK-05	Y	B	76	B	76	B	73	Met	-1.15	19	100.0													1130	68.8	76.5										165	57.6	66.7	146	63.0	68.5	169	75.7	81.1										165	65.5	71.5	147	68.0	76.2	169	69.8	80.5										169	81.1	89.9			
Wake County Schools	920468	Lacy Elementary	North Central Region	PK-05	Y	B	82	B	79	B	81	Met	1.61	18	100.0													907	72.9	81.0										121	66.1	79.3	136	76.5	79.4	131	77.9	80.9										121	71.9	77.7	136	64.0	75.0	131	67.9	82.4										131	85.5	92.4			
Wake County Schools	920469	Leesville Road Elementary	North Central Region	0K-05	Y	C	68	C	69	C	69	NotMet	-8.02	19	100.0													1067	61.1	71.1										150	71.3	79.3	145	57.2	62.1	159	66.0	71.7										150	68.7	73.3	145	58.6	69.0	159	54.1	71.7										159	52.2	70.4			
Wake County Schools	920470	Lead Mine Elementary	North Central Region	0K-05	Y	C	62	C	60	C	65	NotMet	-2.14	16	100.0													555	51.7	60.5										83	59.0	68.7	67	52.2	55.2	85	54.1	60.0										83	55.4	61.4	67	50.7	59.7	85	41.2	50.6										85	49.4	67.1			
Wake County Schools	920471	Leesville Road Middle	North Central Region	06-08	Y	B	75	B	74	C	68	Exceeded	2.99	30	100.0													3108	63.4	72.5	228	90.8	>95																379	64.9	71.2	414	55.3	62.3	431	54.3	59.4										379	62.3	73.1	414	60.4	72.5	431	55.7	69.4				432	75.9	86.1
Wake County Schools	920472	Ligon Middle	North Central Region	06-08	Y	C	65	C	67	C	59	NotMet	-9.8	32	100.0													2747	63.1	68.5	256	88.3	>95																334	56.3	59.3	348	63.2	67.5	376	48.9	55.3										334	66.5	68.9	347	67.7	72.6	376	55.9	63.8				376	66.0	72.6
Wake County Schools	920473	Leesville Road High	North Central Region	09-12	Y	A+NG	86					Exceeded	15.09	41	85.4	N		524	75.4	110	90.9	541	94.6	580	92.1	508	93.1	1783	70.4	78.4	600	72.8	83.7	587	68.7	75.5	596	69.8	76.0																																										
Wake County Schools	920474	Lake Myra Elementary	North Central Region	PK-05	Y	D	54	D	53	D	54	NotMet	-3.34	18	100.0													781	41.2	51.3										103	52.4	69.9	130	36.9	43.8	105	40.0	44.8										103	48.5	56.3	130	30.0	46.9	105	33.3	40.0										105	51.4	61.0			
