2016-17 State, District, and School Level Summary Data																																																																																	
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.																																																																																	
An * or (Insufficient) or a blank cell indicates a school does not have tested grades/sufficient data for reporting.																																																																																	
College/Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above																																																																																	
																																																																																	
Note: Filter applied to all column headers.  For sorting or filtering, click on the down arrow.																																																																																	
District Name	School Code	School Name	State Board District	Grade Span	Title I School	School Performance Grade (SPG)	SPG Score	Reading SPG	Reading SPG Score	Math SPG	Math SPG Score	EVAAS Growth Status	EVAAS Growth Index	Number of Participation Targets	Percent Participation Targets Met	Graduation Project	Summer Program	ACT Denominator	ACT Percent	ACT WorkKeys Denominator	ACT WOrkKeys Percent	Passing NC Math 3 Denominator	Passing NC Math 3 Percent	4-Year Cohort Graduation Rate Denominator	4-Year Cohort Graduation Rate Percent	5-Year Cohort Graduation Rate Denominator	5-Year Cohort Graduation Rate Percent	Performance Composite Denominator	Performance Composite Percent College/Career Ready	Performance Composite Percent Grade Level Proficient	NC Math 1 Denominator	NC Math 1 Percent College/Career Ready	NC Math 1 Percent Grade Level Proficient	Biology Denominator	Biology Percent College/Career Ready	Biology Percent Grade Level Proficient	English II Denominator	English II Percent College/Career Ready	English II Percent Grade Level Proficient	Grade 3 Math Denominator	Grade 3 Math Percent College/Career Ready	Grade 3 Math Percent Grade Level Proficient	Grade 4 Math Denominator	Grade 4 Math Percent College/Career Ready	Grade 4 Math Percent Grade Level Proficient	Grade 5 Math Denominator	Grade 5 Math Percent College/Career Ready	Grade 5 Math Percent Grade Level Proficient	Grade 6 Math Denominator	Grade 6 Math Percent College/Career Ready	Grade 6 Math Percent Grade Level Proficient	Grade 7 Math Denominator	Grade 7 Math Percent College/Career Ready	Grade 7 Math Percent Grade Level Proficient	Grade 8 Math Denominator	Grade 8 Math Percent College/Career Ready	Grade 8 Math Percent Grade Level Proficient	Grade 3 Reading Denominator	Grade 3 Reading Percent College/Career Ready	Grade 3 Reading Percent Grade Level Proficient	Grade 4 Reading Denominator	Grade 4 Reading Percent College/Career Ready	Grade 4 Reading Percent Grade Level Proficient	Grade 5 Reading Denominator	Grade 5 Reading Percent College/Career Ready	Grade 5 Reading Percent Grade Level Proficient	Grade 6 Reading Denominator	Grade 6 Reading Percent College/Career Ready	Grade 6 Reading Percent Grade Level Proficient	Grade 7 Reading Denominator	Grade 7 Reading Percent College/Career Ready	Grade 7 Reading Percent Grade Level Proficient	Grade 8 Reading Denominator	Grade 8 Reading Percent College/Career Ready	Grade 8 Reading Percent Grade Level Proficient	Grade 5 Science Denominator	Grade 5 Science Percent College/Career Ready	Grade 5 Science Percent Grade Level Proficient	Grade 8 Science Denominator	Grade 8 Science Percent College/Career Ready	Grade 8 Science Percent Grade Level Proficient
Robeson County Schools	780320	Deep Branch Elementary	Sandhills	PK-06	Y	D	51	D	45	D	48	Met	1.28	11	100.0		Y											493	31.8	42.8										50	32.0	40.0	71	26.8	45.1	51	39.2	41.2	49	32.7	36.7							50	30.0	42.0	71	22.5	35.2	51	17.6	29.4	49	28.6	34.7							51	62.7	82.4			
Robeson County Schools	780322	East Robeson Primary	Sandhills	PK-03	Y	B	77	B	70	B	82	Exceeded	5.55	12	100.0		Y											290	62.1	73.4										145	68.3	82.1																145	55.9	64.8																					
Robeson County Schools	780324	Fairgrove Middle	Sandhills	04-08	Y	D	47	D	49	F	36	Met	0.2	14	100.0		Y											622	28.8	38.9													47	29.8	38.3	51	39.2	52.9	53	<5	7.5	61	19.7	26.2	49	6.1	12.2				47	46.8	63.8	51	23.5	35.3	53	17.0	28.3	61	31.1	44.3	49	26.5	34.7	51	58.8	74.5	49	46.9	53.1
Robeson County Schools	780325	Fairmont High	Sandhills	09-12		C	60					NotMet	-5.98	31	96.8	N	Y	143	29.4	109	80.7	155	>95	175	94.3	167	91.0	468	24.6	40.8	154	18.2	28.6	138	29.7	39.9	176	26.1	52.3																																										
Robeson County Schools	780326	Fairmont Middle	Sandhills	05-08	Y	D	46	D	44	D	43	Exceeded	2.64	16	100.0		Y											928	26.6	35.8																103	20.4	26.2	104	28.8	35.6	70	12.9	21.4	91	30.8	41.8							102	22.5	35.3	104	28.8	36.5	70	21.4	35.7	91	18.7	28.6	102	22.5	29.4	91	56.0	65.9
Robeson County Schools	780328	Green Grove Elementary	Sandhills	PK-03	Y	C	55	D	45	C	62	Met	0.28	4	100.0		Y											110	40.0	49.1										55	47.3	61.8																55	32.7	36.4																					
Robeson County Schools	780329	Janie C Hargrave Elem	Sandhills	PK-04	Y	D	44	F	39	D	49	Met	-1.89	6	100.0		Y											196	27.6	37.2										54	38.9	46.3	44	34.1	38.6													54	24.1	42.6	44	11.4	18.2																		
Robeson County Schools	780330	L Gilbert Carroll Middle	Sandhills	04-06	Y	D	46	D	46	D	42	NotMet	-5.05	24	100.0		Y											1566	32.6	43.0													183	37.7	46.4	245	31.8	38.0	233	24.9	30.5										182	33.5	47.3	245	22.0	34.7	233	30.5	45.5							245	48.6	60.0			
Robeson County Schools	780331	Robeson Co Career Ctr	Sandhills	UN-GR		I																																																																											
Robeson County Schools	780336	Littlefield Middle	Sandhills	04-08	Y	D	47	D	42	D	42	NotMet	-4.44	28	100.0		Y											1925	34.5	43.6	24	>95	>95										156	34.0	38.5	170	41.2	47.6	144	29.2	37.5	125	24.0	34.4	180	22.8	30.6				156	31.4	44.2	170	24.7	40.0	144	30.6	37.5	125	29.6	39.2	180	20.6	27.8	171	49.1	60.8	180	61.7	71.7
Robeson County Schools	780340	Long Branch Elementary	Sandhills	PK-04	Y	D	49	D	50	D	46	Met	-0.53	12	100.0		Y											390	27.7	41.3										97	34.0	51.5	98	19.4	28.6													97	34.0	50.5	98	23.5	34.7																		
Robeson County Schools	780341	Lumberton Junior High	Sandhills	07-08	Y	D	42	D	44	F	29	Met	-1.42	21	100.0		Y											1014	25.0	34.2	20	85.0	95.0																			197	13.7	19.3	200	14.0	21.0													198	27.8	35.9	199	20.1	32.2				200	43.0	56.5
Robeson County Schools	780342	Lumberton Senior High	Sandhills	09-12		C	55					NotMet	-4.42	47	76.6	N	Y	411	40.9	223	57.0	469	>95	557	82.6	521	81.2	1520	23.9	33.3	521	20.3	29.0	455	24.0	31.4	544	27.4	39.0																																										
Robeson County Schools	780344	Magnolia Elementary	Sandhills	PK-08	Y	D	43	D	40	D	40	Met	-1.02	20	100.0		Y											1415	25.4	35.3	29	75.9	>95							78	35.9	51.3	76	31.6	39.5	72	27.8	36.1	81	14.8	22.2	130	17.7	22.3	147	15.6	21.8	78	17.9	24.4	76	21.1	34.2	72	18.1	30.6	81	23.5	35.8	130	18.5	30.0	146	24.0	30.1	72	22.2	37.5	147	48.3	61.2
Robeson County Schools	780352	Orrum Middle	Sandhills	05-08	Y	D	41	F	39	F	36	NotMet	-5.34	18	100.0		Y											810	25.7	36.4																93	28.0	34.4	90	21.1	26.7	66	25.8	28.8	73	16.4	20.5							93	12.9	26.9	90	28.9	41.1	66	31.8	43.9	73	19.2	27.4	93	31.2	47.3	73	43.8	68.5
Robeson County Schools	780356	Oxendine Elementary	Sandhills	PK-06	Y	D	42	D	41	D	40	Met	-1.61	9	100.0		Y											380	26.6	35.0										52	30.8	40.4	54	18.5	27.8	36	11.1	16.7	30	46.7	50.0							52	17.3	21.2	54	20.4	33.3	36	19.4	27.8	30	36.7	50.0							36	52.8	61.1			
Robeson County Schools	780360	Parkton Elementary	Sandhills	PK-08	Y	D	52	D	45	D	52	Met	-1.26	20	100.0		Y											897	35.1	46.3										77	37.7	50.6	63	33.3	41.3	69	42.0	49.3	57	42.1	49.1	51	37.3	43.1	65	24.6	33.8	76	31.6	40.8	63	19.0	33.3	69	27.5	43.5	57	35.1	45.6	50	32.0	40.0	65	23.1	40.0	69	55.1	66.7	66	50.0	66.7
Robeson County Schools	780364	Pembroke Elementary	Sandhills	PK-05	Y	D	45	D	41	F	39	NotMet	-2.09	11	100.0		Y											809	26.8	38.6										117	23.9	34.2	128	24.2	32.8	106	24.5	34.9										117	17.1	25.6	128	18.8	35.9	107	23.4	36.4										106	59.4	73.6			
Robeson County Schools	780368	Pembroke Middle	Sandhills	06-08	Y	F	39	D	41	F	29	NotMet	-8.95	18	100.0		Y											1537	25.8	35.6	21	>95	>95																99	12.1	18.2	239	21.3	28.5	279	15.4	21.1										99	25.3	39.4	240	24.6	38.8	280	18.9	30.0				280	47.9	58.9
Robeson County Schools	780374	Peterson Elementary	Sandhills	PK-04	Y	F	34	F	36	F	33	NotMet	-6.18	12	100.0		Y											501	17.8	28.3										130	28.5	44.6	120	8.3	11.7													130	16.9	29.2	121	16.5	26.4																		
Robeson County Schools	780376	Piney Grove Elementary	Sandhills	PK-06	Y	D	51	D	50	D	49	NotMet	-3.78	17	100.0		Y											780	34.9	49.0										79	46.8	59.5	100	35.0	48.0	84	36.9	44.0	85	27.1	36.5							79	29.1	45.6	100	21.0	40.0	84	19.0	40.5	85	41.2	52.9							84	60.7	76.2			
Robeson County Schools	780384	Prospect Elementary	Sandhills	PK-08	Y	D	48	D	52	D	40	NotMet	-3.41	13	100.0		Y											1525	30.2	43.8	27	59.3	85.2							91	34.1	57.1	102	31.4	44.1	116	23.3	33.6	100	19.0	32.0	99	19.2	25.3	123	20.3	24.4	91	22.0	40.7	102	28.4	41.2	116	29.3	53.4	100	33.0	52.0	100	37.0	45.0	123	21.1	35.0	115	54.8	73.0	120	41.7	47.5
Robeson County Schools	780385	PSRC Early College at RCC	Sandhills	09-13		A	93					Met	1.27	13	100.0	N	Y	40	>95	36	>95	37	>95	38	>95	33	>95	153	75.8	91.5	55	83.6	92.7	49	79.6	93.9	49	63.3	87.8																																										
Robeson County Schools	780390	R B Dean Elementary	Sandhills	PK-04	Y	F	36	F	30	D	43	NotMet	-3.85	8	100.0		Y											224	17.4	29.5										61	21.3	39.3	51	27.5	37.3													61	11.5	21.3	51	9.8	19.6																		
Robeson County Schools	780391	Red Springs High	Sandhills	09-12		B	75					Exceeded	13.85	30	100.0	N	Y	118	37.3	88	71.6	187	>95	215	87.4	185	85.9	559	40.6	57.8	190	28.4	51.1	194	60.3	72.2	175	32.0	49.1																																										
Robeson County Schools	780392	Rex-Rennert Elementary	Sandhills	PK-05	Y	F	35	F	31	F	29	Met	-1.91	16	100.0		Y											488	15.0	25.6										72	6.9	13.9	64	<5	6.3	72	23.6	31.9										72	11.1	23.6	64	<5	14.1	72	15.3	27.8										72	38.9	58.3			
Robeson County Schools	780393	Red Springs Middle	Sandhills	05-08	Y	D	50	D	49	F	38	Exceeded	4.66	22	100.0		Y											1510	28.3	40.3																118	28.0	36.4	169	17.2	29.0	155	12.9	22.6	171	14.6	22.8							118	19.5	33.1	169	27.8	43.8	155	29.0	39.4	169	24.9	39.6	116	46.6	59.5	170	64.7	77.6
Robeson County Schools	780394	Rosenwald Elementary	Sandhills	PK-04	Y	F	35	F	33	F	38	Met	-0.92	10	100.0		Y											324	16.4	25.3										75	26.7	37.3	87	11.5	20.7													75	21.3	30.7	87	8.0	14.9																		
Robeson County Schools	780396	Rowland Middle	Sandhills	06-08	Y	D	44	D	46	F	33	Met	-0.46	10	100.0		Y											344	25.9	35.8																			41	<5	12.2	50	28.0	28.0	54	13.0	22.2										41	24.4	34.1	50	34.0	46.0	54	25.9	35.2				54	46.3	66.7
Robeson County Schools	780398	Rowland Norment Elementary	Sandhills	PK-03	Y	C	58	C	57	D	53	Exceeded	3.08	6	100.0		Y											246	35.8	50.8										123	37.4	52.8																123	34.1	48.8																					
Robeson County Schools	780400	Saint Pauls Elementary	Sandhills	PK-05	Y	D	47	D	41	D	44	Met	1.34	20	100.0		Y											1137	26.0	37.6										182	17.0	36.8	153	30.1	35.9	156	30.1	35.9										182	17.6	31.9	153	15.0	31.4	156	23.1	28.8										155	52.3	63.9			
Robeson County Schools	780401	Saint Pauls High	Sandhills	09-12		C	63					Met	-0.69	38	100.0	N	Y	211	42.2	135	74.8	189	>95	219	85.8	238	85.3	663	28.4	41.3	290	20.0	31.0	123	54.5	63.4	250	25.2	42.4																																										
Robeson County Schools	780402	South Robeson High	Sandhills	09-12		D	50					NotMet	-5.11	22	95.5	N	Y	114	20.2	54	48.1	104	>95	119	87.4	133	91.7	347	20.5	28.8	121	16.5	21.5	106	28.3	37.7	120	17.5	28.3																																										
Robeson County Schools	780403	Saint Pauls Middle	Sandhills	06-08	Y	D	52	D	49	D	46	Exceeded	10.19	20	100.0		Y											1033	31.4	40.5																			146	18.5	25.3	158	22.8	29.1	142	33.8	44.4										146	32.2	41.1	157	34.4	40.8	142	19.7	31.7				142	59.2	72.5
Robeson County Schools	780407	Tanglewood Elementary	Sandhills	0K-03	Y	B	73	C	68	B	77	Met	1.2	6	100.0		Y											194	57.2	70.6										97	63.9	77.3																97	50.5	63.9																					
Robeson County Schools	780408	Southside/Ashpole Elem	Sandhills	PK-05	Y	F	27	F	30	F	23	NotMet	-4.37	10	100.0		Y											326	9.8	18.4										44	13.6	29.5	41	12.2	12.2	52	<5	<5										44	15.9	22.7	41	7.3	22.0	52	7.7	13.5										52	11.5	26.9			
Robeson County Schools	780410	Townsend Middle	Sandhills	05-08	Y	F	33	F	31	F	26	Met	1.98	14	100.0		Y											488	13.3	19.9																53	13.2	13.2	49	<5	6.1	45	<5	<5	47	14.9	21.3							53	9.4	18.9	49	10.2	20.4	45	<5	11.1	47	10.6	21.3	53	34.0	43.4	47	29.8	36.2
Robeson County Schools	780412	Union Chapel Elementary	Sandhills	PK-06	Y	D	47	D	46	D	53	NotMet	-2.29	15	100.0		Y											714	28.6	41.6										96	40.6	58.3	80	30.0	37.5	76	38.2	47.4	67	26.9	46.3							96	28.1	36.5	80	37.5	50.0	76	13.2	32.9	67	14.9	28.4							76	22.4	32.9			
Robeson County Schools	780416	Union Elementary	Sandhills	PK-06	Y	D	54	D	45	D	53	Met	1.36	11	100.0		Y											627	33.2	46.3										74	32.4	51.4	81	25.9	35.8	71	33.8	52.1	52	40.4	53.8							74	28.4	40.5	81	22.2	32.1	71	16.9	23.9	52	30.8	51.9							71	71.8	81.7			
Robeson County Schools	780417	W H Knuckles	Sandhills	PK-04	Y	F	38	F	36	D	40	Met	-0.45	6	100.0		Y											136	22.1	27.9										39	17.9	20.5	29	37.9	41.4													39	12.8	20.5	29	24.1	34.5																		
Robeson County Schools	780418	West Lumberton Elementary	Sandhills	PK-04	Y	C	62	C	59	C	66	Met	0.51	4	100.0		Y											102	45.1	57.8										26	46.2	57.7	25	56.0	68.0													26	38.5	53.8	25	40.0	52.0																		
Robeson County Schools	780420	Purnell Swett High	Sandhills	09-12		C	61					Met	-0.66	35	65.7	N	Y	338	36.7	166	56.6	404	>95	439	91.3	466	92.5	1244	25.3	36.6	387	23.5	36.2	439	25.5	32.8	418	26.8	40.9																																										
Rockingham County Schools	790	Rockingham County Schools	Piedmont Triad											75	96.0			870	53.0	267	78.3	896	94.5	1025	85.4	1023	82.5	16223	45.4	57.2	1367	48.3	60.4	1074	38.5	49.0	1040	37.7	50.2	964	44.7	55.9	996	51.5	62.0	960	58.3	65.0	859	38.4	50.5	790	45.2	54.9	880	42.0	49.2	964	38.6	51.0	996	40.4	56.8	960	40.2	58.0	858	47.3	58.6	792	44.4	56.1	882	36.8	49.5	960	54.4	69.0	881	65.9	75.8
Rockingham County Schools	790302	Bethany Elementary	Piedmont Triad	PK-05		B	74	B	71	B	76	Met	0.48	8	100.0		Y											483	60.9	72.5										70	74.3	80.0	62	54.8	69.4	73	69.9	72.6										70	61.4	71.4	62	45.2	66.1	73	52.1	67.1										73	65.8	79.5			
Rockingham County Schools	790310	Central Elementary	Piedmont Triad	0K-05	Y	B	74	C	69	B	75	Exceeded	6.8	17	100.0		Y											518	55.8	69.1										70	51.4	62.9	75	60.0	72.0	76	71.1	78.9										70	38.6	52.9	75	44.0	61.3	76	56.6	75.0										76	67.1	78.9			
Rockingham County Schools	790314	Dalton McMichael High	Piedmont Triad	09-12		C	63					NotMet	-7.59	33	93.9	Y	Y	208	57.2	59	89.8	200	94.5	234	83.8	228	87.3	779	37.7	52.4	254	37.4	54.3	268	36.2	48.1	257	39.7	54.9																																										
Rockingham County Schools	790318	Douglass Elementary	Piedmont Triad	PK-05	Y	C	63	C	57	C	64	Met	1.48	11	100.0		Y											417	47.0	57.3										59	37.3	52.5	52	55.8	65.4	65	58.5	60.0										59	37.3	50.8	52	42.3	50.0	65	40.0	52.3										65	56.9	69.2			
Rockingham County Schools	790322	Draper Elementary	Piedmont Triad	PK-05	Y	D	46	D	46	D	42	Met	-0.62	9	100.0		Y											279	24.4	38.4										32	12.5	34.4	37	13.5	27.0	47	36.2	36.2										32	28.1	34.4	37	18.9	29.7	47	23.4	44.7										47	31.9	55.3			
Rockingham County Schools	790327	Huntsville Elementary	Piedmont Triad	PK-05	Y	C	68	C	61	B	72	Met	1.64	13	100.0		Y											509	47.2	63.5										76	63.2	73.7	75	50.7	66.7	69	62.3	69.6										76	32.9	43.4	75	37.3	61.3	69	37.7	59.4										69	46.4	71.0			
Rockingham County Schools	790330	J E Holmes Middle	Piedmont Triad	06-08		C	63	C	59	C	57	Exceeded	5.17	25	100.0		Y											1510	44.4	55.6	57	93.0	>95																200	30.0	45.5	202	43.1	55.0	216	38.0	44.4										199	44.7	55.8	202	41.6	56.9	217	36.9	47.9				217	62.7	71.4
Rockingham County Schools	790334	John W Dillard Elementary	Piedmont Triad	PK-05	Y	C	66	C	61	C	67	Met	0.47	9	100.0		Y											307	49.2	62.2										47	55.3	63.8	42	54.8	61.9	43	58.1	69.8										47	36.2	46.8	42	35.7	54.8	43	44.2	65.1										43	60.5	74.4			
Rockingham County Schools	790344	Leaksville-Spray Elementary	Piedmont Triad	PK-05	Y	C	59	C	58	C	55	Met	-0.02	15	100.0		Y											598	39.3	53.8										88	35.2	44.3	88	29.5	40.9	82	48.8	61.0										88	37.5	47.7	88	33.0	55.7	82	36.6	57.3										82	56.1	72.0			
Rockingham County Schools	790347	Lincoln Elementary	Piedmont Triad	PK-05	Y	C	58	D	53	C	63	Exceeded	2.43	10	100.0		Y											348	39.4	51.4										47	48.9	57.4	55	47.3	58.2	48	41.7	50.0										47	42.6	51.1	55	30.9	50.9	48	27.1	41.7										48	37.5	50.0			
Rockingham County Schools	790350	Monroeton Elementary	Piedmont Triad	PK-05	Y	C	65	C	61	C	68	Met	0.6	11	100.0		Y											485	49.3	60.8										67	38.8	52.2	75	64.0	74.7	67	61.2	62.7										67	43.3	55.2	75	48.0	62.7	67	40.3	50.7										67	47.8	65.7			
Rockingham County Schools	790354	John M Morehead High	Piedmont Triad	09-12		C	55					NotMet	-12.1	33	97.0	Y	Y	217	43.8	87	77.0	211	>95	244	87.7	255	79.2	698	22.2	33.7	241	19.5	30.3	231	23.4	32.9	226	23.9	38.1																																										
Rockingham County Schools	790358	Moss Street Elementary	Piedmont Triad	PK-05	Y	D	50	D	49	D	50	Met	-0.93	15	100.0		Y											512	30.1	43.4										71	23.9	33.8	86	33.7	46.5	66	40.9	53.0										71	26.8	35.2	86	25.6	39.5	66	24.2	50.0										66	36.4	47.0			
Rockingham County Schools	790362	New Vision Sch.of Math/Sci/Tec	Piedmont Triad	0K-05		B	72	B	71	B	74	Met	-1.01	8	100.0		Y											357	58.0	71.7										61	50.8	62.3	41	73.2	85.4	51	64.7	74.5										61	41.0	63.9	41	65.9	75.6	51	56.9	70.6										51	62.7	76.5			
Rockingham County Schools	790366	Reidsville High	Piedmont Triad	09-12		C	60					Met	-1.81	31	93.5	Y	Y	155	27.1	31	51.6	190	>95	222	86.5	198	83.8	587	30.8	41.9	186	39.2	52.2	208	24.5	34.1	193	29.5	40.4																																										
Rockingham County Schools	790374	Reidsville Middle	Piedmont Triad	06-08	Y	D	52	D	51	D	46	Met	0.7	23	100.0		Y											1258	32.4	44.0	31	93.5	>95																190	23.2	32.6	146	24.7	35.6	185	30.3	37.8										190	32.6	46.8	146	33.6	44.5	185	28.6	40.0				185	42.7	59.5
Rockingham County Schools	790378	Rockingham County High	Piedmont Triad	09-12		C	68					Met	-1.04	31	100.0	Y	Y	231	64.5	89	80.9	215	84.2	247	86.2	262	85.9	904	45.1	56.7	323	41.5	55.1	276	50.0	61.2	305	44.6	54.4																																										
Rockingham County Schools	790379	Rockingham Co Early College High	Piedmont Triad	09-13		A	94					Exceeded	3.54	19	100.0	Y	Y	59	94.9	<10	*	80	>95	60	>95	48	>95	215	80.5	93.5	79	70.9	88.6	82	90.2	>95	54	79.6	92.6																																										
Rockingham County Schools	790380	Rockingham County Middle	Piedmont Triad	06-08		B	72	C	65	B	70	Exceeded	4.52	24	100.0		Y											1966	57.8	66.9	109	>95	>95																270	52.2	64.1	239	56.1	64.9	279	57.7	61.6										270	56.7	65.6	240	54.2	64.2	280	42.1	55.4				279	69.2	79.2
Rockingham County Schools	790386	South End Elementary	Piedmont Triad	PK-05	Y	C	63	C	65	C	64	NotMet	-3.82	9	100.0		Y											311	45.0	63.0										46	54.3	63.0	51	41.2	54.9	39	61.5	69.2										46	39.1	67.4	51	45.1	62.7	39	38.5	64.1										39	35.9	61.5			
Rockingham County Schools	790390	Stoneville Elementary	Piedmont Triad	PK-05	Y	C	61	C	56	C	64	Exceeded	4.34	13	100.0		Y											474	42.8	53.6										61	27.9	39.3	71	52.1	59.2	70	61.4	67.1										61	34.4	45.9	71	39.4	52.1	70	34.3	50.0										70	47.1	58.6			
Rockingham County Schools	790392	The SCORE Center	Piedmont Triad	0K-12		N/A		N/A		N/A		NotMet	-3.53			N								<10	*	<10	*	43	14.0	18.6	<10	*	*	<10	*	*	<10	*	*							<10	*	*				<10	*	*	<10	*	*							<10	*	*				<10	*	*	<10	*	*	<10	*	*	<10	*	*
Rockingham County Schools	790394	Western Rockingham Middle	Piedmont Triad	06-08		C	67	C	62	C	58	Exceeded	3.2	23	100.0		Y											1466	51.6	62.1	80	82.5	91.3																199	42.7	54.3	201	49.8	57.7	195	36.4	48.2										199	51.3	63.3	202	44.1	54.5	195	37.4	52.8				195	87.7	92.3
Rockingham County Schools	790398	Wentworth Elementary	Piedmont Triad	PK-05		B	71	C	63	B	72	Exceeded	5.35	13	100.0		Y											615	55.3	65.4										88	45.5	54.5	92	62.0	68.5	85	72.9	77.6										88	39.8	52.3	92	42.4	55.4	85	48.2	65.9										85	77.6	84.7			
Rockingham County Schools	790402	Williamsburg Elementary	Piedmont Triad	PK-05	Y	C	67	C	62	C	68	Exceeded	3.3	17	100.0		Y											584	49.7	61.8										81	40.7	58.0	94	69.1	73.4	78	52.6	60.3										81	35.8	45.7	94	51.1	68.1	78	34.6	51.3										78	60.3	73.1			
Rowan-Salisbury Schools	800	Rowan-Salisbury Schools	Southwest											81	100.0			1313	52.9	499	67.3	1260	>95	1491	83.0	1572	85.0	25956	35.0	45.0	2010	33.1	44.0	1466	31.1	39.5	1570	42.6	53.5	1529	40.8	52.7	1556	34.6	42.4	1503	37.8	45.2	1428	22.6	31.0	1362	23.1	29.5	1551	21.3	26.1	1530	39.0	51.0	1556	35.8	49.8	1503	33.6	47.0	1429	38.8	50.0	1362	35.8	45.4	1549	28.4	38.6	1503	43.0	55.0	1549	51.6	62.8
Rowan-Salisbury Schools	800308	Henderson High	Southwest	06-12	Y	N/A		N/A		N/A		NotMet	-5.13	5	0.0	Y		<10	*	<10	*	11	90.9	16	25.0	14	35.7	161	<5	<5	30	<5	<5	<10	*	*	15	<5	<5										11	<5	<5	<10	*	*	23	<5	<5										10	<5	10.0	<10	*	*	23	<5	<5				23	8.7	17.4
Rowan-Salisbury Schools	800312	Bostian Elementary	Southwest	0K-05	Y	B	72	C	69	B	72	Met	0.29	11	100.0		Y											414	60.1	70.3										45	57.8	73.3	60	60.0	71.7	68	61.8	67.6										45	60.0	71.1	60	51.7	65.0	68	51.5	64.7										68	76.5	79.4			
Rowan-Salisbury Schools	800314	Erwin Middle	Southwest	06-08		D	48	D	51	F	38	NotMet	-4.72	22	100.0		Y											2091	36.8	45.6	61	90.2	>95																271	29.9	39.9	280	17.9	24.3	310	25.8	29.7										271	42.1	54.2	280	40.7	51.8	310	31.9	41.3				308	57.5	66.6
Rowan-Salisbury Schools	800315	Overton Elementary	Southwest	0K-05	Y	D	43	D	45	D	40	Met	-1.58	13	100.0		Y											452	24.1	35.6										60	35.0	45.0	76	19.7	27.6	60	13.3	20.0										60	31.7	46.7	76	17.1	35.5	60	21.7	33.3										60	33.3	43.3			
Rowan-Salisbury Schools	800316	China Grove Elementary	Southwest	PK-05	Y	D	54	C	56	D	51	Met	-0.01	11	100.0		Y											650	35.4	47.4										110	40.9	54.5	98	27.6	33.7	78	30.8	42.3										110	40.0	49.1	98	35.7	51.0	78	33.3	48.7										78	37.2	51.3			
Rowan-Salisbury Schools	800320	China Grove Middle	Southwest	06-08		C	60	C	62	D	48	Exceeded	4.11	19	100.0		Y											1159	44.6	52.6	40	>95	>95																155	25.8	32.9	151	34.4	40.4	169	34.9	39.6										155	51.6	63.9	151	47.0	53.6	169	40.2	50.3				169	63.3	74.6
Rowan-Salisbury Schools	800324	Cleveland Elementary	Southwest	0K-05	Y	C	58	C	60	C	55	Met	-0.67	9	100.0		Y											350	40.9	53.7										51	43.1	56.9	46	37.0	47.8	52	34.6	40.4										51	51.0	60.8	46	45.7	58.7	52	32.7	51.9										52	42.3	59.6			
Rowan-Salisbury Schools	800328	Corriher Lipe Middle	Southwest	06-08		D	42	D	45	F	32	NotMet	-4.73	18	100.0		Y											1237	28.5	37.3	25	>95	>95																156	21.2	32.7	169	17.2	23.7	187	17.6	20.9										156	34.0	44.9	169	27.8	37.9	188	25.5	34.6				187	45.5	57.8
Rowan-Salisbury Schools	800340	East Rowan High	Southwest	09-12		C	64					Met	1.73	26	100.0	Y	Y	220	48.6	119	73.9	238	>95	269	85.1	257	83.7	840	31.2	41.2	330	21.2	33.0	233	27.0	34.3	277	46.6	56.7																																										
Rowan-Salisbury Schools	800346	Koontz Elementary	Southwest	0K-05	Y	F	29	F	35	F	25	NotMet	-6.13	13	100.0		Y											576	13.0	22.2										89	15.7	23.6	95	5.3	9.5	69	11.6	14.5										90	14.4	28.9	95	14.7	26.3	69	18.8	27.5										69	11.6	26.1			
Rowan-Salisbury Schools	800347	Shive Elementary	Southwest	PK-05	Y	C	65	B	72	C	61	Met	-1.86	9	100.0		Y											530	48.7	63.4										71	71.8	83.1	86	38.4	47.7	72	38.9	50.0										71	74.6	83.1	86	47.7	68.6	72	40.3	58.3										72	31.9	55.6			
Rowan-Salisbury Schools	800348	Enochville Elementary	Southwest	0K-05	Y	C	61	C	62	C	65	Met	0.82	9	100.0		Y											483	44.9	56.3										58	34.5	48.3	77	62.3	75.3	71	49.3	52.1										58	41.4	48.3	77	51.9	70.1	71	35.2	49.3										71	35.2	45.1			
Rowan-Salisbury Schools	800352	Faith Elementary	Southwest	0K-05	Y	B	73	C	69	B	73	Exceeded	3.01	9	100.0		Y											483	58.4	68.9										65	43.1	55.4	67	61.2	71.6	73	68.5	74.0										65	47.7	63.1	67	62.7	74.6	73	49.3	64.4										73	74.0	78.1			
Rowan-Salisbury Schools	800356	Granite Quarry Elementary	Southwest	PK-05	Y	C	66	C	63	C	64	Exceeded	3.54	11	100.0		Y											656	49.1	59.8										107	58.9	67.3	92	42.4	50.0	86	45.3	55.8										107	45.8	59.8	92	40.2	54.3	86	44.2	58.1										86	66.3	72.1			
Rowan-Salisbury Schools	800358	Isenberg Elementary	Southwest	PK-05	Y	D	44	D	45	D	41	Met	-0.36	11	100.0		Y											468	21.4	35.7										58	22.4	34.5	65	10.8	18.5	74	24.3	36.5										58	19.0	39.7	65	21.5	33.8	74	28.4	40.5										74	21.6	44.6			
