NCAccModel_2014_Summary																																																																																
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.																																																																																
* or (Insufficient) or a blank cell indicates a school does not have tested grades/sufficient data for reporting.																																																																																
College/Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above																																																																																
District Name	School Code	School Name	SBE Region	Grade Span	Title I School	SPG Grade	SPG Score	Reading SPG Grade	Reading SPG Score	Math SPG Grade	Math SPG Score	EVAAS Growth Status	Percent Teachers Meet/Exceed Growth	AMO Target Denominator	AMO Target Percent	Graduation Project	ACT Denominator	ACT Percent	ACT WorkKeys Denominator	ACT WorkKeys Percent	MCR Denominator	MCR Percent	Cohort Graduation Rate Standard Denominator	Cohort Graduation Rate Standard Percent	Cohort Graduation Rate Extended Denominator	Cohort Graduation Rate Extended Percent	Performance Composite Denominator	Performance Composite Percent College/Career Ready	Performance Composite Percent Grade Level Proficient	Math I Denominator	Math I Percent College/Career Ready	Math I Percent Grade Level Proficient	Biology Denominator	Biology Percent College/Career Ready	Biology Percent Grade Level Proficient	English II Denominator	English II Percent College/Career Ready	English II Percent Grade Level Proficient	Grade 3 Math Denominator	Grade 3 Math Percent College/Career Ready	Grade 3 Math Percent Grade Level Proficient	Grade 4 Math Denominator	Grade 4 Math Percent College/Career Ready	Grade 4 Math Percent Grade Level Proficient	Grade 5 Math Denominator	Grade 5 Math Percent College/Career Ready	Grade 5 Math Percent Grade Level Proficient	Grade 6 Math Denominator	Grade 6 Math Percent College/Career Ready	Grade 6 Math Percent Grade Level Proficient	Grade 7 Math Denominator	Grade 7 Math Percent College/Career Ready	Grade 7 Math Percent Grade Level Proficient	Grade 8 Math Denominator	Grade 8 Math Percent College/Career Ready	Grade 8 Math Percent Grade Level Proficient	Grade 3 Reading Denominator	Grade 3 Reading Percent College/Career Ready	Grade 3 Reading Percent Grade Level Proficient	Grade 4 Reading Denominator	Grade 4 Reading Percent College/Career Ready	Grade 4 Reading Percent Grade Level Proficient	Grade 5 Reading Denominator	Grade 5 Reading Percent College/Career Ready	Grade 5 Reading Percent Grade Level Proficient	Grade 6 Reading Denominator	Grade 6 Reading Percent College/Career Ready	Grade 6 Reading Percent Grade Level Proficient	Grade 7 Reading Denominator	Grade 7 Reading Percent College/Career Ready	Grade 7 Reading Percent Grade Level Proficient	Grade 8 Reading Denominator	Grade 8 Reading Percent College/Career Ready	Grade 8 Reading Percent Grade Level Proficient	Grade 5 Science Denominator	Grade 5 Science Percent College/Career Ready	Grade 5 Science Percent Grade Level Proficient	Grade 8 Science Denominator	Grade 8 Science Percent College/Career Ready	Grade 8 Science Percent Grade Level Proficient
Wake County Schools	920596	Washington Elementary	3	0K-05		B	74	B	76	B	71	Exceeded	95.0	42	88.1												703	63.2	70.0										91	61.5	68.1	97	66.0	68.0	109	63.3	67.0										91	63.7	74.7	97	67.0	75.3	109	57.8	67.9										109	63.3	69.7			
Wake County Schools	920597	Wakelon Elementary	3	PK-05	Y	C	57	C	57	D	52	Met	92.9	28	85.7												599	39.2	52.1										78	50.0	61.5	76	36.8	42.1	97	32.0	40.2										78	41.0	62.8	76	32.9	51.3	97	27.8	43.3										97	54.6	64.9			
Wake County Schools	920598	Weatherstone Elementary	3	PK-05	Y	B	84	B	79	A	86	Exceeded	100.0	41	100.0												967	72.5	80.6										130	75.4	83.1	142	79.6	83.1	141	80.9	84.4										130	69.2	77.7	142	64.8	78.9	141	58.2	70.2										141	79.4	86.5			
Wake County Schools	920599	Walnut Creek ES	3	PK-05	Y	D	44	D	47	D	44	NotMet	78.6	29	65.5												837	27.7	39.5										129	32.6	42.6	107	32.7	41.1	122	27.9	33.6										129	27.1	39.5	107	23.4	40.2	121	23.1	37.2										122	27.0	42.6			
Wake County Schools	920600	Wendell Elementary	3	0K-05	Y	C	60	C	56	D	52	Exceeded	100.0	26	73.1												518	41.9	52.1										59	28.8	44.1	70	40.0	51.4	87	32.2	40.2										59	39.0	50.8	70	40.0	47.1	86	37.2	47.7										87	70.1	79.3			
Wake County Schools	920601	Wendell Middle	3	06-08		D	46	D	50	F	35	NotMet	69.0	56	67.9												2435	32.2	43.3	152	40.1	55.9																327	28.1	36.1	314	25.5	32.2	334	15.9	24.3										326	28.5	42.3	314	36.0	45.9	334	30.2	41.6				334	57.5	74.3
Wake County Schools	920604	West Cary Middle	3	06-08		B	72	B	72	C	64	NotMet	74.1	58	100.0												2095	63.9	73.1	165	69.7	90.3																249	65.1	72.7	290	63.1	68.3	285	47.4	54.7										248	60.9	76.6	289	69.6	75.1	284	53.5	65.1				285	83.9	89.5
Wake County Schools	920606	West Lake Elementary	3	PK-05		B	76	B	75	B	76	Exceeded	97.0	37	100.0												1087	61.5	72.3										138	64.5	73.2	137	61.3	70.8	179	67.0	72.1										138	67.4	76.8	137	55.5	73.7	179	54.7	67.6										179	60.3	73.2			
Wake County Schools	920607	West Lake Middle	3	06-08		B	73	B	72	C	67	Exceeded	93.9	54	96.3												3210	61.7	70.5	186	94.1	>95																430	61.9	68.4	451	56.8	63.9	421	47.3	57.5										429	67.8	78.3	451	59.4	68.5	421	49.6	63.4				421	75.1	82.2
Wake County Schools	920608	West Millbrook Middle	3	06-08		C	63	C	64	D	52	Met	80.8	56	78.6												2318	52.0	60.8	160	83.8	92.5																321	44.2	52.6	297	42.8	47.8	307	38.8	45.6										320	51.6	64.1	297	54.9	63.6	308	46.8	57.5				308	68.8	77.6
Wake County Schools	920616	Wilburn Elementary	3	PK-05	Y	D	51	D	51	D	51	Met	94.4	36	72.2												817	31.2	43.3										122	37.7	54.9	96	26.0	36.5	127	33.1	39.4										122	37.7	51.6	96	37.5	46.9	127	18.9	32.3										127	28.3	41.7			
Wake County Schools	920618	Wildwood Forest Elementary	3	PK-05	Y	C	58	C	60	C	58	NotMet	76.9	39	89.7												980	46.8	57.9										140	52.9	63.6	134	43.3	51.5	144	54.2	59.0										140	50.7	64.3	134	35.8	50.0	144	41.0	56.9										144	49.3	59.0			
Wake County Schools	920620	Wiley Elementary	3	0K-05		B	74	B	71	B	72	Exceeded	91.7	29	89.7												547	62.9	70.6										71	53.5	67.6	78	64.1	67.9	83	67.5	73.5										71	54.9	63.4	78	61.5	65.4	83	61.4	72.3										83	74.7	81.9			
Wake County Schools	920624	Willow Springs Elementary	3	0K-05		B	83	B	77	B	83	Exceeded	100.0	37	100.0												1050	70.8	80.1										163	71.8	78.5	134	70.9	76.9	152	82.9	86.8										163	65.0	79.8	134	63.4	77.6	152	58.6	70.4										152	82.2	90.1			
Wake County Schools	920626	Yates Mill Elementary	3	PK-05	Y	B	74	C	67	B	76	Met	100.0	35	100.0												656	63.7	71.6										103	70.9	80.6	81	61.7	66.7	96	68.8	75.0										103	61.2	67.0	81	46.9	55.6	96	59.4	67.7										96	74.0	85.4			
Wake County Schools	920628	York Elementary	3	PK-05	Y	C	65	C	65	C	62	Met	92.3	27	96.3												535	50.7	62.6										79	44.3	57.0	70	60.0	62.9	79	54.4	58.2										79	41.8	60.8	70	45.7	60.0	79	50.6	64.6										79	58.2	74.7			
Wake County Schools	920632	Zebulon Elementary	3	PK-05	Y	C	66	C	68	C	64	Exceeded	91.3	31	90.3												612	46.7	61.1										94	36.2	55.3	77	58.4	62.3	90	54.4	63.3										94	48.9	64.9	77	48.1	62.3	90	37.8	58.9										90	45.6	61.1			
Wake County Schools	920636	Zebulon Middle	3	06-08		D	54	C	60	D	43	NotMet	84.2	40	75.0												1325	38.7	50.0	51	31.4	51.0																174	33.9	40.8	182	38.5	47.3	186	22.6	29.6										176	40.9	56.3	183	46.4	57.4	187	34.8	48.7				186	55.9	69.9
Wake County Schools	920700	East Wake School of Health Science	3	09-12		B	73					Exceeded	100.0	37	78.4	N	83	53.0	19	73.7	88	>95	104	88.5	102	90.2	292	44.9	56.2	98	34.7	45.9	84	41.7	48.8	110	56.4	70.9																																										
Wake County Schools	920701	East Wake School of Integrated Technolog	3	09-12		C	60					Met	80.0	27	81.5	N	55	56.4	21	52.4	61	93.4	72	80.6	66	74.2	313	30.0	41.5	108	25.0	37.0	107	22.4	30.8	98	43.9	58.2																																										
Wake County Schools	920702	East Wake School of Arts Education and G	3	09-12		C	68					Exceeded	100.0	41	75.6	N	77	37.7	24	58.3	90	92.2	99	85.9	95	83.2	273	38.1	49.5	84	21.4	33.3	83	43.4	53.0	106	47.2	59.4																																										
Wake County Schools	920703	East Wake School of Engineering	3	09-12		D	54					NotMet	100.0	43	48.8	N	78	34.6	36	77.8	81	>95	94	75.5	91	81.3	296	26.4	34.1	100	20.0	30.0	96	25.0	30.2	100	34.0	42.0																																										
Warren County Schools	930	Warren County Schools	3											90	60.0		133	45.1	35	42.9	140	>95	187	71.7	190	79.5	2957	26.6	36.6	225	26.2	42.2	169	27.2	38.5	190	43.2	51.1	186	30.6	37.1	151	23.8	32.5	169	28.4	35.5	161	10.6	14.9	183	10.4	14.8	169	14.8	21.9	186	29.6	43.5	151	31.1	39.7	169	23.1	35.5	163	19.6	28.2	180	23.9	35.0	169	26.6	42.6	169	31.4	43.8	167	49.7	62.3
Warren County Schools	930330	Mariam Boyd Elementary	3	PK-05	Y	D	45	D	44	D	43	Met	90.0	19	73.7												333	31.8	39.3										48	41.7	43.8	42	23.8	31.0	51	23.5	29.4										48	43.8	50.0	42	28.6	28.6	51	19.6	33.3										51	41.2	56.9			
Warren County Schools	930340	Northside Elementary	3	PK-05	Y	F	30	F	39	F	26	NotMet	83.0	21	57.1												362	14.6	22.9										58	19.0	24.1	45	8.9	11.1	52	9.6	15.4										58	19.0	32.8	45	26.7	31.1	52	13.5	23.1										52	5.8	21.2			
Warren County Schools	930344	South Warren Elementary	3	PK-05	Y	D	53	D	47	C	58	Met	100.0	13	84.6												208	33.2	45.2										34	32.4	41.2	28	42.9	50.0	28	57.1	60.7										34	23.5	38.2	28	28.6	50.0	28	21.4	35.7										28	28.6	42.9			
Warren County Schools	930348	Vaughan Elementary	3	PK-05	Y	C	56	C	59	D	53	Met	91.7	24	91.7												278	38.5	52.2										46	32.6	43.5	36	27.8	47.2	38	39.5	52.6										46	32.6	54.3	36	41.7	55.6	38	42.1	55.3										38	55.3	57.9			
Warren County Schools	930352	Warren County High	3	09-12		C	56					Met	100.0	39	48.7	N	74	35.1	35	42.9	72	>95	107	62.6	124	71.8	295	26.1	35.3	104	25.0	39.4	85	16.5	24.7	106	34.9	39.6																																										
Warren County Schools	930354	Warren County Middle	3	06-08	Y	F	38	D	41	F	27	NotMet	61.1	35	54.3												1215	22.7	32.3	23	52.2	82.6																161	10.6	14.9	183	10.4	14.8	169	14.8	21.9										163	19.6	28.2	180	23.9	35.0	169	26.6	42.6				167	49.7	62.3
Warren County Schools	930360	Warren Early College High	3	09-13		C	65					Met	100.0	7	100.0	N	19	68.4			23	>95	26	88.5	25	92.0	102	35.3	48.0	36	25.0	44.4	33	39.4	48.5	33	42.4	51.5																																										
Warren County Schools	930700	Warren New Tech High	3	09-12		C	66					Met	66.7	19	94.7	N	40	52.5			45	>95	50	88.0	40	>95	164	37.8	51.8	62	19.4	30.6	51	37.3	54.9	51	60.8	74.5																																										
Washington County Schools	940	Washington County Schools	1											76	57.9		127	31.5	40	42.5	118	>95	141	83.0	145	86.9	2095	22.7	31.9	163	22.1	34.4	104	18.3	23.1	122	32.8	41.8	120	30.0	43.3	102	17.6	18.6	126	19.8	22.2	120	21.7	30.0	115	10.4	13.0	138	17.4	23.9	120	31.7	45.8	102	19.6	27.5	126	18.3	32.5	120	20.0	32.5	115	26.1	37.4	138	21.0	33.3	126	23.0	31.0	138	34.1	45.7
Washington County Schools	940306	Creswell Elementary	1	PK-06	Y	D	48	D	51	D	44	NotMet	75.0	13	69.2												244	31.6	44.7										25	24.0	44.0	29	27.6	31.0	28	35.7	39.3	26	30.8	42.3							25	32.0	52.0	29	24.1	31.0	28	25.0	50.0	26	42.3	57.7							28	42.9	57.1			
Washington County Schools	940308	Creswell High	1	07-12	Y	D	45	D	47	F	20	NotMet	50.0	22	63.6	Y	28	35.7	14	64.3	21	>95	24	83.3	30	90.0	262	23.7	33.6	32	15.6	25.0	35	20.0	25.7	36	44.4	50.0													27	7.4	7.4	35	8.6	11.4													27	33.3	44.4	35	17.1	37.1				35	40.0	62.9
Washington County Schools	940314	Pines Elementary	1	PK-05	Y	F	33	F	38	F	31	NotMet	45.5	19	52.6												630	20.8	28.4										95	31.6	43.2	73	13.7	13.7	98	15.3	17.3										95	31.6	44.2	73	17.8	26.0	98	16.3	27.6										98	17.3	23.5			
Washington County Schools	940316	Plymouth High	1	09-12	Y	C	57					Met	87.5	36	55.6	Y	99	30.3	26	30.8	97	>95	117	82.9	115	86.1	263	19.0	28.1	108	13.0	24.1	69	17.4	21.7	86	27.9	38.4																																										
Washington County Schools	940328	Washington County Union	1	06-08	Y	D	43	D	43	F	34	Exceeded	90.0	19	52.6												696	22.4	31.3	23	73.9	>95																94	19.1	26.6	88	11.4	14.8	103	20.4	28.2										94	13.8	25.5	88	23.9	35.2	103	22.3	32.0				103	32.0	39.8
Watauga County Schools	950	Watauga County Schools	7											106	92.5		334	75.4	109	78.9	319	>95	364	87.4	388	88.4	5657	58.4	68.1	449	62.6	72.4	325	52.3	64.9	352	63.6	70.5	334	59.0	71.3	294	57.8	65.6	321	51.7	57.9	318	49.7	55.7	310	52.3	59.7	352	55.4	63.1	334	59.3	71.6	294	57.1	67.7	321	52.0	65.4	318	59.4	70.1	310	66.8	75.8	352	53.7	67.6	321	63.2	74.8	352	73.9	81.3
Watauga County Schools	950308	Bethel Elementary	7	PK-08	Y	D	54	C	60	D	45	Met	68.4	17	70.6												277	39.0	48.7	<5	*	*							21	42.9	52.4	19	31.6	47.4	26	46.2	53.8	21	9.5	19.0	15	20.0	20.0	15	20.0	20.0	21	47.6	61.9	19	63.2	68.4	26	42.3	57.7	21	47.6	52.4	15	33.3	33.3	15	33.3	46.7	26	38.5	61.5	15	60.0	66.7
Watauga County Schools	950312	Blowing Rock Elementary	7	PK-08		B	84	A	85	B	78	Exceeded	100.0	25	100.0												554	73.3	82.5	16	>95	>95							36	58.3	77.8	32	81.3	84.4	38	65.8	73.7	37	64.9	73.0	41	63.4	68.3	44	72.7	84.1	36	66.7	83.3	32	78.1	84.4	38	71.1	76.3	37	64.9	89.2	41	73.2	85.4	44	79.5	86.4	38	73.7	81.6	44	>95	>95
Watauga County Schools	950316	Cove Creek Elementary	7	PK-08	Y	C	69	B	70	C	62	Met	100.0	23	100.0												457	56.0	66.1	8	>95	>95							38	73.7	81.6	25	64.0	72.0	32	59.4	62.5	31	35.5	41.9	27	29.6	37.0	37	40.5	56.8	38	57.9	73.7	25	40.0	52.0	32	56.3	68.8	31	51.6	64.5	27	59.3	74.1	37	48.6	62.2	32	68.8	78.1	37	78.4	81.1
Watauga County Schools	950320	Green Valley Elementary	7	PK-08	Y	C	62	C	63	C	55	Exceeded	93.8	23	60.9												571	43.3	54.5	12	>95	>95							50	24.0	38.0	41	31.7	39.0	38	36.8	42.1	28	67.9	67.9	42	42.9	50.0	41	36.6	46.3	50	44.0	60.0	41	34.1	48.8	38	31.6	50.0	28	60.7	64.3	42	50.0	64.3	41	36.6	56.1	38	55.3	71.1	41	53.7	61.0
Watauga County Schools	950322	Hardin Park Elementary	7	PK-08	Y	B	76	B	74	B	73	Exceeded	95.7	36	97.2												1141	65.3	72.7	34	>95	>95							71	83.1	88.7	77	61.0	70.1	78	48.7	52.6	91	60.4	68.1	73	58.9	64.4	83	74.7	77.1	71	71.8	76.1	77	51.9	62.3	78	47.4	61.5	91	63.7	73.6	73	71.2	78.1	83	69.9	77.1	78	57.7	73.1	83	79.5	84.3
Watauga County Schools	950324	Mabel Elementary	7	PK-08	Y	C	68	C	66	C	67	Met	100.0	17	88.2												275	50.2	64.7	5	>95	>95							27	37.0	55.6	20	60.0	70.0	14	50.0	71.4	18	33.3	44.4	13	38.5	69.2	24	54.2	70.8	27	44.4	63.0	20	60.0	70.0	14	50.0	57.1	18	44.4	55.6	13	53.8	61.5	24	41.7	62.5	14	42.9	50.0	24	75.0	87.5
Watauga County Schools	950328	Parkway Elementary	7	PK-08		B	75	B	77	C	68	Exceeded	95.0	27	100.0												757	60.4	70.8	17	>95	>95							49	67.3	77.6	43	55.8	65.1	52	53.8	59.6	62	54.8	58.1	54	55.6	64.8	56	55.4	58.9	49	55.1	75.5	43	67.4	81.4	52	59.6	67.3	62	61.3	69.4	54	75.9	83.3	56	41.1	67.9	52	69.2	76.9	56	62.5	80.4
Watauga County Schools	950332	Valle Crucis Elementary	7	PK-08		B	73	B	75	C	66	Met	94.4	26	100.0												610	62.3	70.8	17	88.2	>95							42	59.5	78.6	37	70.3	73.0	43	53.5	60.5	30	23.3	26.7	45	64.4	71.1	52	46.2	53.8	42	71.4	71.4	37	70.3	78.4	43	55.8	79.1	30	60.0	70.0	45	77.8	84.4	52	48.1	57.7	43	81.4	86.0	52	73.1	80.8
Watauga County Schools	950336	Watauga High	7	09-12		B	75					Met	84.6	61	91.8	N	334	75.4	109	78.9	319	>95	364	87.4	389	88.4	1015	55.9	66.4	338	51.2	63.6	325	52.3	64.9	352	63.6	70.5																																										
Wayne County Public Schools	960	Wayne County Public Schools	2											173	59.0		1159	46.1	383	84.9	1134	>95	1427	79.5	1427	79.6	25214	34.8	45.2	1819	37.4	49.6	1361	36.5	44.0	1439	44.4	54.3	1476	31.5	44.9	1387	29.6	38.9	1515	36.2	42.5	1492	28.2	34.9	1535	29.3	36.9	1427	27.3	35.4	1475	36.9	49.6	1387	33.1	45.9	1516	31.3	44.4	1490	35.2	46.9	1535	38.3	48.6	1426	34.9	47.5	1512	36.5	48.0	1422	44.9	55.2
Wayne County Public Schools	960312	Brogden Middle	2	05-08	Y	F	31	F	38	F	26	NotMet	76.7	41	51.2												1305	18.5	25.6	28	57.1	71.4													133	26.3	30.8	136	8.1	11.0	124	8.1	10.5	120	14.2	20.8							133	18.8	27.1	135	16.3	23.7	124	20.2	29.8	120	25.0	37.5	133	15.0	21.8	119	26.1	34.5
Wayne County Public Schools	960314	Brogden Primary	2	PK-04	Y	F	39	D	40	F	37	Met	76.9	27	59.3												545	19.1	28.6										140	15.0	28.6	133	21.8	28.6													139	20.1	28.1	133	19.5	29.3																		
Wayne County Public Schools	960316	Carver Elementary	2	PK-04	Y	D	41	D	44	F	39	NotMet	90.5	29	58.6												456	26.1	34.9										107	32.7	43.0	121	13.2	24.0													107	33.6	36.4	121	26.4	37.2																		
Wayne County Public Schools	960318	Carver Heights Elementary	2	0K-04	Y	F	38	D	41	F	35	Met	90.0	13	53.8												200	14.0	27.0										51	15.7	29.4	49	12.2	16.3													51	15.7	37.3	49	12.2	24.5																		
Wayne County Public Schools	960324	Charles B Aycock High	2	09-12		B	71					Met	81.8	63	73.0	N	227	51.1	98	93.9	245	>95	289	83.0	305	83.3	972	46.6	58.5	374	38.2	54.0	272	49.3	59.2	326	54.0	63.2																																										
Wayne County Public Schools	960326	Dillard Middle	2	05-08	Y	F	21	F	29	F	18	NotMet	72.2	25	52.0												1597	7.9	14.1	28	42.9	53.6													162	<5	6.2	149	6.0	10.7	160	7.5	11.3	156	<5	<5							163	5.5	13.5	149	12.1	19.5	160	16.3	26.3	156	8.3	17.3	161	<5	6.8	153	7.8	18.3
Wayne County Public Schools	960329	Eastern Wayne Elementary	2	PK-05	Y	D	40	D	49	D	42	NotMet	85.0	39	56.4												923	23.7	35.5										130	12.3	23.1	126	25.4	33.3	137	28.5	40.9										130	22.3	34.6	126	33.3	46.8	137	33.6	46.0										137	10.9	24.1			
Wayne County Public Schools	960330	Eastern Wayne High	2	09-12		C	60					NotMet	55.6	69	73.9	N	259	44.0	90	82.2	235	>95	282	85.8	251	85.3	825	34.1	43.9	286	30.8	41.6	265	26.8	34.7	274	44.5	55.1																																										
Wayne County Public Schools	960331	Eastern Wayne Middle	2	06-08		D	52	D	53	D	42	Exceeded	89.5	41	65.9												1409	32.9	42.5	49	71.4	89.8																193	17.1	23.8	217	27.6	35.0	180	21.7	26.7										193	32.1	42.0	217	36.4	47.9	180	31.7	46.1				180	54.4	65.0
Wayne County Public Schools	960332	Edgewood Cmty Developmental	2	PK-12		N/A		N/A		N/A				9	100.0	N											137	56.9	69.3	9	77.8	>95	9	55.6	66.7	9	66.7	77.8	10	30.0	50.0	13	84.6	92.3	10	80.0	90.0	<5	*	*	9	22.2	33.3	<5	*	*	10	60.0	60.0	13	69.2	76.9	10	90.0	>95	<5	*	*	9	22.2	22.2	<5	*	*	10	80.0	90.0	<5	*	*
Wayne County Public Schools	960334	Fremont STARS Elementary	2	PK-05	Y	D	53	C	55	D	47	Met	91.7	15	53.3												297	35.0	45.1										39	30.8	46.2	48	22.9	33.3	41	41.5	41.5										39	35.9	51.3	48	41.7	47.9	41	29.3	41.5										41	43.9	56.1			
Wayne County Public Schools	960335	Goldsboro High	2	09-12		D	46					NotMet	50.0	34	52.9	N	110	20.9	23	60.9	115	>95	161	70.2	158	74.7	409	14.2	20.8	169	7.7	14.2	110	15.5	19.1	130	21.5	30.8																																										
Wayne County Public Schools	960336	Grantham	2	0K-08	Y	C	62	C	58	C	55	Exceeded	100.0	40	85.0												1478	42.4	54.4	26	80.8	92.3							105	49.5	66.7	99	28.3	39.4	119	34.5	47.9	92	34.8	44.6	94	37.2	43.6	105	31.4	41.9	105	41.9	59.0	99	27.3	37.4	119	35.3	52.1	92	54.3	59.8	94	41.5	55.3	105	37.1	47.6	119	56.3	72.3	105	72.4	80.0
Wayne County Public Schools	960340	Greenwood Middle	2	05-08		C	56	C	56	D	53	Met	75.0	49	83.7												1261	39.9	49.1	21	>95	>95													146	37.0	45.9	102	25.5	29.4	128	29.7	43.0	114	49.1	58.8							146	35.6	47.3	102	32.4	52.0	128	46.1	50.8	114	43.0	48.2	146	39.0	46.6	114	50.9	60.5
Wayne County Public Schools	960344	Meadow Lane Elementary	2	PK-04	Y	C	60	C	60	C	61	Met	93.8	25	92.0												480	41.5	56.0										134	50.7	62.7	106	35.8	47.2													134	39.6	59.0	106	37.7	52.8																		
Wayne County Public Schools	960348	Mount Olive Middle	2	05-08	Y	D	53	D	54	D	44	Exceeded	94.1	45	64.4												1163	32.5	42.6	27	74.1	88.9													125	29.6	32.8	109	23.9	33.0	109	18.3	28.4	109	20.2	30.3							125	28.0	42.4	108	32.4	43.5	109	40.4	50.5	108	33.3	45.4	125	48.0	58.4	109	39.4	49.5
Wayne County Public Schools	960360	Norwayne Middle	2	06-08		C	68	B	70	C	61	Exceeded	85.7	51	80.4												2367	48.0	60.2	91	86.8	>95																326	42.6	51.2	316	46.5	56.0	331	36.3	48.3										326	45.4	60.7	316	49.7	61.4	331	48.3	64.4				330	56.7	69.1
Wayne County Public Schools	960370	Rosewood Elementary	2	PK-05	Y	C	65	C	67	C	58	Met	95.5	33	90.9												798	47.9	62.0										114	39.5	50.9	111	44.1	54.1	116	55.2	61.2										114	50.0	63.2	111	45.9	65.8	116	41.4	57.8										116	58.6	81.0			
Wayne County Public Schools	960372	Rosewood High	2	09-12		C	62					NotMet	83.3	36	52.8	N	112	48.2	26	92.3	87	>95	115	86.1	132	86.4	392	36.0	48.0	142	30.3	44.4	128	36.7	43.0	122	41.8	57.4																																										
Wayne County Public Schools	960374	Rosewood Middle	2	06-08		C	62	C	59	C	60	Met	93.3	35	82.9												974	46.2	56.7	27	>95	>95																137	39.4	48.2	131	45.0	53.4	137	48.2	58.4										137	40.1	58.4	131	48.1	54.2	137	40.9	54.7				137	51.1	60.6
Wayne County Public Schools	960376	School Street Elementary	2	PK-04	Y	F	38	F	39	F	37	Exceeded	100.0	13	61.5												98	14.3	26.5										26	11.5	19.2	23	26.1	30.4													26	<5	19.2	23	17.4	39.1																		
Wayne County Public Schools	960380	Southern Wayne High	2	09-12		D	51					NotMet	50.0	67	64.2	N	200	33.5	89	75.3	206	>95	268	75.7	252	74.2	864	24.1	34.3	285	22.5	35.1	298	18.1	25.5	281	32.0	42.7																																										
Wayne County Public Schools	960382	Spring Creek Elementary	2	PK-05	Y	C	57	D	53	C	58	Exceeded	88.2	41	73.2												1053	36.4	49.6										153	29.4	49.0	150	31.3	42.0	149	49.0	58.4										153	39.2	52.9	150	29.3	41.3	149	28.9	47.0										149	47.7	56.4			
Wayne County Public Schools	960386	Spring Creek High	2	06-12		C	56	D	52	F	37	Met	85.7	91	72.5	N	108	49.1	50	94.0	115	>95	134	80.6	140	79.3	1459	33.1	42.2	155	27.7	37.4	162	53.7	61.1	154	40.9	49.4										156	26.9	32.7	137	13.9	21.2	134	23.9	29.9										156	28.8	40.4	137	25.5	38.0	134	41.0	54.5				134	46.3	56.0
Wayne County Public Schools	960388	Tommy's Road Elementary	2	PK-05	Y	D	53	C	59	D	45	Met	93.8	33	69.7												708	36.0	46.8										87	33.3	40.2	92	25.0	32.6	117	34.2	37.6										87	42.5	56.3	92	37.0	51.1	117	41.0	53.0										116	37.9	55.2			
Wayne County Public Schools	960390	North Drive Elementary	2	PK-04	Y	D	43	D	46	D	40	Met	92.3	17	70.6												312	21.5	33.3										89	13.5	30.3	67	20.9	31.3													89	25.8	39.3	67	26.9	31.3																		
Wayne County Public Schools	960450	Northeast Elementary	2	PK-05	Y	C	57	C	62	C	55	NotMet	84.8	35	88.6												803	45.5	57.2										122	43.4	56.6	115	43.5	51.3	110	50.0	53.6										122	54.1	63.1	115	40.9	55.7	110	43.6	60.0										109	42.2	59.6			
Wayne County Public Schools	960454	Northwest Elementary	2	0K-05	Y	C	58	C	59	C	58	NotMet	87.0	37	78.4												1056	44.1	55.1										169	37.3	50.3	134	37.3	48.5	150	53.3	56.7										169	49.1	61.5	134	44.0	59.7	150	38.7	50.7										150	48.7	58.0			
Wayne County Public Schools	960488	Wayne Middle / High Academy	2	06-12		N/A		N/A		N/A				13	61.5	N	5	<5									307	5.2	10.1	24	<5	<5	14	<5	<5	24	8.3	20.8										24	<5	<5	43	<5	<5	37	<5	<5										24	12.5	16.7	43	11.6	23.3	37	5.4	13.5				37	5.4	8.1
Wayne County Public Schools	960490	Wayne Early / Middle College High	2	09-13		A	92					Met	100.0	25	96.0	N	65	92.3			61	>95	62	>95	60	>95	180	82.8	91.1	58	72.4	87.9	61	83.6	88.5	61	91.8	>95																																										
Wayne County Public Schools	960700	Wayne School of Engineering	2	06-13		A	86	A	89	B	80	Exceeded	100.0	44	100.0	N	73	64.4	7	>95	70	>95	68	>95	76	>95	386	73.6	82.1	20	35.0	65.0	42	73.8	83.3	58	77.6	82.8										66	72.7	75.8	67	68.7	79.1													66	80.3	84.8	67	80.6	92.5									
Wilkes County Schools	970	Wilkes County Schools	7											136	68.4		663	59.1	290	66.6	631	94.1	719	88.7	666	90.7	12925	42.5	53.7	884	46.4	60.5	517	38.7	49.7	738	44.6	54.1	721	42.2	56.3	649	44.4	51.5	802	46.1	54.9	778	33.2	41.0	808	34.0	42.8	823	31.2	39.9	721	42.9	54.5	649	40.2	53.3	802	34.9	50.9	778	43.7	55.1	808	46.2	58.2	823	37.9	50.9	801	54.1	66.5	823	60.6	71.0
Wilkes County Schools	970308	Boomer-Ferguson Elementary	7	PK-05	Y	C	66	C	65	C	57	Exceeded	100.0	13	92.3												166	50.6	59.6										17	64.7	70.6	24	20.8	29.2	28	46.4	53.6										17	70.6	82.4	24	33.3	37.5	28	53.6	67.9										28	71.4	82.1			
Wilkes County Schools	970310	C B Eller Elementary	7	PK-05	Y	C	61	C	59	C	60	Exceeded	100.0	17	76.5												310	42.3	54.5										46	47.8	60.9	40	37.5	45.0	46	50.0	52.2										46	41.3	52.2	40	40.0	57.5	46	28.3	47.8										46	50.0	65.2			
