NCAccModel_2014_Summary																																																																																
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.																																																																																
* or (Insufficient) or a blank cell indicates a school does not have tested grades/sufficient data for reporting.																																																																																
College/Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above																																																																																
District Name	School Code	School Name	SBE Region	Grade Span	Title I School	SPG Grade	SPG Score	Reading SPG Grade	Reading SPG Score	Math SPG Grade	Math SPG Score	EVAAS Growth Status	Percent Teachers Meet/Exceed Growth	AMO Target Denominator	AMO Target Percent	Graduation Project	ACT Denominator	ACT Percent	ACT WorkKeys Denominator	ACT WorkKeys Percent	MCR Denominator	MCR Percent	Cohort Graduation Rate Standard Denominator	Cohort Graduation Rate Standard Percent	Cohort Graduation Rate Extended Denominator	Cohort Graduation Rate Extended Percent	Performance Composite Denominator	Performance Composite Percent College/Career Ready	Performance Composite Percent Grade Level Proficient	Math I Denominator	Math I Percent College/Career Ready	Math I Percent Grade Level Proficient	Biology Denominator	Biology Percent College/Career Ready	Biology Percent Grade Level Proficient	English II Denominator	English II Percent College/Career Ready	English II Percent Grade Level Proficient	Grade 3 Math Denominator	Grade 3 Math Percent College/Career Ready	Grade 3 Math Percent Grade Level Proficient	Grade 4 Math Denominator	Grade 4 Math Percent College/Career Ready	Grade 4 Math Percent Grade Level Proficient	Grade 5 Math Denominator	Grade 5 Math Percent College/Career Ready	Grade 5 Math Percent Grade Level Proficient	Grade 6 Math Denominator	Grade 6 Math Percent College/Career Ready	Grade 6 Math Percent Grade Level Proficient	Grade 7 Math Denominator	Grade 7 Math Percent College/Career Ready	Grade 7 Math Percent Grade Level Proficient	Grade 8 Math Denominator	Grade 8 Math Percent College/Career Ready	Grade 8 Math Percent Grade Level Proficient	Grade 3 Reading Denominator	Grade 3 Reading Percent College/Career Ready	Grade 3 Reading Percent Grade Level Proficient	Grade 4 Reading Denominator	Grade 4 Reading Percent College/Career Ready	Grade 4 Reading Percent Grade Level Proficient	Grade 5 Reading Denominator	Grade 5 Reading Percent College/Career Ready	Grade 5 Reading Percent Grade Level Proficient	Grade 6 Reading Denominator	Grade 6 Reading Percent College/Career Ready	Grade 6 Reading Percent Grade Level Proficient	Grade 7 Reading Denominator	Grade 7 Reading Percent College/Career Ready	Grade 7 Reading Percent Grade Level Proficient	Grade 8 Reading Denominator	Grade 8 Reading Percent College/Career Ready	Grade 8 Reading Percent Grade Level Proficient	Grade 5 Science Denominator	Grade 5 Science Percent College/Career Ready	Grade 5 Science Percent Grade Level Proficient	Grade 8 Science Denominator	Grade 8 Science Percent College/Career Ready	Grade 8 Science Percent Grade Level Proficient
Johnston County Schools	510329	Cleveland Middle	3	06-08		B	79	B	79	B	70	Exceeded	100.0	48	97.9												2765	65.2	73.7	100	>95	>95																388	55.2	61.9	400	58.8	65.3	363	53.4	61.2										388	61.1	74.7	400	70.3	80.8	363	60.9	72.7				363	89.8	93.7
Johnston County Schools	510330	Cooper Elementary	3	PK-05	Y	D	51	C	55	D	51	NotMet	72.2	35	68.6												664	38.3	49.4										92	41.3	62.0	78	32.1	38.5	108	41.7	47.2										92	45.7	55.4	78	37.2	47.4	108	36.1	46.3										108	33.3	48.1			
Johnston County Schools	510332	Corinth-Holders Elementary	3	PK-05	Y	C	57	C	55	C	60	Exceeded	93.3	35	80.0												584	36.8	48.8										82	41.5	53.7	81	49.4	56.8	86	33.7	46.5										82	37.8	47.6	81	37.0	49.4	86	25.6	41.9										86	33.7	46.5			
Johnston County Schools	510333	Corinth Holders High	3	09-12		B	74					Met	94.1	81	88.9	Y	336	67.9	154	78.6	279	>95	324	85.5	262	94.3	1263	49.2	63.2	429	37.1	58.3	416	51.0	61.3	418	60.0	70.1																																										
Johnston County Schools	510334	Dixon Road Elementary	3	PK-05		C	64	C	60	C	63	Exceeded	100.0	27	85.2												521	48.2	58.5										79	50.6	62.0	69	49.3	56.5	75	52.0	53.3										79	44.3	58.2	69	39.1	53.6	75	45.3	53.3										75	56.0	72.0			
Johnston County Schools	510336	East Clayton Elementary	3	PK-05		B	73	B	74	B	70	Exceeded	100.0	29	100.0												658	57.1	68.5										86	46.5	64.0	102	52.9	63.7	94	56.4	67.0										86	59.3	64.0	102	57.8	71.6	94	61.7	74.5										94	64.9	74.5			
Johnston County Schools	510340	Four Oaks Elementary	3	PK-05	Y	D	54	D	54	D	52	Met	100.0	41	65.9												1224	38.2	49.4										185	27.6	37.8	151	49.7	55.0	184	39.1	45.1										185	37.3	50.8	151	39.1	53.6	184	32.6	47.3										184	44.6	58.2			
Johnston County Schools	510342	Four Oaks Middle	3	06-08	Y	C	59	C	63	D	44	Exceeded	85.0	45	82.2												1321	43.6	52.5	53	88.7	94.3																175	25.1	30.9	171	36.8	45.0	192	25.5	31.8										175	42.9	57.1	171	49.1	57.3	192	42.7	55.7				192	68.8	76.6
Johnston County Schools	510344	North Johnston Middle	3	06-08		C	59	C	63	D	43	Exceeded	90.9	45	73.3												1497	40.1	50.8	48	83.3	>95																187	21.9	28.9	242	25.2	32.6	197	30.5	40.1										187	39.6	52.9	242	43.0	55.8	197	45.2	59.9				197	67.0	76.6
Johnston County Schools	510356	Glendale-Kenly Elementary	3	PK-05	Y	C	58	C	56	C	61	NotMet	93.5	35	77.1												720	46.0	56.8										112	50.9	66.1	95	42.1	52.6	102	51.0	57.8										112	49.1	61.6	95	32.6	45.3	102	42.2	51.0										102	52.0	60.8			
Johnston County Schools	510357	Johnston Co Middle College	3	10-12		A	95							12	100.0	Y	58	91.4	<5	*	60	>95	60	>95	60	>95	8	62.5	75.0				8	62.5	75.0																																													
Johnston County Schools	510358	McGee's Crossroads Elem	3	PK-05		C	64	C	64	C	66	Met	85.2	41	82.9												1036	45.2	59.5										135	48.9	67.4	140	47.9	55.7	162	46.9	56.2										135	52.6	65.2	140	35.7	57.1	162	45.7	62.3										162	39.5	53.7			
Johnston County Schools	510359	McGee's Crossroads Middle	3	06-08		C	67	C	68	C	55	Exceeded	83.9	48	83.3												2133	49.3	61.1	103	86.4	>95																292	35.6	45.5	297	34.7	47.1	284	38.4	49.6										292	48.6	57.9	297	49.2	64.6	284	48.9	65.8				284	77.1	85.6
Johnston County Schools	510360	Meadow School	3	PK-08	Y	C	58	C	57	D	53	Met	81.3	31	71.0												963	41.3	52.3	12	75.0	83.3							70	41.4	51.4	70	25.7	31.4	71	45.1	49.3	80	43.8	50.0	76	56.6	61.8	49	14.3	24.5	69	43.5	56.5	70	28.6	42.9	71	38.0	50.7	80	37.5	62.5	76	52.6	64.5	49	20.4	28.6	71	46.5	60.6	49	71.4	83.7
Johnston County Schools	510364	Archer Lodge Middle	3	06-08		C	61	B	70	D	46	Met	74.2	50	84.0												2536	48.9	59.0	104	63.5	77.9																329	31.3	39.5	378	41.3	49.7	339	29.8	40.1										329	54.7	66.6	378	54.2	62.7	339	51.3	65.8				340	75.3	83.2
Johnston County Schools	510367	Johnston Co Early College Academy	3	09-13		A	91					Exceeded	100.0	19	100.0	Y	47	>95			44	>95	38	>95	43	>95	166	77.1	84.3	53	62.3	83.0	52	76.9	78.8	61	90.2	90.2																																										
Johnston County Schools	510368	North Johnston High	3	09-12		B	71					Exceeded	85.7	48	81.3	Y	154	61.7	81	84.0	149	92.6	169	81.1	162	87.0	535	39.8	55.3	197	29.9	58.4	167	49.1	55.1	171	42.1	52.0																																										
Johnston County Schools	510372	Micro-Pine Level Elementary	3	0K-05	Y	C	56	D	51	C	59	Met	96.4	37	75.7												669	35.4	48.7										100	36.0	48.0	92	40.2	48.9	95	45.3	57.9										100	36.0	50.0	92	28.3	40.2	95	25.3	43.2										95	36.8	52.6			
Johnston County Schools	510373	Powhatan Elementary	3	PK-05		B	81	B	79	B	81	Exceeded	83.3	25	100.0												756	64.3	78.2										98	75.5	88.8	91	72.5	81.3	126	59.5	69.0										98	70.4	85.7	91	62.6	74.7	126	49.2	73.0										126	65.9	78.6			
Johnston County Schools	510374	Princeton Elementary	3	PK-05	Y	C	68	C	60	B	72	Exceeded	100.0	32	84.4												976	50.8	63.2										129	57.4	72.1	125	48.8	60.0	156	64.7	70.5										129	45.0	57.4	125	35.2	48.8	156	42.3	59.6										156	59.0	71.2			
Johnston County Schools	510376	Princeton High	3	06-12		B	70	C	63	D	54	Exceeded	92.3	77	87.0	Y	98	58.2	81	76.5	108	>95	127	88.2	103	85.4	1384	48.5	59.8	146	41.8	59.6	143	51.7	61.5	147	60.5	72.8										136	47.1	55.9	143	30.8	39.9	130	41.5	44.6										136	47.1	62.5	143	44.1	56.6	130	43.1	57.7				130	78.5	87.7
Johnston County Schools	510377	River Dell Elementary	3	PK-05		B	77	B	75	B	76	Exceeded	100.0	37	97.3												1027	63.5	75.4										160	62.5	76.3	148	65.5	71.6	137	69.3	74.5										160	63.8	75.0	148	61.5	74.3	137	48.9	69.3										137	73.0	86.9			
Johnston County Schools	510378	Riverwood Elementary	3	0K-05		B	73	B	74	B	73	Met	90.5	33	100.0												1085	62.8	73.3										143	67.1	77.6	167	62.3	67.7	155	65.2	71.6										143	64.3	74.8	167	59.9	71.9	155	57.4	72.9										155	63.9	77.4			
Johnston County Schools	510379	Riverwood Middle	3	06-08		B	76	B	78	C	63	Exceeded	100.0	48	91.7												2775	61.5	70.1	131	94.7	>95																380	44.5	51.3	369	43.6	51.8	382	52.6	62.8										380	62.6	70.5	369	64.2	72.9	382	65.7	79.6				382	85.1	91.4
Johnston County Schools	510380	South Campus Community High	3	09-12		N/A		N/A		N/A				1	100.0	Y	<5	*	<5	*	5	>95	15	26.7	12	33.3	43	<5	7.0	16	6.3	12.5	9	11.1	11.1	18	<5	<5																																										
Johnston County Schools	510381	South Campus Community Middle	3	06-08		N/A		N/A		N/A				5	100.0												150	6.7	12.0																			7	<5	<5	20	10.0	20.0	32	<5	<5										7	<5	<5	20	20.0	25.0	32	6.3	15.6				32	6.3	12.5
Johnston County Schools	510388	Selma Elementary	3	PK-05	Y	D	41	D	45	F	39	Met	87.2	41	58.5												1092	23.3	33.3										165	31.5	40.0	156	15.4	21.8	150	26.7	33.3										165	22.4	36.4	156	25.0	33.3	150	19.3	34.7										150	22.0	33.3			
Johnston County Schools	510390	Selma Middle School	3	06-08	Y	D	42	D	45	F	35	Met	93.3	36	58.3												912	24.1	33.3	17	88.2	>95																142	16.9	25.4	127	14.2	21.3	119	14.3	21.0										142	31.0	40.8	127	26.0	40.9	119	23.5	33.6				119	34.5	41.2
Johnston County Schools	510396	West Smithfield Elementary	3	PK-05	Y	D	43	F	38	F	39	Exceeded	89.5	35	65.7												585	22.7	31.6										76	17.1	23.7	89	19.1	27.0	85	27.1	30.6										76	11.8	21.1	89	16.9	22.5	85	17.6	37.6										85	48.2	57.6			
Johnston County Schools	510397	Smithfield Middle	3	06-08	Y	D	49	D	52	D	40	Met	82.4	51	66.7												1773	31.1	42.3	23	>95	>95																256	27.3	39.5	250	21.2	27.6	246	19.1	28.9										256	25.4	39.8	250	38.8	51.6	246	31.7	44.3				246	48.4	59.3
Johnston County Schools	510399	Smithfield-Selma High	3	09-12	Y	D	53					NotMet	50.0	79	41.8	Y	212	32.5	96	54.2	240	90.0	307	78.5	325	78.8	907	27.1	39.0	289	21.5	39.1	289	24.2	33.2	329	34.7	44.1																																										
Johnston County Schools	510402	South Johnston High	3	09-12		C	63					NotMet	89.5	78	69.2	Y	223	43.0	116	60.3	261	>95	266	92.1	308	81.8	931	38.8	51.2	303	29.7	49.8	294	42.5	50.3	334	43.7	53.3																																										
Johnston County Schools	510404	South Smithfield Elementary	3	PK-05	Y	D	51	D	54	D	49	Met	100.0	34	79.4												519	32.0	43.9										64	35.9	48.4	77	23.4	32.5	79	32.9	43.0										64	40.6	53.1	77	32.5	46.8	79	29.1	41.8										79	31.6	44.3			
Johnston County Schools	510406	West Johnston High	3	09-12		C	66					NotMet	75.0	76	92.1	Y	311	65.0	139	74.8	262	>95	294	87.4	333	88.0	1114	46.0	56.5	455	38.2	52.7	341	45.5	50.7	318	57.5	67.9																																										
Johnston County Schools	510408	Wilson's Mills Elementary	3	0K-05	Y	C	67	C	58	C	65	Exceeded	96.2	38	94.7												670	46.9	58.4										92	33.7	46.7	90	45.6	55.6	102	62.7	67.6										92	32.6	48.9	90	33.3	42.2	102	42.2	55.9										102	73.5	87.3			
Johnston County Schools	510410	Polenta Elementary	3	PK-05		C	63	C	64	C	63	Exceeded	91.3	35	80.0												1164	44.7	57.0										165	49.7	67.3	183	38.8	44.8	156	48.1	55.8										165	50.3	64.8	183	41.0	51.4	156	42.9	58.3										156	42.9	58.3			
Johnston County Schools	510412	Clayton Middle	3	06-08		C	61	C	66	D	52	Met	94.1	51	86.3												1880	46.6	57.2	65	81.5	89.2																270	35.2	40.4	264	38.3	48.5	249	34.9	45.0										270	44.4	59.6	264	53.4	66.3	249	49.0	62.2				249	63.1	71.5
Johnston County Schools	510414	West View Elementary	3	PK-05		B	72	B	70	C	69	Met	100.0	37	100.0												1128	58.2	69.0										145	53.1	70.3	167	52.1	59.3	168	64.9	69.6										145	56.6	71.7	167	52.7	65.3	168	57.1	66.7										168	69.6	80.4			
Jones County Schools	520	Jones County Schools	2											69	84.1		57	61.4	34	47.1	61	>95	71	83.1	79	83.5	1448	40.3	52.0	98	48.0	67.3	72	36.1	44.4	71	39.4	53.5	101	33.7	42.6	78	32.1	37.2	87	28.7	33.3	79	44.3	57.0	74	47.3	52.7	94	44.7	52.1	101	34.7	50.5	78	43.6	59.0	87	31.0	47.1	79	45.6	62.0	74	60.8	71.6	94	38.3	53.2	87	34.5	47.1	94	45.7	55.3
Jones County Schools	520304	Pollocksville Elementary	2	PK-06	Y	D	45	D	50	D	40	Met	90.9	17	64.7												197	26.9	35.5										24	20.8	29.2	24	20.8	20.8	25	12.0	16.0	13	61.5	69.2							24	25.0	41.7	24	37.5	45.8	25	16.0	32.0	13	46.2	53.8							25	28.0	36.0			
Jones County Schools	520308	Comfort Elementary	2	PK-06	Y	D	54	C	59	D	49	Met	100.0	13	69.2												164	32.9	46.3										21	28.6	33.3	17	47.1	58.8	18	27.8	27.8	17	23.5	41.2							21	33.3	52.4	17	52.9	64.7	18	16.7	44.4	17	35.3	52.9							18	33.3	44.4			
Jones County Schools	520320	Jones Senior High	2	09-12		C	66					Met	83.3	32	87.5	N	57	61.4	34	47.1	61	>95	71	83.1	79	83.5	215	37.2	51.6	72	36.1	56.9	72	36.1	44.4	71	39.4	53.5																																										
Jones County Schools	520324	Jones Middle	2	07-08	Y	C	65	C	66	C	60	Exceeded	88.9	25	92.0												456	48.7	58.8	26	80.8	>95																			74	47.3	52.7	94	44.7	52.1													74	60.8	71.6	94	38.3	53.2				94	45.7	55.3
Jones County Schools	520328	Maysville Elementary	2	PK-06	Y	C	66	B	71	C	59	Exceeded	100.0	13	100.0												147	46.9	61.2										20	45.0	60.0	15	26.7	33.3	17	52.9	64.7	13	30.8	46.2							20	55.0	60.0	15	53.3	66.7	17	47.1	64.7	13	53.8	84.6							17	52.9	70.6			
Jones County Schools	520336	Trenton Elementary	2	PK-06	Y	C	59	C	63	C	57	Exceeded	77.8	15	86.7												269	39.0	51.3										36	38.9	47.2	22	36.4	40.9	27	29.6	33.3	36	52.8	63.9							36	30.6	50.0	22	36.4	63.6	27	44.4	51.9	36	47.2	61.1							27	29.6	44.4			
Lee County Schools	530	Lee County Schools	4											157	63.7		628	49.0	217	61.8	611	>95	722	87.5	749	86.8	13914	39.3	49.6	1357	35.5	49.7	851	35.3	42.7	1126	38.3	48.4	782	46.0	58.1	691	48.3	56.2	792	46.0	52.4	754	33.3	40.1	758	40.0	49.3	744	29.6	35.9	782	43.0	55.6	691	44.9	56.0	792	31.3	42.8	754	37.7	48.9	758	40.5	49.3	746	32.2	46.1	792	46.8	58.6	744	43.8	54.2
Lee County Schools	530302	Benjamin T Bullock Elem	4	0K-05	Y	C	60	C	58	C	59	Exceeded	95.5	41	90.2												772	43.1	53.2										118	52.5	64.4	100	41.0	50.0	112	40.2	43.8										118	41.5	55.9	100	40.0	58.0	112	33.0	41.1										112	52.7	58.9			
Lee County Schools	530306	Bragg Street Academy	4	06-12		N/A		N/A		N/A		NotMet	0.0	2	0.0	N	<5	*									114	7.9	8.8	15	6.7	6.7	13	7.7	7.7	16	<5	6.3										<5	*	*	10	10.0	10.0	15	<5	<5										<5	*	*	10	20.0	20.0	16	12.5	12.5				15	6.7	6.7
Lee County Schools	530308	Broadway Elementary	4	0K-05	Y	D	53	D	52	C	56	Met	83.3	33	66.7												685	32.4	45.0										115	23.5	37.4	88	56.8	67.0	93	31.2	41.9										115	24.3	40.9	88	46.6	60.2	93	21.5	31.2										93	29.0	40.9			
Lee County Schools	530312	Deep River Elementary	4	0K-05	Y	D	53	D	50	D	54	Met	90.5	35	80.0												667	35.8	48.0										101	40.6	55.4	87	36.8	44.8	97	38.1	45.4										101	37.6	50.5	87	34.5	44.8	97	20.6	38.1										97	42.3	55.7			
Lee County Schools	530314	East Lee Middle	4	06-08		D	45	D	53	D	41	NotMet	57.1	50	58.0												1754	35.3	43.8	123	40.7	60.2																256	29.3	33.6	212	39.2	47.2	232	28.0	32.8										256	37.1	45.7	212	35.8	44.8	232	36.6	47.8				231	39.0	47.6
Lee County Schools	530316	Floyd L Knight Children Center	4	PK-12		N/A		N/A		N/A				1	100.0	N											80	13.8	23.8	7	14.3	42.9	7	42.9	42.9	7	14.3	42.9	<5	*	*	7	<5	<5	<5	*	*	6	<5	<5	5	<5	<5	<5	*	*	<5	*	*	7	<5	<5	<5	*	*	6	16.7	16.7	5	<5	40.0	<5	*	*	<5	*	*	<5	*	*
Lee County Schools	530320	Greenwood Elementary	4	0K-05	Y	C	57	C	56	C	57	Met	90.9	33	75.8												771	39.6	50.6										110	37.3	49.1	100	39.0	48.0	117	46.2	53.0										110	35.5	48.2	100	48.0	61.0	117	28.2	40.2										117	43.6	55.6			
Lee County Schools	530335	Lee Early College	4	09-13		B	75					NotMet	0.0	26	96.2	N	55	90.9			47	>95	66	>95	58	94.8	232	57.3	67.7	70	51.4	67.1	92	58.7	67.4	70	61.4	68.6																																										
Lee County Schools	530336	Lee County High	4	09-12		C	56					NotMet	33.3	83	60.2	N	327	44.3	111	56.8	310	>95	357	88.2	377	91.2	1423	32.8	43.2	406	25.6	37.4	392	31.1	39.8	625	38.6	49.1																																										
Lee County Schools	530340	J Glenn Edwards Elementary	4	0K-05	Y	C	60	D	50	C	66	Met	93.1	41	95.1												802	45.1	55.4										132	56.1	72.0	95	44.2	51.6	116	48.3	56.0										132	47.7	58.3	95	28.4	37.9	116	31.9	39.7										116	54.3	65.5			
Lee County Schools	530341	SanLee Middle School	4	06-08		D	53	D	53	C	56	NotMet	71.4	51	76.5												2089	40.8	52.3	211	49.3	65.9																244	47.1	56.6	278	44.2	55.8	278	33.5	41.7										244	40.2	51.2	278	40.6	48.6	278	29.9	47.1				278	44.6	55.0
Lee County Schools	530343	Southern Lee High School	4	09-12		C	58					NotMet	42.9	72	63.9	N	242	46.7	106	67.0	254	>95	271	93.4	292	85.3	1066	34.1	43.4	311	31.2	43.7	347	34.6	40.6	408	35.8	45.6																																										
Lee County Schools	530346	Tramway Elementary	4	0K-05	Y	B	72	B	71	B	73	Met	90.5	39	97.4												845	59.8	68.9										107	58.9	66.4	122	68.9	72.1	129	62.0	69.8										107	64.5	75.7	122	68.0	75.4	129	46.5	57.4										129	51.2	66.7			
Lee County Schools	530354	J R Ingram Jr Elementary	4	0K-05	Y	C	61	C	55	C	63	Met	90.5	39	92.3												739	47.6	57.1										92	56.5	64.1	90	50.0	60.0	125	50.4	52.8										92	51.1	62.0	90	44.4	52.2	125	32.8	48.0										125	51.2	63.2			
Lee County Schools	530356	West Lee Middle	4	06-08		D	49	C	56	D	40	NotMet	74.1	51	70.6												1859	37.2	48.0	214	41.6	57.0																246	24.8	31.7	253	37.9	46.6	215	28.8	34.4										246	36.2	50.8	253	45.8	55.3	216	31.5	45.4				216	50.9	63.4
Lee County Schools	530358	Warren Williams Elementary Alternative	4	PK-05		N/A		N/A		N/A																	16	18.8	18.8										<5	*	*	<5	*	*	<5	*	*										<5	*	*	<5	*	*	<5	*	*										<5	*	*			
Lenoir County Public Schools	540	Lenoir County Public Schools	2											144	59.0		549	44.3	368	49.2	580	94.0	721	77.3	769	81.7	11733	31.8	42.2	981	28.5	39.2	704	21.6	31.3	740	37.3	46.9	680	32.9	46.2	629	34.8	41.3	656	39.2	45.9	677	18.6	23.2	712	18.1	24.3	649	18.8	26.7	680	35.6	49.0	629	34.5	48.3	655	27.5	42.7	677	32.8	44.6	712	41.6	53.4	648	32.6	45.1	656	43.1	54.9	648	46.0	57.9
Lenoir County Public Schools	540304	Banks Elementary	2	PK-05	Y	B	70	C	66	C	69	Met	94.1	37	100.0												554	58.3	69.5										92	63.0	75.0	65	41.5	49.2	80	71.3	75.0										92	60.9	77.2	65	43.1	55.4	80	45.0	61.3										80	76.3	85.0			
Lenoir County Public Schools	540308	Contentnea-Savannah School	2	PK-08	Y	D	54	C	56	D	47	Met	86.7	39	76.9												1229	35.2	46.8	15	73.3	86.7							85	29.4	44.7	83	49.4	61.4	78	30.8	41.0	95	15.8	20.0	100	19.0	28.0	85	23.5	32.9	85	35.3	45.9	83	41.0	53.0	77	28.6	46.8	95	35.8	46.3	100	43.0	56.0	85	42.4	52.9	78	42.3	56.4	85	52.9	68.2
Lenoir County Public Schools	540312	E B Frink Middle	2	06-08	Y	D	50	C	59	F	35	NotMet	66.7	41	73.2												1350	38.9	48.1	40	77.5	87.5																199	23.6	30.2	183	21.3	30.6	182	23.1	33.0										199	37.7	46.2	183	52.5	62.3	182	40.7	52.7				182	66.5	75.3
Lenoir County Public Schools	540315	Kinston High	2	09-12	Y	D	49					NotMet	54.5	49	61.2	Y	177	26.6	121	25.6	200	94.0	234	80.3	226	87.2	686	21.4	29.3	250	13.6	23.2	220	19.1	26.4	216	32.9	39.4																																										
Lenoir County Public Schools	540316	La Grange Elementary	2	PK-05	Y	C	56	C	57	C	55	Exceeded	90.5	33	78.8												611	37.6	48.3										89	29.2	41.6	74	39.2	48.6	95	43.2	50.5										89	38.2	49.4	74	43.2	62.2	95	30.5	41.1										95	41.1	47.4			
Lenoir County Public Schools	540317	Lenoir County Early College High	2	09-13		B	79					Met	100.0	12	91.7	Y	31	80.6			24	>95	31	90.3	35	>95	84	54.8	65.5	43	39.5	55.8				41	70.7	75.6																																										
Lenoir County Public Schools	540318	Lenoir County Learning Academy	2	PK-12	Y	N/A		N/A		N/A		NotMet	0.0	2	100.0	Y	5	40.0	<5	*	8	>95	18	33.3	18	22.2	128	<5	5.5	26	7.7	7.7	19	10.5	10.5	17	5.9	5.9	<5	*	*	<5	*	*	<5	*	*	6	<5	<5	10	<5	10.0	6	<5	<5	<5	*	*	<5	*	*	<5	*	*	6	<5	<5	10	10.0	10.0	6	<5	<5	<5	*	*	6	<5	<5
Lenoir County Public Schools	540320	Moss Hill Elementary	2	0K-05	Y	C	58	C	60	C	59	NotMet	82.1	33	84.8												540	44.1	55.7										74	50.0	64.9	73	56.2	60.3	82	41.5	45.1										74	39.2	56.8	73	50.7	68.5	82	31.7	45.1										82	41.5	52.4			
Lenoir County Public Schools	540324	North Lenoir High	2	09-12		D	50					NotMet	18.2	69	49.3	Y	175	46.3	114	49.1	169	88.8	223	72.2	270	79.6	817	25.9	36.0	297	21.2	30.3	264	22.3	33.0	256	35.2	45.7																																										
Lenoir County Public Schools	540325	Northeast Elementary	2	PK-05	Y	D	43	D	43	D	41	Met	86.4	23	52.2												559	22.4	34.2										92	28.3	43.5	81	16.0	19.8	71	29.6	36.6										92	27.2	38.0	81	13.6	27.2	71	15.5	33.8										71	25.4	39.4			
Lenoir County Public Schools	540326	Northwest Elementary	2	0K-05	Y	D	49	D	50	D	45	Met	85.9	31	67.7												553	28.9	40.1										83	24.1	33.7	72	25.0	29.2	81	35.8	43.2										83	28.9	43.4	72	29.2	38.9	81	27.2	44.4										81	32.1	46.9			
Lenoir County Public Schools	540328	Pink Hill Elementary	2	PK-05	Y	D	51	D	51	D	44	Exceeded	100.0	35	62.9												496	31.5	42.3										74	20.3	32.4	69	31.9	36.2	70	30.0	37.1										74	28.4	41.9	69	36.2	49.3	70	21.4	34.3										70	52.9	65.7			
Lenoir County Public Schools	540330	Rochelle Middle	2	06-08	Y	F	32	D	40	F	23	NotMet	75.0	27	51.9												1245	14.0	23.3	13	46.2	76.9																174	6.9	9.8	189	5.3	8.5	169	7.1	13.6										174	15.5	27.0	189	20.1	33.9	168	16.7	29.8				169	24.3	37.3
Lenoir County Public Schools	540336	South Lenoir High	2	09-12		C	60					NotMet	33.3	58	67.2	Y	161	54.7	131	71.8	179	>95	209	83.3	205	84.4	664	31.6	45.0	253	30.0	44.7	201	24.4	36.3	210	40.5	53.8																																										
Lenoir County Public Schools	540338	Southeast Elementary	2	PK-05	Y	F	30	F	35	F	26	Met	100.0	19	52.6												298	9.4	17.8										43	<5	9.3	49	6.1	8.2	38	13.2	21.1										43	16.3	25.6	49	14.3	22.4	38	7.9	21.1										38	7.9	18.4			
Lenoir County Public Schools	540340	Southwood Elementary	2	0K-05	Y	C	61	C	57	C	59	Exceeded	92.7	27	77.8												389	39.3	54.2										47	36.2	55.3	59	42.4	52.5	59	42.4	49.2										47	34.0	51.1	59	37.3	55.9	59	27.1	45.8										59	54.2	69.5			
Lenoir County Public Schools	540344	Woodington Middle	2	06-08	Y	D	48	C	61	F	34	NotMet	67.7	44	68.2												1530	37.2	46.9	44	90.9	90.9																203	25.6	30.0	230	26.5	31.3	207	23.2	30.0										203	42.4	58.6	230	51.3	63.0	207	35.3	48.8				206	44.2	56.8
Lincoln County Schools	550	Lincoln County Schools	6											142	87.3		826	64.9	265	69.1	852	>95	936	87.9	955	88.2	15501	55.0	64.9	1108	53.8	66.2	954	47.3	56.9	952	52.8	63.4	877	54.8	68.2	822	61.3	67.9	880	63.9	70.2	855	42.8	51.1	912	49.2	55.7	972	43.6	51.5	877	57.5	68.6	822	60.3	69.2	880	48.2	63.2	855	53.8	64.3	913	53.2	64.3	972	46.7	58.4	879	70.9	81.2	971	76.2	84.1
Lincoln County Schools	550308	Asbury School	6	07-12		N/A		N/A		N/A						N											49	8.2	12.2	8	<5	12.5	5	<5	<5	<5	*	*													<5	*	*	9	<5	<5													<5	*	*	9	11.1	11.1				8	37.5	50.0
Lincoln County Schools	550312	Battleground Elementary	6	0K-03	Y	D	50	D	50	D	46	NotMet	66.7	13	69.2												148	33.8	45.9										74	32.4	45.9																74	35.1	45.9																					
Lincoln County Schools	550314	Catawba Springs Elementary	6	PK-05		B	81	B	82	B	77	Exceeded	100.0	21	100.0												589	68.8	77.8										85	68.2	77.6	76	75.0	81.6	89	57.3	64.0										85	75.3	85.9	76	73.7	77.6	89	67.4	78.7										89	66.3	79.8			
Lincoln County Schools	550316	GE Massey Elementary	6	PK-03	Y	C	60	C	60	C	55	Met	100.0	15	100.0												154	42.2	54.5										77	39.0	54.5																77	45.5	54.5																					
Lincoln County Schools	550320	East Lincoln High	6	09-12		C	69					NotMet	62.5	48	85.4	N	201	68.2	51	80.4	196	94.4	207	91.3	210	86.7	740	49.3	60.8	233	47.6	63.1	265	41.1	50.2	242	59.9	70.2																																										
Lincoln County Schools	550322	East Lincoln Middle	6	06-08		C	66	C	66	C	62	NotMet	86.7	40	95.0												1650	57.4	67.3	60	95.0	>95																214	42.5	55.1	236	60.6	66.9	230	50.9	57.4										214	55.6	70.6	236	53.0	65.7	230	50.0	61.3				230	78.3	85.2
