Experience	year	unit_code	category_cd	pct_tch	lea_pct_tch	lea_pct_prin	st_pct_tch	st_pct_prin
10+ Years	2016	900343	M	0.514	0.555	0.135	0.506	0.143
10+ Years	2016	900344	H	0.576	0.568	0.135	0.534	0.143
10+ Years	2016	900346	M	0.519	0.555	0.135	0.506	0.143
10+ Years	2016	900347	E	0.465	0.48	0.135	0.5	0.143
10+ Years	2016	900348	H	0.697	0.568	0.135	0.534	0.143
10+ Years	2016	900350	M	0.692	0.555	0.135	0.506	0.143
10+ Years	2016	900351	E	0.431	0.48	0.135	0.5	0.143
10+ Years	2016	900352	E	0.4	0.48	0.135	0.5	0.143
10+ Years	2016	900353	E	0.686	0.48	0.135	0.5	0.143
10+ Years	2016	900354	E	0.581	0.48	0.135	0.5	0.143
10+ Years	2016	900356	E	0.541	0.48	0.135	0.5	0.143
10+ Years	2016	900358	E	0.697	0.48	0.135	0.5	0.143
10+ Years	2016	900360	H	0.581	0.568	0.135	0.534	0.143
10+ Years	2016	900362	M	0.594	0.555	0.135	0.506	0.143
10+ Years	2016	900363	E	0.302	0.48	0.135	0.5	0.143
10+ Years	2016	900364	E	0.485	0.48	0.135	0.5	0.143
10+ Years	2016	900365	T	0.586	0.586	0.135	0.518	0.143
10+ Years	2016	900366	H	0.582	0.568	0.135	0.534	0.143
10+ Years	2016	900367	H	0.733	0.568	0.135	0.534	0.143
10+ Years	2016	900368	E	0.533	0.48	0.135	0.5	0.143
10+ Years	2016	900370	E	0.385	0.48	0.135	0.5	0.143
10+ Years	2016	900372	E	0.571	0.48	0.135	0.5	0.143
10+ Years	2016	900376	E	0.512	0.48	0.135	0.5	0.143
10+ Years	2016	900377	H	0.582	0.568	0.135	0.534	0.143
10+ Years	2016	900378	M	0.58	0.555	0.135	0.506	0.143
10+ Years	2016	900380	E	0.793	0.48	0.135	0.5	0.143
10+ Years	2016	900384	E	0.479	0.48	0.135	0.5	0.143
10+ Years	2016	900388	E	0.424	0.48	0.135	0.5	0.143
10+ Years	2016	900391	M	0.656	0.555	0.135	0.506	0.143
10+ Years	2016	900392	A	0.733	0.733	0.135	0.547	0.143
10+ Years	2016	900393	H	0.487	0.568	0.135	0.534	0.143
10+ Years	2016	90A000	A				0.547	0.143
10+ Years	2016	910304	E	0.667	0.596	0.059	0.5	0.143
10+ Years	2016	910308	E	0.4	0.596	0.059	0.5	0.143
10+ Years	2016	910311	E	0.6	0.596	0.059	0.5	0.143
10+ Years	2016	910314	E	0.622	0.596	0.059	0.5	0.143
10+ Years	2016	910316	M	0.5	0.388	0.059	0.506	0.143
10+ Years	2016	910320	M	0.273	0.388	0.059	0.506	0.143
10+ Years	2016	910340	E	0.75	0.596	0.059	0.5	0.143
10+ Years	2016	910346	E	0.542	0.596	0.059	0.5	0.143
10+ Years	2016	910356	E	0.52	0.596	0.059	0.5	0.143
10+ Years	2016	910360	E	0.586	0.596	0.059	0.5	0.143
10+ Years	2016	910364	H	0.314	0.385	0.059	0.534	0.143
10+ Years	2016	910368	H	0.364	0.385	0.059	0.534	0.143
10+ Years	2016	910370	H	0.397	0.385	0.059	0.534	0.143
10+ Years	2016	910376	E	0.5	0.596	0.059	0.5	0.143
10+ Years	2016	910380	E	0.741	0.596	0.059	0.5	0.143
10+ Years	2016	910382	H	0.7	0.385	0.059	0.534	0.143
10+ Years	2016	910384	M	0.4	0.388	0.059	0.506	0.143
10+ Years	2016	91A000	I				0.491	0.143
10+ Years	2016	91B000	I				0.491	0.143
10+ Years	2016	920302	E	0.292	0.495	0.203	0.5	0.143
10+ Years	2016	920304	E	0.528	0.495	0.203	0.5	0.143
10+ Years	2016	920306	E	0.444	0.495	0.203	0.5	0.143
10+ Years	2016	920307	E	0.414	0.495	0.203	0.5	0.143
10+ Years	2016	920308	E	0.675	0.495	0.203	0.5	0.143
10+ Years	2016	920312	M	0.429	0.526	0.203	0.506	0.143
10+ Years	2016	920316	H	0.622	0.527	0.203	0.534	0.143
10+ Years	2016	920317	H	0.561	0.527	0.203	0.534	0.143
10+ Years	2016	920318	H	0.61	0.527	0.203	0.534	0.143
10+ Years	2016	920320	E	0.432	0.495	0.203	0.5	0.143
10+ Years	2016	920324	T	0.433	0.479	0.203	0.518	0.143
10+ Years	2016	920325	E	0.417	0.495	0.203	0.5	0.143
10+ Years	2016	920326	E	0.333	0.495	0.203	0.5	0.143
10+ Years	2016	920327	E	0.583	0.495	0.203	0.5	0.143
10+ Years	2016	920328	E	0.571	0.495	0.203	0.5	0.143
10+ Years	2016	920329	E	0.339	0.495	0.203	0.5	0.143
10+ Years	2016	920334	E	0.5	0.495	0.203	0.5	0.143
10+ Years	2016	920336	E	0.324	0.495	0.203	0.5	0.143
10+ Years	2016	920340	E	0.6	0.495	0.203	0.5	0.143
10+ Years	2016	920342	E	0.373	0.495	0.203	0.5	0.143
10+ Years	2016	920344	E	0.366	0.495	0.203	0.5	0.143
10+ Years	2016	920348	H	0.574	0.527	0.203	0.534	0.143
10+ Years	2016	920352	E	0.311	0.495	0.203	0.5	0.143
10+ Years	2016	920356	M	0.559	0.526	0.203	0.506	0.143
10+ Years	2016	920358	E	0.377	0.495	0.203	0.5	0.143
10+ Years	2016	920360	M	0.462	0.526	0.203	0.506	0.143
10+ Years	2016	920362	E	0.579	0.495	0.203	0.5	0.143
10+ Years	2016	920364	E	0.5	0.495	0.203	0.5	0.143
10+ Years	2016	920368	H	0.624	0.527	0.203	0.534	0.143
10+ Years	2016	920369	E	0.413	0.495	0.203	0.5	0.143
10+ Years	2016	920370	M	0.356	0.526	0.203	0.506	0.143
10+ Years	2016	920376	E	0.293	0.495	0.203	0.5	0.143
10+ Years	2016	920380	E	0.511	0.495	0.203	0.5	0.143
10+ Years	2016	920384	E	0.4	0.495	0.203	0.5	0.143
10+ Years	2016	920388	M	0.537	0.526	0.203	0.506	0.143
10+ Years	2016	920390	E	0.727	0.495	0.203	0.5	0.143
10+ Years	2016	920391	M	0.507	0.526	0.203	0.506	0.143
10+ Years	2016	920393	E	0.473	0.495	0.203	0.5	0.143
10+ Years	2016	920394	M	0.576	0.526	0.203	0.506	0.143
10+ Years	2016	920396	E	0.479	0.495	0.203	0.5	0.143
10+ Years	2016	920398	E	0.589	0.495	0.203	0.5	0.143
10+ Years	2016	920399	M	0.512	0.526	0.203	0.506	0.143
10+ Years	2016	920400	M	0.346	0.526	0.203	0.506	0.143
10+ Years	2016	920402	M	0.576	0.526	0.203	0.506	0.143
10+ Years	2016	920403	E	0.38	0.495	0.203	0.5	0.143
10+ Years	2016	920404	M	0.435	0.526	0.203	0.506	0.143
10+ Years	2016	920408	M	0.606	0.526	0.203	0.506	0.143
10+ Years	2016	920410	M	0.5	0.526	0.203	0.506	0.143
10+ Years	2016	920411	H	0.574	0.527	0.203	0.534	0.143
10+ Years	2016	920412	H	0.55	0.527	0.203	0.534	0.143
10+ Years	2016	920413	E	0.527	0.495	0.203	0.5	0.143
10+ Years	2016	920414	E	0.5	0.495	0.203	0.5	0.143
10+ Years	2016	920415	E	0.46	0.495	0.203	0.5	0.143
10+ Years	2016	920416	E	0.391	0.495	0.203	0.5	0.143
10+ Years	2016	920417	E	0.465	0.495	0.203	0.5	0.143
10+ Years	2016	920420	E	0.638	0.495	0.203	0.5	0.143
10+ Years	2016	920424	M	0.704	0.526	0.203	0.506	0.143
10+ Years	2016	920428	H	0.471	0.527	0.203	0.534	0.143
10+ Years	2016	920436	H	0.58	0.527	0.203	0.534	0.143
10+ Years	2016	920438	M	0.684	0.526	0.203	0.506	0.143
10+ Years	2016	920439	E	0.473	0.495	0.203	0.5	0.143
10+ Years	2016	920440	E	0.289	0.495	0.203	0.5	0.143
10+ Years	2016	920441	H	0.474	0.527	0.203	0.534	0.143
10+ Years	2016	920442	I	0.386	0.438	0.203	0.491	0.143
10+ Years	2016	920443	E	0.438	0.495	0.203	0.5	0.143
10+ Years	2016	920444	M	0.703	0.526	0.203	0.506	0.143
10+ Years	2016	920445	H	0.481	0.527	0.203	0.534	0.143
10+ Years	2016	920446	E	0.418	0.495	0.203	0.5	0.143
10+ Years	2016	920447	E	0.507	0.495	0.203	0.5	0.143
10+ Years	2016	920448	E	0.393	0.495	0.203	0.5	0.143
10+ Years	2016	920449	E	0.673	0.495	0.203	0.5	0.143
10+ Years	2016	920450	M	0.616	0.526	0.203	0.506	0.143
10+ Years	2016	920451	E	0.567	0.495	0.203	0.5	0.143
10+ Years	2016	920452	E	0.5	0.495	0.203	0.5	0.143
10+ Years	2016	920453	E	0.765	0.495	0.203	0.5	0.143
10+ Years	2016	920454	E	0.679	0.495	0.203	0.5	0.143
10+ Years	2016	920455	H	0.483	0.527	0.203	0.534	0.143
10+ Years	2016	920456	E	0.6	0.495	0.203	0.5	0.143
10+ Years	2016	920457	E	0.577	0.495	0.203	0.5	0.143
10+ Years	2016	920458	M	0.482	0.526	0.203	0.506	0.143
10+ Years	2016	920460	E	0.429	0.495	0.203	0.5	0.143
10+ Years	2016	920464	E	0.436	0.495	0.203	0.5	0.143
10+ Years	2016	920466	H	0.288	0.527	0.203	0.534	0.143
10+ Years	2016	920467	E	0.533	0.495	0.203	0.5	0.143
10+ Years	2016	920468	E	0.58	0.495	0.203	0.5	0.143
10+ Years	2016	920469	E	0.474	0.495	0.203	0.5	0.143
10+ Years	2016	920470	E	0.412	0.495	0.203	0.5	0.143
10+ Years	2016	920471	M	0.478	0.526	0.203	0.506	0.143
10+ Years	2016	920472	M	0.472	0.526	0.203	0.506	0.143
10+ Years	2016	920473	H	0.558	0.527	0.203	0.534	0.143
10+ Years	2016	920474	E	0.531	0.495	0.203	0.5	0.143
10+ Years	2016	920476	E	0.366	0.495	0.203	0.5	0.143
10+ Years	2016	920480	E	0.58	0.495	0.203	0.5	0.143
10+ Years	2016	920484	M	0.5	0.526	0.203	0.506	0.143
10+ Years	2016	920488	E	0.341	0.495	0.203	0.5	0.143
10+ Years	2016	920492	M	0.573	0.526	0.203	0.506	0.143
10+ Years	2016	920494	E	0.633	0.495	0.203	0.5	0.143
10+ Years	2016	920495	H	0.5	0.527	0.203	0.534	0.143
10+ Years	2016	920496	E	0.455	0.495	0.203	0.5	0.143
10+ Years	2016	920500	H	0.439	0.527	0.203	0.534	0.143
10+ Years	2016	920501	E	0.431	0.495	0.203	0.5	0.143
10+ Years	2016	920502	M	0.34	0.526	0.203	0.506	0.143
10+ Years	2016	920504	E	0.5	0.495	0.203	0.5	0.143
10+ Years	2016	920506	M	0.436	0.526	0.203	0.506	0.143
10+ Years	2016	920508	I	0.531	0.438	0.203	0.491	0.143
10+ Years	2016	920512	M	0.732	0.526	0.203	0.506	0.143
10+ Years	2016	920514	E	0.712	0.495	0.203	0.5	0.143
10+ Years	2016	920516	E	0.413	0.495	0.203	0.5	0.143
10+ Years	2016	920520	E	0.568	0.495	0.203	0.5	0.143
10+ Years	2016	920522	E	0.54	0.495	0.203	0.5	0.143
10+ Years	2016	920523	E	0.446	0.495	0.203	0.5	0.143
10+ Years	2016	920524	E	0.538	0.495	0.203	0.5	0.143
10+ Years	2016	920525	E	0.464	0.495	0.203	0.5	0.143
10+ Years	2016	920526	H	0.452	0.527	0.203	0.534	0.143
10+ Years	2016	920528	H	0.581	0.527	0.203	0.534	0.143
10+ Years	2016	920530	E	0.383	0.495	0.203	0.5	0.143
10+ Years	2016	920531	E	0.625	0.495	0.203	0.5	0.143
10+ Years	2016	920532	E	0.529	0.495	0.203	0.5	0.143
10+ Years	2016	920536	E	0.514	0.495	0.203	0.5	0.143
10+ Years	2016	920540	E	0.711	0.495	0.203	0.5	0.143
10+ Years	2016	920542	E	0.447	0.495	0.203	0.5	0.143
10+ Years	2016	920543	E	0.464	0.495	0.203	0.5	0.143
10+ Years	2016	920544	E	0.58	0.495	0.203	0.5	0.143
10+ Years	2016	920545	M	0.538	0.526	0.203	0.506	0.143
10+ Years	2016	920546	H	0.374	0.527	0.203	0.534	0.143
10+ Years	2016	920548	E	0.538	0.495	0.203	0.5	0.143
10+ Years	2016	920550	E	0.543	0.495	0.203	0.5	0.143
10+ Years	2016	920551	M	0.548	0.526	0.203	0.506	0.143
10+ Years	2016	920552	H	0.5	0.527	0.203	0.534	0.143
10+ Years	2016	920554	E	0.447	0.495	0.203	0.5	0.143
10+ Years	2016	920557	E	0.511	0.495	0.203	0.5	0.143
10+ Years	2016	920560	E	0.549	0.495	0.203	0.5	0.143
10+ Years	2016	920562	H	0.5	0.527	0.203	0.534	0.143
10+ Years	2016	920564	E	0.273	0.495	0.203	0.5	0.143
10+ Years	2016	920568	E	0.441	0.495	0.203	0.5	0.143
10+ Years	2016	920569	E	0.4	0.495	0.203	0.5	0.143
10+ Years	2016	920570	E	0.535	0.495	0.203	0.5	0.143
10+ Years	2016	920571	E	0.627	0.495	0.203	0.5	0.143
10+ Years	2016	920572	E	0.571	0.495	0.203	0.5	0.143
10+ Years	2016	920576	E	0.486	0.495	0.203	0.5	0.143
10+ Years	2016	920580	E	0.659	0.495	0.203	0.5	0.143
10+ Years	2016	920581	H	0.75	0.527	0.203	0.534	0.143
10+ Years	2016	920582	H	0.4	0.527	0.203	0.534	0.143
10+ Years	2016	920583	H	0.733	0.527	0.203	0.534	0.143
10+ Years	2016	920584	E	0.595	0.495	0.203	0.5	0.143
10+ Years	2016	920585	T	0.368	0.479	0.203	0.518	0.143
10+ Years	2016	920586	T	0.625	0.479	0.203	0.518	0.143
10+ Years	2016	920588	H	0.678	0.527	0.203	0.534	0.143
10+ Years	2016	920592	M	0.554	0.526	0.203	0.506	0.143
10+ Years	2016	920593	E	0.694	0.495	0.203	0.5	0.143
10+ Years	2016	920594	M	0.613	0.526	0.203	0.506	0.143
10+ Years	2016	920595	H	0.595	0.527	0.203	0.534	0.143
10+ Years	2016	920596	E	0.556	0.495	0.203	0.5	0.143
10+ Years	2016	920597	E	0.463	0.495	0.203	0.5	0.143
10+ Years	2016	920598	E	0.547	0.495	0.203	0.5	0.143
10+ Years	2016	920599	E	0.434	0.495	0.203	0.5	0.143
10+ Years	2016	920600	E	0.575	0.495	0.203	0.5	0.143
10+ Years	2016	920601	M	0.357	0.526	0.203	0.506	0.143
10+ Years	2016	920604	M	0.473	0.526	0.203	0.506	0.143
10+ Years	2016	920606	E	0.557	0.495	0.203	0.5	0.143
10+ Years	2016	920607	M	0.655	0.526	0.203	0.506	0.143
10+ Years	2016	920608	M	0.446	0.526	0.203	0.506	0.143
10+ Years	2016	920616	E	0.245	0.495	0.203	0.5	0.143
10+ Years	2016	920618	E	0.5	0.495	0.203	0.5	0.143
10+ Years	2016	920620	E	0.415	0.495	0.203	0.5	0.143
10+ Years	2016	920624	E	0.591	0.495	0.203	0.5	0.143
10+ Years	2016	920626	E	0.489	0.495	0.203	0.5	0.143
10+ Years	2016	920628	E	0.342	0.495	0.203	0.5	0.143
10+ Years	2016	920632	E	0.638	0.495	0.203	0.5	0.143
10+ Years	2016	920636	M	0.689	0.526	0.203	0.506	0.143
10+ Years	2016	92B000	I				0.491	0.143
10+ Years	2016	92D000	I				0.491	0.143
10+ Years	2016	92E000	I				0.491	0.143
10+ Years	2016	92F000	A				0.547	0.143
10+ Years	2016	92G000	A				0.547	0.143
10+ Years	2016	92K000	H				0.534	0.143
10+ Years	2016	92L000	E				0.5	0.143
10+ Years	2016	92M000	I				0.491	0.143
10+ Years	2016	92N000	I				0.491	0.143
10+ Years	2016	92P000	T				0.518	0.143
10+ Years	2016	92Q000	E				0.5	0.143
10+ Years	2016	92R000	I				0.491	0.143
10+ Years	2016	92S000	I				0.491	0.143
10+ Years	2016	92T000	I				0.491	0.143
10+ Years	2016	92U000	H				0.534	0.143
10+ Years	2016	92V000	E				0.5	0.143
10+ Years	2016	92W000	I				0.491	0.143
10+ Years	2016	92Y000	I				0.491	0.143
10+ Years	2016	930330	E	0.4	0.474	0.125	0.5	0.143
10+ Years	2016	930340	I	0.29	0.29	0.125	0.491	0.143
10+ Years	2016	930344	E	0.5	0.474	0.125	0.5	0.143
10+ Years	2016	930348	E	0.556	0.474	0.125	0.5	0.143
10+ Years	2016	930352	H	0.483	0.417	0.125	0.534	0.143
10+ Years	2016	930354	M	0.692	0.692	0.125	0.506	0.143
10+ Years	2016	930360	H	0.429	0.417	0.125	0.534	0.143
10+ Years	2016	930700	H	0.25	0.417	0.125	0.534	0.143
10+ Years	2016	93A000	A				0.547	0.143
10+ Years	2016	93J000	E				0.5	0.143
10+ Years	2016	940306	E	0.563	0.473	0	0.5	0.143
10+ Years	2016	940308	T	0.5	0.5	0	0.518	0.143
10+ Years	2016	940314	E	0.436	0.473	0	0.5	0.143
10+ Years	2016	940316	H	0.462	0.462	0	0.534	0.143
10+ Years	2016	940328	M	0.3	0.3	0	0.506	0.143
10+ Years	2016	94Z000	H				0.534	0.143
10+ Years	2016	950308	I	0.333	0.559	0.222	0.491	0.143
10+ Years	2016	950312	I	0.633	0.559	0.222	0.491	0.143
10+ Years	2016	950316	I	0.63	0.559	0.222	0.491	0.143
10+ Years	2016	950320	I	0.688	0.559	0.222	0.491	0.143
10+ Years	2016	950322	I	0.507	0.559	0.222	0.491	0.143
10+ Years	2016	950324	I	0.3	0.559	0.222	0.491	0.143
10+ Years	2016	950328	I	0.667	0.559	0.222	0.491	0.143
10+ Years	2016	950332	I	0.586	0.559	0.222	0.491	0.143
10+ Years	2016	950336	H	0.569	0.569	0.222	0.534	0.143
10+ Years	2016	950338	H		0.569	0.222	0.534	0.143
10+ Years	2016	95A000	I				0.491	0.143
10+ Years	2016	960312	M	0.367	0.518	0.242	0.506	0.143
10+ Years	2016	960314	E	0.491	0.576	0.242	0.5	0.143
10+ Years	2016	960316	E	0.692	0.576	0.242	0.5	0.143
10+ Years	2016	960318	E	0.739	0.576	0.242	0.5	0.143
10+ Years	2016	960324	H	0.616	0.609	0.242	0.534	0.143
10+ Years	2016	960326	M	0.366	0.518	0.242	0.506	0.143
10+ Years	2016	960329	E	0.565	0.576	0.242	0.5	0.143
10+ Years	2016	960330	H	0.696	0.609	0.242	0.534	0.143
10+ Years	2016	960331	M	0.541	0.518	0.242	0.506	0.143
10+ Years	2016	960332	A	0.625	0.577	0.242	0.547	0.143
10+ Years	2016	960334	E	0.65	0.576	0.242	0.5	0.143
10+ Years	2016	960335	H	0.447	0.609	0.242	0.534	0.143
10+ Years	2016	960336	E	0.563	0.576	0.242	0.5	0.143
10+ Years	2016	960338	M	0.48	0.518	0.242	0.506	0.143
10+ Years	2016	960340	M	0.733	0.518	0.242	0.506	0.143
10+ Years	2016	960344	E	0.619	0.576	0.242	0.5	0.143
10+ Years	2016	960348	M	0.621	0.518	0.242	0.506	0.143
10+ Years	2016	960360	M	0.518	0.518	0.242	0.506	0.143
10+ Years	2016	960370	E	0.605	0.576	0.242	0.5	0.143
10+ Years	2016	960372	H	0.722	0.609	0.242	0.534	0.143
10+ Years	2016	960374	M	0.692	0.518	0.242	0.506	0.143
10+ Years	2016	960376	E	0.722	0.576	0.242	0.5	0.143
10+ Years	2016	960380	H	0.563	0.609	0.242	0.534	0.143
10+ Years	2016	960382	E	0.55	0.576	0.242	0.5	0.143
10+ Years	2016	960386	H	0.513	0.609	0.242	0.534	0.143
10+ Years	2016	960387	M	0.424	0.518	0.242	0.506	0.143
10+ Years	2016	960388	E	0.486	0.576	0.242	0.5	0.143
10+ Years	2016	960390	E	0.429	0.576	0.242	0.5	0.143
10+ Years	2016	960450	E	0.707	0.576	0.242	0.5	0.143
10+ Years	2016	960454	E	0.468	0.576	0.242	0.5	0.143
10+ Years	2016	960488	A	0.5	0.577	0.242	0.547	0.143
10+ Years	2016	960490	H	0.833	0.609	0.242	0.534	0.143
10+ Years	2016	960700	T	0.4	0.4	0.242	0.518	0.143
10+ Years	2016	96C000	E				0.5	0.143
10+ Years	2016	96F000	E				0.5	0.143
10+ Years	2016	970308	E	0.455	0.436	0.091	0.5	0.143
10+ Years	2016	970310	E	0.313	0.436	0.091	0.5	0.143
10+ Years	2016	970312	E	0.321	0.436	0.091	0.5	0.143
10+ Years	2016	970315	M	0.558	0.517	0.091	0.506	0.143
10+ Years	2016	970320	H	0.471	0.541	0.091	0.534	0.143
10+ Years	2016	970322	M	0.63	0.517	0.091	0.506	0.143
10+ Years	2016	970337	E	0.519	0.436	0.091	0.5	0.143
10+ Years	2016	970340	E	0.375	0.436	0.091	0.5	0.143
10+ Years	2016	970344	E	0.625	0.436	0.091	0.5	0.143
10+ Years	2016	970348	E	0.441	0.436	0.091	0.5	0.143
10+ Years	2016	970352	E	0.433	0.436	0.091	0.5	0.143
10+ Years	2016	970356	H	0.532	0.541	0.091	0.534	0.143
10+ Years	2016	970358	M	0.4	0.517	0.091	0.506	0.143
10+ Years	2016	970360	E	0.45	0.436	0.091	0.5	0.143
10+ Years	2016	970368	E	0.353	0.436	0.091	0.5	0.143
10+ Years	2016	970370	E	0.429	0.436	0.091	0.5	0.143
10+ Years	2016	970376	E	0.5	0.436	0.091	0.5	0.143
10+ Years	2016	970388	H	0.63	0.541	0.091	0.534	0.143
10+ Years	2016	970389	M	0.5	0.517	0.091	0.506	0.143
10+ Years	2016	970390	H	0.542	0.541	0.091	0.534	0.143
10+ Years	2016	970392	E	0.4	0.436	0.091	0.5	0.143
10+ Years	2016	970393	H	0.4	0.541	0.091	0.534	0.143
10+ Years	2016	97D000	I				0.491	0.143
10+ Years	2016	980306	T	1	1	0.08	0.518	0.143
10+ Years	2016	980308	E	0.52	0.593	0.08	0.5	0.143
10+ Years	2016	980317	M	0.4	0.478	0.08	0.506	0.143
10+ Years	2016	980318	H	0.589	0.633	0.08	0.534	0.143
10+ Years	2016	980320	E	0.565	0.593	0.08	0.5	0.143
10+ Years	2016	980324	M	0.667	0.478	0.08	0.506	0.143
10+ Years	2016	980336	H	0.75	0.633	0.08	0.534	0.143
10+ Years	2016	980338	M	0.556	0.478	0.08	0.506	0.143
10+ Years	2016	980340	E	0.611	0.593	0.08	0.5	0.143
10+ Years	2016	980342	H	0.59	0.633	0.08	0.534	0.143
10+ Years	2016	980344	E	0.643	0.593	0.08	0.5	0.143
10+ Years	2016	980348	E	0.571	0.593	0.08	0.5	0.143
10+ Years	2016	980352	E	0.545	0.593	0.08	0.5	0.143
10+ Years	2016	980356	E	0.536	0.593	0.08	0.5	0.143
10+ Years	2016	980357	E	0.478	0.593	0.08	0.5	0.143
10+ Years	2016	980360	E	0.786	0.593	0.08	0.5	0.143
10+ Years	2016	980364	E	0.724	0.593	0.08	0.5	0.143
10+ Years	2016	980380	M	0.5	0.478	0.08	0.506	0.143
10+ Years	2016	980384	M	0.385	0.478	0.08	0.506	0.143
10+ Years	2016	980388	E	0.529	0.593	0.08	0.5	0.143
10+ Years	2016	980390	M	0.367	0.478	0.08	0.506	0.143
10+ Years	2016	980392	E	0.615	0.593	0.08	0.5	0.143
10+ Years	2016	980396	E	0.5	0.593	0.08	0.5	0.143
10+ Years	2016	980398	H	0.364	0.633	0.08	0.534	0.143
10+ Years	2016	980400	E	0.583	0.593	0.08	0.5	0.143
10+ Years	2016	98A000	I				0.491	0.143
10+ Years	2016	98B000	I				0.491	0.143
10+ Years	2016	990304	A	0.769	0.703	0.286	0.547	0.143
10+ Years	2016	990308	I	0.5	0.565	0.286	0.491	0.143
10+ Years	2016	990312	E	0.579	0.595	0.286	0.5	0.143
10+ Years	2016	990316	E	0.5	0.595	0.286	0.5	0.143
10+ Years	2016	990320	E	0.875	0.595	0.286	0.5	0.143
10+ Years	2016	990321	M	0.552	0.623	0.286	0.506	0.143
10+ Years	2016	990322	H	0.633	0.582	0.286	0.534	0.143
10+ Years	2016	990324	E	0.318	0.595	0.286	0.5	0.143
10+ Years	2016	990325	M	0.708	0.623	0.286	0.506	0.143
10+ Years	2016	990326	H	0.524	0.582	0.286	0.534	0.143
10+ Years	2016	990328	E	0.692	0.595	0.286	0.5	0.143
10+ Years	2016	990332	H	0.5	0.582	0.286	0.534	0.143
10+ Years	2016	990336	I	0.595	0.565	0.286	0.491	0.143
10+ Years	2016	990340	A	0.545	0.703	0.286	0.547	0.143
10+ Years	2016	995304	E	0.333	0.5	0.25	0.5	0.143
10+ Years	2016	995308	E	0.4	0.5	0.25	0.5	0.143
10+ Years	2016	995312	E	0.462	0.5	0.25	0.5	0.143
10+ Years	2016	995316	M	0.636	0.532	0.25	0.506	0.143
10+ Years	2016	995320	E	0.625	0.5	0.25	0.5	0.143
10+ Years	2016	995324	M	0.44	0.532	0.25	0.506	0.143
10+ Years	2016	995328	E	0.6	0.5	0.25	0.5	0.143
10+ Years	2016	995330	H	0.596	0.596	0.25	0.534	0.143
10+ Years	2016	995336	E	0.625	0.5	0.25	0.5	0.143
4-10 Years	2016	010LEA	A		0.182	0.417	0.226	0.427
4-10 Years	2016	010LEA	E		0.256	0.417	0.273	0.427
4-10 Years	2016	010LEA	H		0.24	0.417	0.235	0.427
4-10 Years	2016	010LEA	M		0.29	0.417	0.251	0.427
4-10 Years	2016	020LEA	E		0.226	0.3	0.273	0.427
4-10 Years	2016	020LEA	H		0.276	0.3	0.235	0.427
4-10 Years	2016	020LEA	M		0.176	0.3	0.251	0.427
4-10 Years	2016	030LEA	H		0.162	0.25	0.235	0.427
4-10 Years	2016	030LEA	I		0.286	0.25	0.254	0.427
4-10 Years	2016	040LEA	E		0.239	0.182	0.273	0.427
4-10 Years	2016	040LEA	H		0.154	0.182	0.235	0.427
4-10 Years	2016	040LEA	M		0.231	0.182	0.251	0.427
4-10 Years	2016	040LEA	T			0.182	0.229	0.427
4-10 Years	2016	050LEA	E		0.262	0.4	0.273	0.427
4-10 Years	2016	050LEA	H		0.182	0.4	0.235	0.427
4-10 Years	2016	050LEA	M		0.308	0.4	0.251	0.427
4-10 Years	2016	060LEA	E		0.183	0.778	0.273	0.427
4-10 Years	2016	060LEA	H		0.174	0.778	0.235	0.427
4-10 Years	2016	060LEA	M		0.256	0.778	0.251	0.427
4-10 Years	2016	060LEA	T		0.2	0.778	0.229	0.427
4-10 Years	2016	070LEA	E		0.31	0.571	0.273	0.427
4-10 Years	2016	070LEA	H		0.252	0.571	0.235	0.427
4-10 Years	2016	070LEA	I		0.163	0.571	0.254	0.427
4-10 Years	2016	070LEA	M		0.183	0.571	0.251	0.427
4-10 Years	2016	070LEA	T		0.143	0.571	0.229	0.427
4-10 Years	2016	080LEA	E		0.195	0.375	0.273	0.427
4-10 Years	2016	080LEA	H		0.245	0.375	0.235	0.427
4-10 Years	2016	080LEA	M		0.097	0.375	0.251	0.427
4-10 Years	2016	080LEA	T			0.375	0.229	0.427
4-10 Years	2016	090LEA	E		0.208	0.462	0.273	0.427
4-10 Years	2016	090LEA	H		0.154	0.462	0.235	0.427
4-10 Years	2016	090LEA	I		0.333	0.462	0.254	0.427
4-10 Years	2016	090LEA	M		0.238	0.462	0.251	0.427
4-10 Years	2016	090LEA	T			0.462	0.229	0.427
4-10 Years	2016	100LEA	E		0.221	0.368	0.273	0.427
4-10 Years	2016	100LEA	H		0.205	0.368	0.235	0.427
4-10 Years	2016	100LEA	I		0.216	0.368	0.254	0.427
4-10 Years	2016	100LEA	M		0.236	0.368	0.251	0.427
4-10 Years	2016	100LEA	T		0.524	0.368	0.229	0.427
4-10 Years	2016	110LEA	E		0.274	0.442	0.273	0.427
4-10 Years	2016	110LEA	H		0.284	0.442	0.235	0.427
4-10 Years	2016	110LEA	M		0.234	0.442	0.251	0.427
4-10 Years	2016	111LEA	E		0.316	0.75	0.273	0.427
4-10 Years	2016	111LEA	H		0.193	0.75	0.235	0.427
4-10 Years	2016	111LEA	M		0.224	0.75	0.251	0.427
4-10 Years	2016	111LEA	T			0.75	0.229	0.427
4-10 Years	2016	120LEA	A		0.231	0.37	0.226	0.427
4-10 Years	2016	120LEA	E		0.237	0.37	0.273	0.427
