Experience	year	unit_code	category_cd	pct_tch	lea_pct_tch	lea_pct_prin	st_pct_tch	st_pct_prin
4-10 Years	2014	800348	E	0.231	0.276	0.314	0.291	0.418
4-10 Years	2014	800352	E	0.269	0.276	0.314	0.291	0.418
4-10 Years	2014	800356	E	0.258	0.276	0.314	0.291	0.418
4-10 Years	2014	800358	E	0.419	0.276	0.314	0.291	0.418
4-10 Years	2014	800359	E	0.229	0.276	0.314	0.291	0.418
4-10 Years	2014	800360	E	0.265	0.276	0.314	0.291	0.418
4-10 Years	2014	800361	H	0.333	0.279	0.314	0.251	0.418
4-10 Years	2014	800362	E	0.34	0.276	0.314	0.291	0.418
4-10 Years	2014	800363	M	0.333	0.212	0.314	0.274	0.418
4-10 Years	2014	800364	E	0.316	0.276	0.314	0.291	0.418
4-10 Years	2014	800366	E	0.216	0.276	0.314	0.291	0.418
4-10 Years	2014	800368	E	0.231	0.276	0.314	0.291	0.418
4-10 Years	2014	800372	E	0.429	0.276	0.314	0.291	0.418
4-10 Years	2014	800373	E	0.229	0.276	0.314	0.291	0.418
4-10 Years	2014	800376	H	0.298	0.279	0.314	0.251	0.418
4-10 Years	2014	800377	M	0.2	0.212	0.314	0.274	0.418
4-10 Years	2014	800392	E	0.323	0.276	0.314	0.291	0.418
4-10 Years	2014	800394	H	0.375	0.279	0.314	0.251	0.418
4-10 Years	2014	800396	H	0.259	0.279	0.314	0.251	0.418
4-10 Years	2014	800398	M	0.229	0.212	0.314	0.274	0.418
4-10 Years	2014	800400	H	0.15	0.279	0.314	0.251	0.418
4-10 Years	2014	800408	H	0.323	0.279	0.314	0.251	0.418
4-10 Years	2014	800410	M	0.2	0.212	0.314	0.274	0.418
4-10 Years	2014	800412	E	0.222	0.276	0.314	0.291	0.418
4-10 Years	2014	810324	H	0.102	0.189	0.611	0.251	0.418
4-10 Years	2014	810326	M	0.293	0.246	0.611	0.274	0.418
4-10 Years	2014	810328	E	0.304	0.276	0.611	0.291	0.418
4-10 Years	2014	810336	E	0.333	0.276	0.611	0.291	0.418
4-10 Years	2014	810340	H	0.271	0.189	0.611	0.251	0.418
4-10 Years	2014	810342	M	0.231	0.246	0.611	0.274	0.418
4-10 Years	2014	810344	E	0.205	0.276	0.611	0.291	0.418
4-10 Years	2014	810350	E	0.52	0.276	0.611	0.291	0.418
4-10 Years	2014	810360	E	0.161	0.276	0.611	0.291	0.418
4-10 Years	2014	810364	E	0.278	0.276	0.611	0.291	0.418
4-10 Years	2014	810370	E	0.273	0.276	0.611	0.291	0.418
4-10 Years	2014	810378	M	0.214	0.246	0.611	0.274	0.418
4-10 Years	2014	810384	H	0.197	0.189	0.611	0.251	0.418
4-10 Years	2014	810385	H	0.167	0.189	0.611	0.251	0.418
4-10 Years	2014	810386	T	0.083	0.083	0.611	0.257	0.418
4-10 Years	2014	810388	E	0.217	0.276	0.611	0.291	0.418
4-10 Years	2014	810396	E	0.286	0.276	0.611	0.291	0.418
4-10 Years	2014	810400	E	0.222	0.276	0.611	0.291	0.418
4-10 Years	2014	81A000	A				0.25	0.418
4-10 Years	2014	81B000	A				0.25	0.418
4-10 Years	2014	820312	E	0.385	0.301	0.333	0.291	0.418
4-10 Years	2014	820320	E	0.31	0.301	0.333	0.291	0.418
4-10 Years	2014	820324	H	0.182	0.289	0.333	0.251	0.418
4-10 Years	2014	820340	E	0.321	0.301	0.333	0.291	0.418
4-10 Years	2014	820346	E	0.389	0.301	0.333	0.291	0.418
4-10 Years	2014	820347	M	0.267	0.288	0.333	0.274	0.418
4-10 Years	2014	820348	H	0.333	0.289	0.333	0.251	0.418
4-10 Years	2014	820349	H	0.361	0.289	0.333	0.251	0.418
4-10 Years	2014	820350	E	0.257	0.301	0.333	0.291	0.418
4-10 Years	2014	820352	H	0.289	0.289	0.333	0.251	0.418
4-10 Years	2014	820354	M	0.341	0.288	0.333	0.274	0.418
4-10 Years	2014	820364	E	0.286	0.301	0.333	0.291	0.418
4-10 Years	2014	820370	M	0.25	0.288	0.333	0.274	0.418
4-10 Years	2014	820372	M	0.276	0.288	0.333	0.274	0.418
4-10 Years	2014	820376	E	0.367	0.301	0.333	0.291	0.418
4-10 Years	2014	820384	E	0.2	0.301	0.333	0.291	0.418
4-10 Years	2014	820385	E	0.211	0.301	0.333	0.291	0.418
4-10 Years	2014	820388	H	0.211	0.289	0.333	0.251	0.418
4-10 Years	2014	821304	E	0.323	0.308	0.4	0.291	0.418
4-10 Years	2014	821308	H	0.196	0.196	0.4	0.251	0.418
4-10 Years	2014	821316	E	0.349	0.308	0.4	0.291	0.418
4-10 Years	2014	821320	M	0.235	0.235	0.4	0.274	0.418
4-10 Years	2014	821330	E	0.233	0.308	0.4	0.291	0.418
4-10 Years	2014	830304	M	0.2	0.194	0.214	0.274	0.418
4-10 Years	2014	830312	E	0.273	0.236	0.214	0.291	0.418
4-10 Years	2014	830316	T	0.125	0.125	0.214	0.257	0.418
4-10 Years	2014	830320	E	0.276	0.236	0.214	0.291	0.418
4-10 Years	2014	830328	E	0.194	0.236	0.214	0.291	0.418
4-10 Years	2014	830336	E	0.16	0.236	0.214	0.291	0.418
4-10 Years	2014	830343	H	0.245	0.236	0.214	0.251	0.418
4-10 Years	2014	830344	E	0.231	0.236	0.214	0.291	0.418
4-10 Years	2014	830348	H	0.125	0.236	0.214	0.251	0.418
4-10 Years	2014	830349	M	0.156	0.194	0.214	0.274	0.418
4-10 Years	2014	830350	M	0.222	0.194	0.214	0.274	0.418
4-10 Years	2014	830356	E	0.172	0.236	0.214	0.291	0.418
4-10 Years	2014	830360	E	0.303	0.236	0.214	0.291	0.418
4-10 Years	2014	830364	E	0.28	0.236	0.214	0.291	0.418
4-10 Years	2014	840302	H	0.364	0.257	0.619	0.251	0.418
4-10 Years	2014	840303	M	0.258	0.324	0.619	0.274	0.418
4-10 Years	2014	840304	E	0.435	0.342	0.619	0.291	0.418
4-10 Years	2014	840308	E	0.286	0.342	0.619	0.291	0.418
4-10 Years	2014	840310	E	0.39	0.342	0.619	0.291	0.418
4-10 Years	2014	840312	E	0.333	0.342	0.619	0.291	0.418
4-10 Years	2014	840316	E	0.24	0.342	0.619	0.291	0.418
4-10 Years	2014	840320	E	0.185	0.342	0.619	0.291	0.418
4-10 Years	2014	840324	E	0.429	0.342	0.619	0.291	0.418
4-10 Years	2014	840328	M	0.306	0.324	0.619	0.274	0.418
4-10 Years	2014	840332	H	0.238	0.257	0.619	0.251	0.418
4-10 Years	2014	840336	E	0.52	0.342	0.619	0.291	0.418
4-10 Years	2014	840340	E	0.385	0.342	0.619	0.291	0.418
4-10 Years	2014	840344	E	0.333	0.342	0.619	0.291	0.418
4-10 Years	2014	840350	M	0.404	0.324	0.619	0.274	0.418
4-10 Years	2014	840356	H	0.194	0.257	0.619	0.251	0.418
4-10 Years	2014	840358	M	0.286	0.324	0.619	0.274	0.418
4-10 Years	2014	840360	E	0.2	0.342	0.619	0.291	0.418
4-10 Years	2014	840361	H	0.286	0.257	0.619	0.251	0.418
4-10 Years	2014	840368	H	0.204	0.257	0.619	0.251	0.418
4-10 Years	2014	840370	H	0.455	0.257	0.619	0.251	0.418
4-10 Years	2014	84B000	H				0.251	0.418
4-10 Years	2014	850304	M	0.28	0.257	0.4	0.274	0.418
4-10 Years	2014	850308	E	0.333	0.34	0.4	0.291	0.418
4-10 Years	2014	850312	E	0.385	0.34	0.4	0.291	0.418
4-10 Years	2014	850314	E	0.059	0.34	0.4	0.291	0.418
4-10 Years	2014	850316	E	0.444	0.34	0.4	0.291	0.418
4-10 Years	2014	850320	E	0.467	0.34	0.4	0.291	0.418
4-10 Years	2014	850324	T	0.2	0.2	0.4	0.257	0.418
4-10 Years	2014	850328	E	0.222	0.34	0.4	0.291	0.418
4-10 Years	2014	850332	H	0.216	0.258	0.4	0.251	0.418
4-10 Years	2014	850336	E	0.231	0.34	0.4	0.291	0.418
4-10 Years	2014	850338	M	0.125	0.257	0.4	0.274	0.418
4-10 Years	2014	850340	E	0.333	0.34	0.4	0.291	0.418
4-10 Years	2014	850342	E	0.31	0.34	0.4	0.291	0.418
4-10 Years	2014	850348	E	0.308	0.34	0.4	0.291	0.418
4-10 Years	2014	850350	M	0.323	0.257	0.4	0.274	0.418
4-10 Years	2014	850352	H	0.255	0.258	0.4	0.251	0.418
4-10 Years	2014	850354	E	0.412	0.34	0.4	0.291	0.418
4-10 Years	2014	850356	E	0.4	0.34	0.4	0.291	0.418
4-10 Years	2014	850358	H	0.258	0.258	0.4	0.251	0.418
4-10 Years	2014	850360	H	0.444	0.258	0.4	0.251	0.418
4-10 Years	2014	860302	E	0.192	0.299	0.526	0.291	0.418
4-10 Years	2014	860306	M	0.195	0.233	0.526	0.274	0.418
4-10 Years	2014	860308	E	0.32	0.299	0.526	0.291	0.418
4-10 Years	2014	860312	E	0.24	0.299	0.526	0.291	0.418
4-10 Years	2014	860316	H	0.357	0.266	0.526	0.251	0.418
4-10 Years	2014	860320	E	0.238	0.299	0.526	0.291	0.418
4-10 Years	2014	860324	E	0.257	0.299	0.526	0.291	0.418
4-10 Years	2014	860326	M	0.167	0.233	0.526	0.274	0.418
4-10 Years	2014	860330	M	0.286	0.233	0.526	0.274	0.418
4-10 Years	2014	860332	E	0.5	0.299	0.526	0.291	0.418
4-10 Years	2014	860336	H	0.224	0.266	0.526	0.251	0.418
4-10 Years	2014	860339	E	0.333	0.299	0.526	0.291	0.418
4-10 Years	2014	860340	M	0.294	0.233	0.526	0.274	0.418
4-10 Years	2014	860344	E	0.458	0.299	0.526	0.291	0.418
4-10 Years	2014	860348	E	0.263	0.299	0.526	0.291	0.418
4-10 Years	2014	860352	H	0.234	0.266	0.526	0.251	0.418
4-10 Years	2014	860354	H	0.273	0.266	0.526	0.251	0.418
4-10 Years	2014	860356	E	0.35	0.299	0.526	0.291	0.418
4-10 Years	2014	860360	E	0.231	0.299	0.526	0.291	0.418
4-10 Years	2014	861304	E	0.386	0.386	0.333	0.291	0.418
4-10 Years	2014	861308	H	0.267	0.267	0.333	0.251	0.418
4-10 Years	2014	861312	M	0.357	0.357	0.333	0.274	0.418
4-10 Years	2014	862308	E	0.276	0.185	0.25	0.291	0.418
4-10 Years	2014	862310	E	0.08	0.185	0.25	0.291	0.418
4-10 Years	2014	862312	H	0.179	0.179	0.25	0.251	0.418
4-10 Years	2014	862316	M	0.267	0.267	0.25	0.274	0.418
4-10 Years	2014	86T000	I				0.278	0.418
4-10 Years	2014	870314	H	0.093	0.093	0.25	0.251	0.418
4-10 Years	2014	870318	I	0.316	0.316	0.25	0.278	0.418
4-10 Years	2014	870320	E	0.346	0.358	0.25	0.291	0.418
4-10 Years	2014	870324	E	0.37	0.358	0.25	0.291	0.418
4-10 Years	2014	87A000	I				0.278	0.418
4-10 Years	2014	880304	E	0.275	0.243	0.333	0.291	0.418
4-10 Years	2014	880308	H	0.22	0.244	0.333	0.251	0.418
4-10 Years	2014	880312	M	0.273	0.299	0.333	0.274	0.418
4-10 Years	2014	880318	E	0.294	0.243	0.333	0.291	0.418
4-10 Years	2014	880320	T	0	0	0.333	0.257	0.418
4-10 Years	2014	880324	E	0.115	0.243	0.333	0.291	0.418
4-10 Years	2014	880328	H	0.29	0.244	0.333	0.251	0.418
4-10 Years	2014	880330	M	0.348	0.299	0.333	0.274	0.418
4-10 Years	2014	880336	E	0.273	0.243	0.333	0.291	0.418
4-10 Years	2014	88A000	I				0.278	0.418
4-10 Years	2014	890304	H	0.188	0.188	0	0.251	0.418
4-10 Years	2014	890306	M	0.5	0.5	0	0.274	0.418
4-10 Years	2014	890308	E	0.5	0.5	0	0.291	0.418
4-10 Years	2014	900302	E	0.383	0.308	0.538	0.291	0.418
4-10 Years	2014	900303	E	0.243	0.308	0.538	0.291	0.418
4-10 Years	2014	900304	E	0.274	0.308	0.538	0.291	0.418
4-10 Years	2014	900305	E	0.385	0.308	0.538	0.291	0.418
4-10 Years	2014	900306	E	0.444	0.308	0.538	0.291	0.418
4-10 Years	2014	900307	E	0.327	0.308	0.538	0.291	0.418
4-10 Years	2014	900308	M	0.309	0.283	0.538	0.274	0.418
4-10 Years	2014	900310	M	0.353	0.283	0.538	0.274	0.418
4-10 Years	2014	900311	H	0.261	0.241	0.538	0.251	0.418
4-10 Years	2014	900312	E	0.259	0.308	0.538	0.291	0.418
4-10 Years	2014	900314	M	0.271	0.283	0.538	0.274	0.418
4-10 Years	2014	900316	H	0.262	0.241	0.538	0.251	0.418
4-10 Years	2014	900318	E	0.533	0.308	0.538	0.291	0.418
4-10 Years	2014	900320	E	0.333	0.308	0.538	0.291	0.418
4-10 Years	2014	900328	E	0.396	0.308	0.538	0.291	0.418
4-10 Years	2014	900332	E	0.432	0.308	0.538	0.291	0.418
4-10 Years	2014	900334	E	0.122	0.308	0.538	0.291	0.418
4-10 Years	2014	900336	H	0.191	0.241	0.538	0.251	0.418
4-10 Years	2014	900340	E	0.45	0.308	0.538	0.291	0.418
4-10 Years	2014	900341	E	0.378	0.308	0.538	0.291	0.418
4-10 Years	2014	900342	H	0.26	0.241	0.538	0.251	0.418
4-10 Years	2014	900343	M	0.28	0.283	0.538	0.274	0.418
4-10 Years	2014	900344	H	0.236	0.241	0.538	0.251	0.418
4-10 Years	2014	900346	M	0.295	0.283	0.538	0.274	0.418
4-10 Years	2014	900347	E	0.359	0.308	0.538	0.291	0.418
4-10 Years	2014	900348	H	0.23	0.241	0.538	0.251	0.418
4-10 Years	2014	900350	M	0.264	0.283	0.538	0.274	0.418
4-10 Years	2014	900351	E	0.213	0.308	0.538	0.291	0.418
4-10 Years	2014	900352	E	0.321	0.308	0.538	0.291	0.418
4-10 Years	2014	900353	E	0.25	0.308	0.538	0.291	0.418
4-10 Years	2014	900354	E	0.091	0.308	0.538	0.291	0.418
4-10 Years	2014	900356	E	0.41	0.308	0.538	0.291	0.418
4-10 Years	2014	900358	E	0.375	0.308	0.538	0.291	0.418
4-10 Years	2014	900360	H	0.263	0.241	0.538	0.251	0.418
4-10 Years	2014	900362	M	0.194	0.283	0.538	0.274	0.418
4-10 Years	2014	900363	E	0.25	0.308	0.538	0.291	0.418
4-10 Years	2014	900364	E	0.242	0.308	0.538	0.291	0.418
4-10 Years	2014	900365	T	0.276	0.276	0.538	0.257	0.418
4-10 Years	2014	900366	H	0.255	0.241	0.538	0.251	0.418
4-10 Years	2014	900367	H	0.143	0.241	0.538	0.251	0.418
4-10 Years	2014	900368	E	0.295	0.308	0.538	0.291	0.418
4-10 Years	2014	900370	E	0.232	0.308	0.538	0.291	0.418
4-10 Years	2014	900372	E	0.286	0.308	0.538	0.291	0.418
4-10 Years	2014	900376	E	0.209	0.308	0.538	0.291	0.418
4-10 Years	2014	900377	H	0.311	0.241	0.538	0.251	0.418
4-10 Years	2014	900378	M	0.262	0.283	0.538	0.274	0.418
4-10 Years	2014	900380	E	0.267	0.308	0.538	0.291	0.418
4-10 Years	2014	900384	E	0.118	0.308	0.538	0.291	0.418
4-10 Years	2014	900388	E	0.41	0.308	0.538	0.291	0.418
4-10 Years	2014	900391	M	0.312	0.283	0.538	0.274	0.418
4-10 Years	2014	900392	A	0.308	0.308	0.538	0.25	0.418
4-10 Years	2014	900393	H	0.163	0.241	0.538	0.251	0.418
4-10 Years	2014	90A000	A				0.25	0.418
4-10 Years	2014	910304	E	0.345	0.29	0.563	0.291	0.418
4-10 Years	2014	910308	E	0.353	0.29	0.563	0.291	0.418
4-10 Years	2014	910311	E	0.229	0.29	0.563	0.291	0.418
4-10 Years	2014	910314	E	0.303	0.29	0.563	0.291	0.418
4-10 Years	2014	910316	M	0.157	0.19	0.563	0.274	0.418
4-10 Years	2014	910320	M	0.224	0.19	0.563	0.274	0.418
4-10 Years	2014	910340	E	0.2	0.29	0.563	0.291	0.418
4-10 Years	2014	910346	E	0.5	0.29	0.563	0.291	0.418
4-10 Years	2014	910356	E	0.083	0.29	0.563	0.291	0.418
4-10 Years	2014	910360	E	0.345	0.29	0.563	0.291	0.418
4-10 Years	2014	910364	H	0.288	0.25	0.563	0.251	0.418
4-10 Years	2014	910368	H	0.143	0.25	0.563	0.251	0.418
4-10 Years	2014	910370	H	0.217	0.25	0.563	0.251	0.418
4-10 Years	2014	910376	E	0.286	0.29	0.563	0.291	0.418
4-10 Years	2014	910380	E	0.267	0.29	0.563	0.291	0.418
4-10 Years	2014	910382	H	0.4	0.25	0.563	0.251	0.418
4-10 Years	2014	91A000	I				0.278	0.418
4-10 Years	2014	91B000	I				0.278	0.418
4-10 Years	2014	920302	E	0.328	0.313	0.45	0.291	0.418
4-10 Years	2014	920304	E	0.492	0.313	0.45	0.291	0.418
4-10 Years	2014	920306	E	0.404	0.313	0.45	0.291	0.418
4-10 Years	2014	920307	E	0.333	0.313	0.45	0.291	0.418
4-10 Years	2014	920308	E	0.196	0.313	0.45	0.291	0.418
4-10 Years	2014	920312	M	0.246	0.285	0.45	0.274	0.418
4-10 Years	2014	920316	H	0.189	0.27	0.45	0.251	0.418
4-10 Years	2014	920318	H	0.285	0.27	0.45	0.251	0.418
4-10 Years	2014	920320	E	0.306	0.313	0.45	0.291	0.418
4-10 Years	2014	920324	T	0.409	0.339	0.45	0.257	0.418
4-10 Years	2014	920325	E	0.404	0.313	0.45	0.291	0.418
4-10 Years	2014	920326	E	0.417	0.313	0.45	0.291	0.418
4-10 Years	2014	920327	E	0.375	0.313	0.45	0.291	0.418
4-10 Years	2014	920328	E	0.367	0.313	0.45	0.291	0.418
4-10 Years	2014	920329	E	0.222	0.313	0.45	0.291	0.418
4-10 Years	2014	920334	E	0.3	0.313	0.45	0.291	0.418
4-10 Years	2014	920336	E	0.381	0.313	0.45	0.291	0.418
4-10 Years	2014	920340	E	0.234	0.313	0.45	0.291	0.418
4-10 Years	2014	920342	E	0.393	0.313	0.45	0.291	0.418
4-10 Years	2014	920344	E	0.302	0.313	0.45	0.291	0.418
4-10 Years	2014	920348	H	0.215	0.27	0.45	0.251	0.418
4-10 Years	2014	920352	E	0.333	0.313	0.45	0.291	0.418
4-10 Years	2014	920356	M	0.192	0.285	0.45	0.274	0.418
4-10 Years	2014	920358	E	0.327	0.313	0.45	0.291	0.418
4-10 Years	2014	920360	M	0.242	0.285	0.45	0.274	0.418
4-10 Years	2014	920362	E	0.231	0.313	0.45	0.291	0.418
4-10 Years	2014	920364	E	0.25	0.313	0.45	0.291	0.418
4-10 Years	2014	920368	H	0.215	0.27	0.45	0.251	0.418
4-10 Years	2014	920369	E	0.263	0.313	0.45	0.291	0.418
4-10 Years	2014	920370	M	0.366	0.285	0.45	0.274	0.418
4-10 Years	2014	920376	E	0.371	0.313	0.45	0.291	0.418
4-10 Years	2014	920380	E	0.327	0.313	0.45	0.291	0.418
4-10 Years	2014	920384	E	0.241	0.313	0.45	0.291	0.418
4-10 Years	2014	920388	M	0.203	0.285	0.45	0.274	0.418
4-10 Years	2014	920390	E	0.226	0.313	0.45	0.291	0.418
4-10 Years	2014	920391	M	0.382	0.285	0.45	0.274	0.418
4-10 Years	2014	920393	E	0.327	0.313	0.45	0.291	0.418
4-10 Years	2014	920394	M	0.229	0.285	0.45	0.274	0.418
4-10 Years	2014	920396	E	0.333	0.313	0.45	0.291	0.418
4-10 Years	2014	920398	E	0.288	0.313	0.45	0.291	0.418
4-10 Years	2014	920399	M	0.28	0.285	0.45	0.274	0.418
4-10 Years	2014	920400	M	0.365	0.285	0.45	0.274	0.418
4-10 Years	2014	920402	M	0.321	0.285	0.45	0.274	0.418
4-10 Years	2014	920403	E	0.261	0.313	0.45	0.291	0.418
4-10 Years	2014	920404	M	0.321	0.285	0.45	0.274	0.418
4-10 Years	2014	920408	M	0.333	0.285	0.45	0.274	0.418
4-10 Years	2014	920410	M	0.317	0.285	0.45	0.274	0.418
4-10 Years	2014	920412	H	0.291	0.27	0.45	0.251	0.418
4-10 Years	2014	920413	E	0.259	0.313	0.45	0.291	0.418
4-10 Years	2014	920414	E	0.39	0.313	0.45	0.291	0.418
4-10 Years	2014	920415	E	0.35	0.313	0.45	0.291	0.418
4-10 Years	2014	920416	E	0.319	0.313	0.45	0.291	0.418
4-10 Years	2014	920417	E	0.327	0.313	0.45	0.291	0.418
4-10 Years	2014	920420	E	0.264	0.313	0.45	0.291	0.418
4-10 Years	2014	920424	M	0.196	0.285	0.45	0.274	0.418
4-10 Years	2014	920428	H	0.304	0.27	0.45	0.251	0.418
4-10 Years	2014	920436	H	0.247	0.27	0.45	0.251	0.418
4-10 Years	2014	920438	M	0.278	0.285	0.45	0.274	0.418
4-10 Years	2014	920439	E	0.353	0.313	0.45	0.291	0.418
4-10 Years	2014	920440	E	0.298	0.313	0.45	0.291	0.418
4-10 Years	2014	920441	H	0.276	0.27	0.45	0.251	0.418
4-10 Years	2014	920442	I	0.275	0.289	0.45	0.278	0.418
4-10 Years	2014	920443	E	0.288	0.313	0.45	0.291	0.418
4-10 Years	2014	920444	M	0.291	0.285	0.45	0.274	0.418
4-10 Years	2014	920445	H	0.396	0.27	0.45	0.251	0.418
4-10 Years	2014	920446	E	0.358	0.313	0.45	0.291	0.418
4-10 Years	2014	920447	E	0.368	0.313	0.45	0.291	0.418
4-10 Years	2014	920448	E	0.362	0.313	0.45	0.291	0.418
4-10 Years	2014	920449	E	0.436	0.313	0.45	0.291	0.418
4-10 Years	2014	920450	M	0.243	0.285	0.45	0.274	0.418
4-10 Years	2014	920451	E	0.362	0.313	0.45	0.291	0.418
4-10 Years	2014	920452	E	0.225	0.313	0.45	0.291	0.418
4-10 Years	2014	920453	E	0.236	0.313	0.45	0.291	0.418
4-10 Years	2014	920454	E	0.339	0.313	0.45	0.291	0.418
4-10 Years	2014	920455	H	0.22	0.27	0.45	0.251	0.418
4-10 Years	2014	920456	E	0.32	0.313	0.45	0.291	0.418
4-10 Years	2014	920457	E	0.319	0.313	0.45	0.291	0.418
4-10 Years	2014	920458	M	0.434	0.285	0.45	0.274	0.418
4-10 Years	2014	920460	E	0.333	0.313	0.45	0.291	0.418
4-10 Years	2014	920464	E	0.273	0.313	0.45	0.291	0.418
4-10 Years	2014	920466	H	0.358	0.27	0.45	0.251	0.418
4-10 Years	2014	920467	E	0.403	0.313	0.45	0.291	0.418
4-10 Years	2014	920468	E	0.382	0.313	0.45	0.291	0.418
4-10 Years	2014	920469	E	0.333	0.313	0.45	0.291	0.418
4-10 Years	2014	920470	E	0.171	0.313	0.45	0.291	0.418
4-10 Years	2014	920471	M	0.217	0.285	0.45	0.274	0.418
4-10 Years	2014	920472	M	0.208	0.285	0.45	0.274	0.418
4-10 Years	2014	920473	H	0.231	0.27	0.45	0.251	0.418
4-10 Years	2014	920474	E	0.391	0.313	0.45	0.291	0.418
4-10 Years	2014	920476	E	0.39	0.313	0.45	0.291	0.418
4-10 Years	2014	920480	E	0.151	0.313	0.45	0.291	0.418
4-10 Years	2014	920484	M	0.281	0.285	0.45	0.274	0.418
4-10 Years	2014	920488	E	0.41	0.313	0.45	0.291	0.418
4-10 Years	2014	920492	M	0.354	0.285	0.45	0.274	0.418
4-10 Years	2014	920494	E	0.377	0.313	0.45	0.291	0.418
4-10 Years	2014	920495	H	0.342	0.27	0.45	0.251	0.418
4-10 Years	2014	920496	E	0.302	0.313	0.45	0.291	0.418
4-10 Years	2014	920500	H	0.284	0.27	0.45	0.251	0.418
4-10 Years	2014	920501	E	0.397	0.313	0.45	0.291	0.418
4-10 Years	2014	920502	M	0.418	0.285	0.45	0.274	0.418
4-10 Years	2014	920504	E	0.37	0.313	0.45	0.291	0.418
4-10 Years	2014	920506	M	0.375	0.285	0.45	0.274	0.418
4-10 Years	2014	920508	I	0.313	0.289	0.45	0.278	0.418
4-10 Years	2014	920512	M	0.273	0.285	0.45	0.274	0.418
4-10 Years	2014	920514	E	0.212	0.313	0.45	0.291	0.418
4-10 Years	2014	920516	E	0.264	0.313	0.45	0.291	0.418
4-10 Years	2014	920520	E	0.233	0.313	0.45	0.291	0.418
4-10 Years	2014	920522	E	0.288	0.313	0.45	0.291	0.418
4-10 Years	2014	920523	E	0.254	0.313	0.45	0.291	0.418
4-10 Years	2014	920524	E	0.231	0.313	0.45	0.291	0.418
4-10 Years	2014	920525	E	0.385	0.313	0.45	0.291	0.418
4-10 Years	2014	920526	H	0.375	0.27	0.45	0.251	0.418
4-10 Years	2014	920528	H	0.242	0.27	0.45	0.251	0.418
4-10 Years	2014	920530	E	0.478	0.313	0.45	0.291	0.418
4-10 Years	2014	920531	E	0.263	0.313	0.45	0.291	0.418
4-10 Years	2014	920532	E	0.333	0.313	0.45	0.291	0.418
4-10 Years	2014	920536	E	0.31	0.313	0.45	0.291	0.418
4-10 Years	2014	920540	E	0.3	0.313	0.45	0.291	0.418
4-10 Years	2014	920542	E	0.364	0.313	0.45	0.291	0.418
4-10 Years	2014	920543	E	0.105	0.313	0.45	0.291	0.418
4-10 Years	2014	920544	E	0.327	0.313	0.45	0.291	0.418
4-10 Years	2014	920545	M	0.383	0.285	0.45	0.274	0.418
4-10 Years	2014	920546	H	0.267	0.27	0.45	0.251	0.418
4-10 Years	2014	920548	E	0.244	0.313	0.45	0.291	0.418
4-10 Years	2014	920550	E	0.175	0.313	0.45	0.291	0.418
4-10 Years	2014	920551	M	0.295	0.285	0.45	0.274	0.418
4-10 Years	2014	920552	H	0.235	0.27	0.45	0.251	0.418
4-10 Years	2014	920554	E	0.479	0.313	0.45	0.291	0.418
4-10 Years	2014	920560	E	0.226	0.313	0.45	0.291	0.418
4-10 Years	2014	920562	H	0.303	0.27	0.45	0.251	0.418
4-10 Years	2014	920564	E	0.333	0.313	0.45	0.291	0.418
4-10 Years	2014	920568	E	0.243	0.313	0.45	0.291	0.418
4-10 Years	2014	920569	E	0.486	0.313	0.45	0.291	0.418
4-10 Years	2014	920570	E	0.28	0.313	0.45	0.291	0.418
4-10 Years	2014	920571	E	0.302	0.313	0.45	0.291	0.418
4-10 Years	2014	920572	E	0.317	0.313	0.45	0.291	0.418
4-10 Years	2014	920576	E	0.417	0.313	0.45	0.291	0.418
4-10 Years	2014	920580	E	0.171	0.313	0.45	0.291	0.418
4-10 Years	2014	920582	H	0.25	0.27	0.45	0.251	0.418
4-10 Years	2014	920583	H	0.118	0.27	0.45	0.251	0.418
4-10 Years	2014	920584	E	0.227	0.313	0.45	0.291	0.418
4-10 Years	2014	920585	T	0.35	0.339	0.45	0.257	0.418
4-10 Years	2014	920586	T	0.25	0.339	0.45	0.257	0.418
4-10 Years	2014	920588	H	0.171	0.27	0.45	0.251	0.418
4-10 Years	2014	920592	M	0.233	0.285	0.45	0.274	0.418
4-10 Years	2014	920593	E	0.213	0.313	0.45	0.291	0.418
4-10 Years	2014	920594	M	0.257	0.285	0.45	0.274	0.418
4-10 Years	2014	920595	H	0.255	0.27	0.45	0.251	0.418
4-10 Years	2014	920596	E	0.208	0.313	0.45	0.291	0.418
4-10 Years	2014	920597	E	0.37	0.313	0.45	0.291	0.418
4-10 Years	2014	920598	E	0.121	0.313	0.45	0.291	0.418
4-10 Years	2014	920599	E	0.393	0.313	0.45	0.291	0.418
4-10 Years	2014	920600	E	0.244	0.313	0.45	0.291	0.418
4-10 Years	2014	920601	M	0.271	0.285	0.45	0.274	0.418
4-10 Years	2014	920604	M	0.231	0.285	0.45	0.274	0.418
4-10 Years	2014	920606	E	0.246	0.313	0.45	0.291	0.418
4-10 Years	2014	920607	M	0.216	0.285	0.45	0.274	0.418
4-10 Years	2014	920608	M	0.31	0.285	0.45	0.274	0.418
4-10 Years	2014	920616	E	0.293	0.313	0.45	0.291	0.418
4-10 Years	2014	920618	E	0.328	0.313	0.45	0.291	0.418
4-10 Years	2014	920620	E	0.286	0.313	0.45	0.291	0.418
4-10 Years	2014	920624	E	0.339	0.313	0.45	0.291	0.418
