"LEA Code"	"LEA Name"	"School Code"	"School Name"	"Charter School"	Current Grades	"Total Enrollment"	"# Identified Students"	Multiplier	"# Low Income Students"	"Percent Low Income Students"	"School Served"	"Eligibility Model"	"Eligibility Justification"	"Program Justification"	"# Students Served TAS"	"Grades Served TAS"	"Served 1st Year"	"School Year"
790	Rockingham County Schools	790392	The SCORE Center	N	0K,01,02,03,04,05,06,07,08,09,10,11,12	57	40	1.6	57	100	N	SW	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340531	The Special Children's School	N	PK,0K,01,02,03,04,05	107	N/A	N/A	66	61.68	N	SW	 	 		 	 	2016-2017
490	Iredell-Statesville Schools	490363	Third Creek Elementary	N	PK,0K,01,02,03,04,05	556	N/A	N/A	476	85.61	Y	SW-SW	 	 		 	2006-2007	2016-2017
24B	Thomas Academy	24B000	Thomas Academy	Y	06,07,08,09,10,11,12	103	N/A	N/A	85	82.52	Y	SW-SW	 	 		 	2014-2015	2016-2017
81A	Thomas Jefferson Classical Academy	81A000	Thomas Jefferson Class Academy	Y	0K,01,02,03,04,05,06,07,08,09,10,11,12	1300	N/A	N/A	250	19.23	N	Not Title I	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340406	Thomas Jefferson Middle	N	06,07,08	1263	N/A	N/A	409	32.38	N	Not Title I	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600553	Thomasboro Academy	N	PK,0K,01,02,03,04,05,06,07,08	788	N/A	N/A	597	75.76	Y	SW-SW	 	 		 	2006-2007	2016-2017
292	Thomasville City Schools	292324	Thomasville High	N	09,10,11,12	697	577	1.6	697	100	N	SW	 	 		 	 	2016-2017
292	Thomasville City Schools	292320	Thomasville Middle	N	06,07,08	507	433	1.6	507	100	N	SW	 	 		 	 	2016-2017
292	Thomasville City Schools	292318	Thomasville Primary	N	PK,0K,01,02,03	921	677	1.6	921	100	Y	SW-SW	 	 		 	2004-2005	2016-2017
61J	Thunderbird Preparatory School	61J000	Thunderbird Preparatory Academy	Y	0K,01,02,03,04,05,06,07	159	13	1.6	21	13.21	N	Not Title I	 	 		 	 	2016-2017
16B	Tiller School	16B000	Tiller School	Y	0K,01,02,03,04,05	205	N/A	N/A	36	17.56	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920570	Timber Drive Elementary	N	PK,0K,01,02,03,04,05	713	N/A	N/A	357	50.07	Y	SW-SW	 	 		 	2008-2009	2016-2017
980	Wilson County Schools	980390	Toisnot Middle	N	06,07,08	448	N/A	N/A	334	74.55	Y	SW-SW	 	 		 	2016-2017	2016-2017
960	Wayne County Public Schools	960388	Tommy's Road Elementary	N	PK,0K,01,02,03,04,05	584	N/A	N/A	386	66.1	Y	SW-SW	 	 		 	2005-2006	2016-2017
710	Pender County Schools	710344	Topsail Elementary	N	PK,0K,01,02,03,04,05	577	N/A	N/A	173	29.98	N	Not Title I	 	 		 	 	2016-2017
710	Pender County Schools	710342	Topsail High	N	09,10,11,12	1271	N/A	N/A	322	25.33	N	Not Title I	 	 		 	 	2016-2017
710	Pender County Schools	710346	Topsail Middle	N	06,07,08	1022	N/A	N/A	299	29.26	N	Not Title I	 	 		 	 	2016-2017
92L	Torchlight Academy	92L000	Torchlight Academy	Y	0K,01,02,03,04,05,06,07	618	N/A	N/A	354	57.28	Y	SW-SW	 	 		 	2009-2010	2016-2017
600	Charlotte-Mecklenburg Schools	600557	Torrence Creek Elementary	N	0K,01,02,03,04,05	519	N/A	N/A	58	11.18	N	Not Title I	 	 		 	 	2016-2017
100	Brunswick County Schools	100339	Town Creek Elementary	N	PK,0K,01,02,03,04,05	548	N/A	N/A	335	61.13	Y	SW-SW	 	 		 	2009-2010	2016-2017
780	Public Schools of Robeson County	780410	Townsend Middle	N	05,06,07,08	207	133	1.6	207	100	Y	SW-SW	 	 		 	2002-2003	2016-2017
230	Cleveland County Schools	230368	Township Three Elementary	N	PK,0K,01,02,03,04,05	650	N/A	N/A	541	83.23	Y	SW-SW	 	 		 	2006-2007	2016-2017
530	Lee County Schools	530346	Tramway Elementary	N	0K,01,02,03,04,05	687	N/A	N/A	291	42.36	Y	SW-SW	 	 		 	2009-2010	2016-2017
970	Wilkes County Schools	970376	Traphill Elementary	N	PK,0K,01,02,03,04,05	137	N/A	N/A	73	53.28	Y	SW-SW	 	 		 	2006-2007	2016-2017
250	Craven County Schools	250364	Trent Park Elementary	N	0K,01,02,03,04,05	476	N/A	N/A	360	75.63	Y	SW-SW	 	 		 	2006-2007	2016-2017
520	Jones County Schools	520336	Trenton Elementary	N	PK,0K,01,02,03,04,05,06	218	N/A	N/A	143	65.6	Y	SW-SW	 	 		 	2006-2007	2016-2017
670	Onslow County Schools	670356	Trexler Middle	N	06,07,08	725	N/A	N/A	301	41.52	N	SW	 	 		 	 	2016-2017
41F	Triad Math and Science Academy	41F000	Triad Math and Science Academy	Y	0K,01,02,03,04,05,06,07,08,09,10,11,12	1231	N/A	N/A	759	61.66	Y	SW-SW	 	 		 	2009-2010	2016-2017
410	Guilford County Schools	410578	Triangle Lake Montessori Elem	N	PK,0K,01,02,03,04,05	544	N/A	N/A	254	46.69	Y	SW-SW	 	 		 	2012-2013	2016-2017
92T	Triangle Math and Science Academy	92T000	Triangle Math and Science Academy	Y	0K,01,02,03,04,05,06,07,08,09,10	808	N/A	N/A	120	14.85	N	Not Title I	 	 		 	 	2016-2017
200	Cherokee County Schools	200350	Tri-County Early College High	N	09,10,11,12,13	141	29	1.6	46	32.62	N	Not Title I	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600435	Trillium Springs Montessori	N	PK,0K,01,02,03,04,05	146	N/A	N/A	20	13.7	N	Not Title I	 	 		 	 	2016-2017
760	Randolph County School System	760368	Trindale Elementary	N	PK,0K,01,02,03,04,05	343	N/A	N/A	186	54.23	Y	SW-SW	 	 		 	2016-2017	2016-2017
760	Randolph County School System	760376	Trinity Elementary	N	0K,01,02,03,04,05	446	N/A	N/A	278	62.33	Y	SW-SW	 	 		 	2010-2011	2016-2017
760	Randolph County School System	760380	Trinity High	N	09,10,11,12	768	N/A	N/A	336	43.75	N	SW	 	 		 	 	2016-2017
430	Harnett County Schools	430378	Triton High	N	09,10,11,12	1230	N/A	N/A	709	57.64	N	SW	 	 		 	 	2016-2017
490	Iredell-Statesville Schools	490364	Troutman Elementary	N	PK,0K,01,02,03,04,05	750	N/A	N/A	402	53.6	Y	SW-SW	 	 		 	2006-2007	2016-2017
490	Iredell-Statesville Schools	490366	Troutman Middle	N	06,07,08	424	N/A	N/A	224	52.83	N	SW	 	 		 	 	2016-2017
620	Montgomery County Schools	620336	Troy Elementary	N	PK,0K,01,02	277	N/A	N/A	210	75.81	Y	SW-SW	 	 		 	2003-2004	2016-2017
360	Gaston County Schools	360504	Tryon Elementary	N	PK,0K,01,02,03,04,05	382	234	1.6	374	97.91	Y	SW-SW	 	 		 	2006-2007	2016-2017
750	Polk County Schools	750304	Tryon Elementary School	N	PK,0K,01,02,03,04,05	449	203	1.6	325	72.38	Y	SW-TAS	 	 	104	PK,0K,01,02,03,04,05	2006-2007	2016-2017
600	Charlotte-Mecklenburg Schools	600562	Tuckaseegee Elementary	N	0K,01,02,03,04,05	821	N/A	N/A	449	54.69	Y	SW-SW	 	 		 	2010-2011	2016-2017
250	Craven County Schools	250368	Tucker Creek Middle	N	06,07,08	491	N/A	N/A	184	37.47	N	TAS	 	 		 	 	2016-2017
920	Wake County Schools	920571	Turner Creek Elementary	N	PK,0K,01,02,03,04,05	742	N/A	N/A	157	21.16	N	Not Title I	 	 		 	 	2016-2017
230	Cleveland County Schools	230330	Turning Point Academy	N	06,07,08,09,10,11,12	159	N/A	N/A	142	89.31	N	SW	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600439	Turning Point Academy	N	04,05,06,07,08,09,10,11,12	299	N/A	N/A	210	70.23	Y	SW-SW	 	 		 	2009-2010	2016-2017
010	Alamance-Burlington Schools	010394	Turrentine Middle	N	06,07,08	805	N/A	N/A	541	67.2	Y	SW-SW	 	 		 	2010-2011	2016-2017
440	Haywood County Schools	440390	Tuscola High	N	09,10,11,12	1012	N/A	N/A	422	41.7	N	SW	 	 		 	 	2016-2017
95A	Two Rivers Community School	95A000	Two Rivers Community School	Y	0K,01,02,03,04,05,06,07,08	173	N/A	N/A	80	46.24	Y	SW-TAS	 	 	22	01,02,03	2012-2013	2016-2017
290	Davidson County Schools	290375	Tyro Elementary	N	PK,0K,01,02,03,04,05	386	N/A	N/A	230	59.59	Y	SW-SW	 	 		 	2006-2007	2016-2017
290	Davidson County Schools	290376	Tyro Middle	N	06,07,08	611	N/A	N/A	310	50.74	Y	SW-SW	 	 		 	2015-2016	2016-2017
890	Tyrrell County Schools	890308	Tyrrell Elementary	N	PK,0K,01,02,03,04,05	336	N/A	N/A	248	73.81	Y	SW-SW	 	 		 	2006-2007	2016-2017
681	Chapel Hill-Carrboro City Schools	681328	UNC Hospital School	N	PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,13	5	N/A	N/A	0	0	N	Not Title I	 	 		 	 	2016-2017
410	Guilford County Schools	410579	UNCG Early/Middle College	N	09,10,11,12	199	N/A	N/A	40	20.1	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920572	Underwood Elementary	N	0K,01,02,03,04,05	524	N/A	N/A	122	23.28	N	Not Title I	 	 		 	 	2016-2017
560	Macon County Schools	560350	Union Academy	N	07,08,09,10,11,12	122	N/A	N/A	92	75.41	N	SW	 	 		 	2016-2017	2016-2017
90A	Union Academy Charter School	90A000	Union Academy	Y	0K,01,02,03,04,05,06,07,08,09,10,11,12	1386	N/A	N/A	157	11.33	Y	TAS-SW	Charter School	Always SW		 	2015-2016	2016-2017
780	Public Schools of Robeson County	780412	Union Chapel Elementary	N	PK,0K,01,02,03,04,05,06	609	370	1.6	592	97.21	Y	SW-SW	 	 		 	2004-2005	2016-2017
900	Union County Public Schools	900367	Union County Early College	N	09,10,11,12,13	354	N/A	N/A	137	38.7	N	TAS	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340532	Union Cross Traditional Acad	N	PK,0K,01,02,03,04,05	673	N/A	N/A	368	54.68	Y	SW-SW	 	 		 	2014-2015	2016-2017
90B	Union Day School	90B000	Union Day School	Y	0K,01,02,03		 	 			 	 	 	 		 	 	2016-2017
100	Brunswick County Schools	100340	Union Elementary	N	0K,01,02,03,04,05	595	N/A	N/A	372	62.52	Y	SW-SW	 	 		 	2006-2007	2016-2017
230	Cleveland County Schools	230370	Union Elementary	N	PK,0K,01,02,03,04,05	398	N/A	N/A	285	71.61	Y	SW-SW	 	 		 	2006-2007	2016-2017
550	Lincoln County Schools	550364	Union Elementary	N	0K,01,02,03,04,05	273	96	1.6	154	56.41	Y	SW-SW	 	 		 	2011-2012	2016-2017
780	Public Schools of Robeson County	780416	Union Elementary	N	PK,0K,01,02,03,04,05,06	473	280	1.6	448	94.71	Y	SW-SW	 	 		 	2006-2007	2016-2017
820	Sampson County Schools	820384	Union Elementary	N	PK,0K,01,02,03	670	N/A	N/A	597	89.1	Y	SW-SW	 	 		 	2002-2003	2016-2017
900	Union County Public Schools	900364	Union Elementary	N	PK,0K,01,02,03,04,05	370	N/A	N/A	245	66.22	Y	SW-SW	 	 		 	2006-2007	2016-2017
490	Iredell-Statesville Schools	490368	Union Grove Elementary	N	PK,0K,01,02,03,04,05	229	N/A	N/A	147	64.19	Y	SW-SW	 	 		 	2006-2007	2016-2017
820	Sampson County Schools	820388	Union High	N	09,10,11,12	520	N/A	N/A	417	80.19	Y	SW-SW	 	 		 	2009-2010	2016-2017
410	Guilford County Schools	410580	Union Hill Elementary	N	PK,0K,01,02,03,04,05	538	N/A	N/A	337	62.64	Y	SW-SW	 	 		 	2004-2005	2016-2017
820	Sampson County Schools	820385	Union Intermediate	N	04,05	288	N/A	N/A	259	89.93	Y	SW-SW	 	 		 	2009-2010	2016-2017
820	Sampson County Schools	820370	Union Middle	N	06,07,08	422	N/A	N/A	370	87.68	Y	SW-SW	 	 		 	2002-2003	2016-2017
630	Moore County Schools	630360	Union Pines High	N	09,10,11,12	1320	N/A	N/A	421	31.89	N	Not Title I	 	 		 	 	2016-2017
90C	Union Preparatory Academy at Indian Trai	90C000	Union Prep Academy at Indian Trail	Y	0K,01,02,03,04,05,06	640	N/A	N/A	110	17.19	Y	TAS-SW	Charter School	Always SW		 	2016-2017	2016-2017
900	Union County Public Schools	900368	Unionville Elementary	N	PK,0K,01,02,03,04,05	717	N/A	N/A	219	30.54	N	Not Title I	 	 		 	 	2016-2017
61K	United Community School	61K000	United Community School	Y	0K,01,02,03,04	175	N/A	N/A	49	28	N	Not Title I	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600566	University Meadows Elementary	N	PK,0K,01,02,03,04,05	760	N/A	N/A	341	44.87	Y	SW-SW	 	 		 	2013-2014	2016-2017
600	Charlotte-Mecklenburg Schools	600565	University Park Creative Arts	N	0K,01,02,03,04,05	456	N/A	N/A	276	60.53	Y	SW-SW	 	 		 	2010-2011	2016-2017
470	Hoke County Schools	470346	Upchurch Elementary	N	PK,0K,01,02,03,04,05	656	656	1.6	656	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
450	Henderson County Schools	450346	Upward Elementary	N	0K,01,02,03,04,05	450	N/A	N/A	348	77.33	Y	SW-SW	 	 		 	2006-2007	2016-2017
76A	Uwharrie Charter Academy	76A000	Uwharrie Charter Academy	Y	06,07,08,09,10,11,12	836	N/A	N/A	193	23.09	N	Not Title I	 	 		 	 	2016-2017
760	Randolph County School System	760382	Uwharrie Middle	N	06,07,08	356	N/A	N/A	188	52.81	N	SW	 	 		 	 	2016-2017
120	Burke County Schools	120380	Valdese Elementary	N	PK,0K,01,02,03,04,05	394	N/A	N/A	227	57.61	Y	SW-SW	 	 		 	2006-2007	2016-2017
950	Watauga County Schools	950332	Valle Crucis Elementary	N	PK,0K,01,02,03,04,05,06,07,08	353	N/A	N/A	159	45.04	N	SW	 	 		 	 	2016-2017
110	Buncombe County Schools	110420	Valley Springs Middle	N	06,07,08	639	N/A	N/A	327	51.17	N	SW	 	 		 	 	2016-2017
140	Caldwell County Schools	140388	Valmead Elementary	N	PK,0K,01,02,03,04,05	191	132	1.6	191	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
91A	Vance Charter School	91A000	Vance Charter School	Y	0K,01,02,03,04,05,06,07,08,09	652	N/A	N/A	144	22.09	N	Not Title I	 	 		 	 	2016-2017
910	Vance County Schools	910382	Vance Co Early College	N	09,10,11,12,13	246	N/A	N/A	62	25.2	N	Not Title I	 	 		 	 	2016-2017
111	Asheville City Schools	111360	Vance Elementary	N	0K,01,02,03,04,05	488	N/A	N/A	236	48.36	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920576	Vance Elementary	N	PK,0K,01,02,03,04,05	531	N/A	N/A	226	42.56	N	SW	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600592	Vance High	N	09,10,11,12	1642	N/A	N/A	748	45.55	Y	SW-SW	 	 		 	2012-2013	2016-2017
250	Craven County Schools	250320	Vanceboro-Farm Life Elementary	N	PK,0K,01,02,03,04,05	606	N/A	N/A	436	71.95	Y	SW-SW	 	 		 	2006-2007	2016-2017
410	Guilford County Schools	410583	Vandalia Elementary	N	PK,0K,01,02,03,04,05	302	N/A	N/A	159	52.65	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920580	Vandora Springs Elementary	N	PK,0K,01,02,03,04,05	606	N/A	N/A	358	59.08	Y	SW-SW	 	 		 	2006-2007	2016-2017
260	Cumberland County Schools	260448	Vanstory Hills Elementary	N	02,03,04,05	511	N/A	N/A	232	45.4	Y	SW-SW	 	 		 	2016-2017	2016-2017
630	Moore County Schools	630364	Vass-Lakeview Elementary	N	PK,0K,01,02,03,04,05	644	N/A	N/A	340	52.8	Y	SW-SW	 	 		 	2004-2005	2016-2017
930	Warren County Schools	930348	Vaughan Elementary	N	PK,0K,01,02,03,04,05	255	141	1.6	226	88.63	Y	SW-SW	 	 		 	2006-2007	2016-2017
61P	VERITAS Community School	61P000	VERITAS Community School, CFA	Y	0K,01,02,03,04	152	N/A	N/A	71	46.71	N	SW	 	 		 	 	2016-2017
920	Wake County Schools	920581	Vernon Malone College and Career Academy	N	09,10,11,12,13	320	N/A	N/A	136	42.5	N	SW	 	 		 	 	2016-2017
980	Wilson County Schools	980357	Vick Elementary	N	PK,0K,01,02,03,04,05	374	297	1.6	374	100	Y	SW-SW	 	 		 	2004-2005	2016-2017
740	Pitt County Schools	740378	Vidant Health/ Sadie Saulter	N	PK,0K,01,02,03,04,05,06,07,08,09,10,11,12	42	42	1.6	42	100	N	SW	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340536	Vienna Elementary	N	PK,0K,01,02,03,04,05	781	N/A	N/A	167	21.38	N	Not Title I	 	 		 	 	2016-2017
181	Hickory City Schools	181344	Viewmont Elementary	N	PK,0K,01,02,03,04,05	568	N/A	N/A	384	67.61	Y	SW-SW	 	 		 	2006-2007	2016-2017
980	Wilson County Schools	980392	Vinson-Bynum Elementary	N	0K,01,02,03,04,05	391	168	1.6	269	68.8	Y	SW-SW	 	 		 	2005-2006	2016-2017
190	Chatham County Schools	190370	Virginia Cross Elementary	N	PK,0K,01,02,03,04,05	599	N/A	N/A	533	88.98	Y	SW-SW	 	 		 	2006-2007	2016-2017
100	Brunswick County Schools	100342	Virginia Williamson Elem	N	PK,0K,01,02,03,04,05	579	N/A	N/A	420	72.54	Y	SW-SW	 	 		 	2006-2007	2016-2017
32L	Voyager Academy	32L000	Voyager Academy	Y	0K,01,02,03,04,05,06,07,08,09,10,11,12	1350	N/A	N/A	250	18.52	Y	TAS-TAS	Charter School	 	60	0K,01,02,03	2012-2013	2016-2017
360	Gaston County Schools	360510	W A Bess Elementary School	N	PK,0K,01,02,03,04,05	547	N/A	N/A	178	32.54	N	Not Title I	 	 		 	 	2016-2017
330	Edgecombe County Public Schools	330344	W A Pattillo Middle	N	06,07,08	259	N/A	N/A	181	69.88	Y	SW-SW	 	 		 	2014-2015	2016-2017
120	Burke County Schools	120386	W A Young Elementary	N	PK,0K,01,02,03,04,05	432	N/A	N/A	297	68.75	Y	SW-SW	 	 		 	2006-2007	2016-2017
360	Gaston County Schools	360339	W B Beam Intermediate School	N	04,05	204	N/A	N/A	129	63.24	Y	SW-SW	 	 		 	2016-2017	2016-2017
360	Gaston County Schools	360514	W C Friday Middle School	N	06,07,08	665	N/A	N/A	371	55.79	N	SW	 	 		 	 	2016-2017
320	Durham Public Schools	320388	W G Pearson Elementary	N	PK,0K,01,02,03,04,05	566	566	1.6	566	100	Y	SW-SW	 	 		 	2005-2006	2016-2017
780	Public Schools of Robeson County	780417	W H Knuckles	N	PK,0K,01,02,03,04	259	232	1.6	259	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
740	Pitt County Schools	740380	W H Robinson Elementary	N	PK,0K,01,02,03,04,05	514	N/A	N/A	267	51.95	Y	SW-SW	 	 		 	2006-2007	2016-2017
250	Craven County Schools	250378	W Jesse Gurganus Elementary	N	0K,01,02,03,04,05	398	N/A	N/A	166	41.71	Y	SW-SW	 	 		 	2006-2007	2016-2017
130	Cabarrus County Schools	130342	W M Irvin Elementary	N	PK,0K,01,02,03,04,05	787	N/A	N/A	569	72.3	Y	SW-SW	 	 		 	2004-2005	2016-2017
181	Hickory City Schools	181326	W M Jenkins Elementary	N	PK,0K,01,02,03,04,05	412	N/A	N/A	191	46.36	Y	SW-SW	 	 		 	2006-2007	2016-2017
360	Gaston County Schools	360408	W P Grier Middle School	N	06,07,08	681	445	1.6	681	100	Y	SW-SW	 	 		 	2011-2012	2016-2017
130	Cabarrus County Schools	130337	W R Odell Elementary	N	03,04,05	750	N/A	N/A	108	14.4	N	Not Title I	 	 		 	 	2016-2017
130	Cabarrus County Schools	130336	W R Odell Primary	N	0K,01,02	703	N/A	N/A	84	11.95	N	Not Title I	 	 		 	 	2016-2017
270	Currituck County Schools	270320	W T Griggs Elementary	N	PK,0K,01,02,03,04,05	245	N/A	N/A	130	53.06	Y	SW-SW	 	 		 	2006-2007	2016-2017
100	Brunswick County Schools	100344	Waccamaw	N	0K,01,02,03,04,05,06,07,08	525	N/A	N/A	379	72.19	Y	SW-SW	 	 		 	2006-2007	2016-2017
600	Charlotte-Mecklenburg Schools	600532	Waddell Language Academy	N	0K,01,02,03,04,05,06,07,08	1375	N/A	N/A	211	15.35	N	Not Title I	 	 		 	 	2016-2017
040	Anson County Schools	040330	Wadesboro Elementary	N	05,06	126	N/A	N/A	96	76.19	Y	SW-SW	 	 		 	2002-2003	2016-2017
040	Anson County Schools	040311	Wadesboro Primary	N	0K,01,02,03,04	535	N/A	N/A	405	75.7	Y	SW-SW	 	 		 	2002-2003	2016-2017
830	Scotland County Schools	830360	Wagram Elementary	N	PK,0K,01,02,03,04,05	473	N/A	N/A	308	65.12	Y	SW-SW	 	 		 	2006-2007	2016-2017
740	Pitt County Schools	740400	Wahl Coates Elementary	N	PK,0K,01,02,03,04,05	357	N/A	N/A	293	82.07	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920583	Wake Early College of Health and Science	N	09,10,11,12,13	317	N/A	N/A	91	28.71	N	Not Title I	 	 		 	 	2016-2017
92V	Wake Forest Charter Academy	92V000	Wake Forest Charter Academy	Y	0K,01,02,03,04,05,06,07	592	N/A	N/A	93	15.71	Y	TAS-TAS	Charter School	 	93	0K,01,02,03,04,05,06	2014-2015	2016-2017
920	Wake County Schools	920584	Wake Forest Elementary	N	PK,0K,01,02,03,04,05	558	N/A	N/A	258	46.24	Y	SW-SW	 	 		 	2010-2011	2016-2017
920	Wake County Schools	920588	Wake Forest High School	N	09,10,11,12	2029	N/A	N/A	589	29.03	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920592	Wake Forest Middle School	N	06,07,08	1169	N/A	N/A	500	42.77	N	SW	 	 		 	 	2016-2017
920	Wake County Schools	920582	Wake STEM Early College High School	N	09,10,11,12,13	250	N/A	N/A	54	21.6	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920585	Wake Young Men's Leadership Academy	N	06,07,08,09,10,11,12,13	254	N/A	N/A	87	34.25	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920586	Wake Young Women's Leadership Academy	N	06,07,08,09,10,11,12,13	303	N/A	N/A	112	36.96	N	TAS	 	 		 	 	2016-2017
920	Wake County Schools	920593	Wakefield Elementary	N	PK,0K,01,02,03,04,05	738	N/A	N/A	345	46.75	Y	SW-SW	 	 		 	2015-2016	2016-2017
920	Wake County Schools	920595	Wakefield High	N	09,10,11,12	2219	N/A	N/A	582	26.23	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920594	Wakefield Middle	N	06,07,08	1070	N/A	N/A	255	23.83	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920597	Wakelon Elementary	N	PK,0K,01,02,03,04,05	556	N/A	N/A	450	80.94	Y	SW-SW	 	 		 	2006-2007	2016-2017
410	Guilford County Schools	410366	Waldo C Falkener Sr Elementary	N	PK,0K,01,02,03,04,05	564	N/A	N/A	399	70.74	Y	SW-SW	 	 		 	2006-2007	2016-2017
260	Cumberland County Schools	260405	Walker Spivey Elementary	N	PK,0K,01,02,03,04,05	372	335	1.6	372	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
340	Winston Salem/Forsyth County Schools	340540	Walkertown Elementary	N	PK,0K,01,02,03,04,05	780	357	1.6	571	73.21	Y	SW-SW	 	 		 	2012-2013	2016-2017
340	Winston Salem/Forsyth County Schools	340542	Walkertown High	N	09,10,11,12	747	N/A	N/A	366	49	N	SW	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340544	Walkertown Middle	N	06,07,08	702	N/A	N/A	469	66.81	Y	SW-SW	 	 		 	2012-2013	2016-2017
310	Duplin County Schools	310388	Wallace Elementary	N	PK,0K,01,02,03,04,05	865	N/A	N/A	673	77.8	Y	SW-SW	 	 		 	2006-2007	2016-2017
310	Duplin County Schools	310392	Wallace-Rose Hill High	N	09,10,11,12	682	N/A	N/A	448	65.69	N	SW	 	 		 	 	2016-2017
290	Davidson County Schools	290380	Wallburg Elementary	N	PK,0K,01,02,03,04,05	843	N/A	N/A	323	38.32	N	TAS	 	 		 	 	2016-2017
850	Stokes County Schools	850356	Walnut Cove Elementary	N	PK,0K,01,02,03,04,05	258	N/A	N/A	185	71.71	Y	SW-SW	 	 		 	2004-2005	2016-2017
920	Wake County Schools	920599	Walnut Creek Elementary	N	PK,0K,01,02,03,04,05	790	N/A	N/A	610	77.22	Y	SW-SW	 	 		 	2011-2012	2016-2017
900	Union County Public Schools	900370	Walter Bickett Elementary	N	PK,0K,01,02,03,04,05	762	515	1.6	762	100	Y	SW-SW	 	 		 	2004-2005	2016-2017
600	Charlotte-Mecklenburg Schools	600574	Walter G Byers School	N	PK,0K,01,02,03,04,05,06,07,08	524	N/A	N/A	427	81.49	Y	SW-SW	 	 		 	2006-2007	2016-2017
650	New Hanover County Schools	650380	Walter L Parsley Elementary	N	0K,01,02,03,04,05	669	89	1.6	142	21.23	N	Not Title I	 	 		 	 	2016-2017
010	Alamance-Burlington Schools	010396	Walter M Williams High	N	09,10,11,12	1164	N/A	N/A	638	54.81	N	SW	 	 		 	 	2016-2017
120	Burke County Schools	120390	Walter R Johnson Middle	N	06,07,08	453	N/A	N/A	315	69.54	N	SW	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340548	Ward Elementary	N	PK,0K,01,02,03,04,05	774	N/A	N/A	525	67.83	Y	SW-SW	 	 		 	2013-2014	2016-2017
360	Gaston County Schools	360372	Warlick Academy	N	06,07,08,09,10,11,12	102	69	1.6	102	100	Y	SW-SW	 	 		 	2013-2014	2016-2017
930	Warren County Schools	930352	Warren County High	N	09,10,11,12	402	212	1.6	339	84.33	N	SW	 	 		 	 	2016-2017
930	Warren County Schools	930354	Warren County Middle	N	06,07,08	411	239	1.6	382	92.94	Y	SW-SW	 	 		 	2010-2011	2016-2017
930	Warren County Schools	930360	Warren Early College High	N	09,10,11,12,13	116	50	1.6	80	68.97	N	SW	 	 		 	 	2016-2017
930	Warren County Schools	930700	Warren New Tech High	N	09,10,11,12	167	62	1.6	99	59.28	N	SW	 	 		 	 	2016-2017
530	Lee County Schools	530358	Warren Williams Elementary Alternative	N	PK,0K,01,02,03,04,05	143	N/A	N/A	131	91.61	N	SW	 	 		 	 	2016-2017
260	Cumberland County Schools	260450	Warrenwood Elementary	N	PK,0K,01,02,03,04,05	436	282	1.6	436	100	Y	SW-SW	 	 		 	2004-2005	2016-2017
310	Duplin County Schools	310336	Warsaw Elementary	N	PK,0K,01,02,03,04,05	600	N/A	N/A	530	88.33	Y	SW-SW	 	 		 	2004-2005	2016-2017
310	Duplin County Schools	310396	Warsaw Middle	N	PK,06,07,08	288	N/A	N/A	233	80.9	Y	SW-SW	 	 		 	2005-2006	2016-2017
940	Washington County Schools	940328	Washington County Union	N	06,07,08	258	173	1.6	258	100	Y	SW-SW	 	 		 	2002-2003	2016-2017
230	Cleveland County Schools	230376	Washington Elementary	N	PK,0K,01,02,03,04,05	363	N/A	N/A	289	79.61	Y	SW-SW	 	 		 	2006-2007	2016-2017
410	Guilford County Schools	410586	Washington Elementary	N	PK,0K,01,02,03,04,05	393	N/A	N/A	252	64.12	Y	SW-SW	 	 		 	 	2016-2017
920	Wake County Schools	920596	Washington Elementary	N	0K,01,02,03,04,05	565	N/A	N/A	202	35.75	N	TAS	 	 		 	 	2016-2017
