"LEA Code"	"LEA Name"	"School Code"	"School Name"	"Charter School"	Current Grades	"Total Enrollment"	"# Identified Students"	Multiplier	"# Low Income Students"	"Percent Low Income Students"	"School Served"	"Eligibility Model"	"Eligibility Justification"	"Program Justification"	"# Students Served TAS"	"Grades Served TAS"	"Served 1st Year"	"School Year"
740	Pitt County Schools	740320	Bethel Elementary	N	PK,0K,01,02,03,04,05,06,07,08	289	N/A	N/A	199	68.86	Y	SW-SW	 	 		 	2002-2003	2016-2017
950	Watauga County Schools	950308	Bethel Elementary	N	0K,01,02,03,04,05,06,07,08	176	N/A	N/A	110	62.5	Y	SW-SW	 	 		 	2006-2007	2016-2017
73A	Bethel Hill Charter	73A000	Bethel Hill Charter	Y	0K,01,02,03,04,05	398	N/A	N/A	135	33.92	Y	TAS-SW	Charter School	Always SW		 	2006-2007	2016-2017
440	Haywood County Schools	440318	Bethel Middle	N	06,07,08	280	N/A	N/A	145	51.79	N	SW	 	 		 	 	2016-2017
320	Durham Public Schools	320304	Bethesda Elementary	N	PK,0K,01,02,03,04,05	682	682	1.6	682	100	Y	SW-SW	 	 		 	2002-2003	2016-2017
020	Alexander County Schools	020304	Bethlehem Elementary	N	PK,0K,01,02,03,04,05	484	N/A	N/A	184	38.02	Y	TAS-TAS	 	 	200	0K,01,02,03,04,05	2013-2014	2016-2017
230	Cleveland County Schools	230304	Bethware Elementary	N	PK,0K,01,02,03,04	417	N/A	N/A	279	66.91	Y	SW-SW	 	 		 	2006-2007	2016-2017
310	Duplin County Schools	310308	Beulaville Elementary	N	PK,0K,01,02,03,04,05,06,07,08	949	N/A	N/A	586	61.75	Y	SW-SW	 	 		 	2002-2003	2016-2017
130	Cabarrus County Schools	130309	Beverly Hills Elementary	N	0K,01,02,03,04,05	319	N/A	N/A	224	70.22	Y	SW-SW	 	 		 	2006-2007	2016-2017
600	Charlotte-Mecklenburg Schools	600322	Beverly Woods Elementary	N	PK,0K,01,02,03,04,05	816	N/A	N/A	106	12.99	N	Not Title I	 	 		 	 	2016-2017
260	Cumberland County Schools	260367	Bill Hefner Elementary	N	0K,01,02,03,04,05	795	405	1.6	648	81.51	Y	SW-SW	 	 		 	2006-2007	2016-2017
600	Charlotte-Mecklenburg Schools	600335	Billingsville Elementary	N	PK,0K,01,02,03,04,05	375	N/A	N/A	316	84.27	Y	SW-SW	 	 		 	2002-2003	2016-2017
110	Buncombe County Schools	110318	Black Mountain Elementary	N	04,05	212	N/A	N/A	116	54.72	Y	SW-SW	 	 		 	2006-2007	2016-2017
110	Buncombe County Schools	110320	Black Mountain Primary	N	0K,01,02,03	426	N/A	N/A	240	56.34	Y	SW-SW	 	 		 	2006-2007	2016-2017
180	Catawba County Schools	180316	Blackburn Elementary	N	0K,01,02,03,04,05,06	669	N/A	N/A	343	51.27	Y	SW-SW	 	 		 	2013-2014	2016-2017
090	Bladen County Schools	090318	Bladen Lakes Primary	N	PK,0K,01,02,03,04	273	186	1.6	273	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
090	Bladen County Schools	090315	Bladenboro Middle	N	05,06,07,08	326	172	1.6	275	84.36	Y	SW-SW	 	 		 	2012-2013	2016-2017
090	Bladen County Schools	090317	Bladenboro Primary	N	PK,0K,01,02,03,04	419	250	1.6	400	95.47	Y	SW-SW	 	 		 	2006-2007	2016-2017
950	Watauga County Schools	950312	Blowing Rock Elementary	N	0K,01,02,03,04,05,06,07,08	350	N/A	N/A	82	23.43	N	Not Title I	 	 		 	 	2016-2017
670	Onslow County Schools	670308	Blue Creek Elementary	N	0K,01,02,03,04,05	473	N/A	N/A	293	61.95	Y	SW-SW	 	 		 	2005-2006	2016-2017
060	Avery County Schools	060334	Blue Ridge Academy	N	06,07,08,09,10,11,12	24	N/A	N/A	12	50	N	SW	 	 		 	 	2016-2017
500	Jackson County Public Schools	500302	Blue Ridge Early College	N	07,08,09,10,11,12,13	181	51	1.6	82	45.3	N	SW	 	 		 	 	2016-2017
050	Ashe County Schools	050310	Blue Ridge Elementary	N	PK,0K,01,02,03,04,05,06	521	N/A	N/A	357	68.52	Y	SW-SW	 	 		 	2005-2006	2016-2017
500	Jackson County Public Schools	500316	Blue Ridge School	N	0K,01,02,03,04,05,06	171	74	1.6	118	69.01	Y	SW-SW	 	 		 	2006-2007	2016-2017
410	Guilford County Schools	410331	Bluford Elementary	N	0K,01,02,03,04,05	290	N/A	N/A	188	64.83	Y	SW-SW	 	 		 	2006-2007	2016-2017
600	Charlotte-Mecklenburg Schools	600442	Blythe Elementary	N	PK,0K,01,02,03,04,05	1170	N/A	N/A	321	27.44	N	Not Title I	 	 		 	 	2016-2017
160	Carteret County Public Schools	160306	Bogue Sound Elementary	N	PK,0K,01,02,03,04,05	444	N/A	N/A	261	58.78	Y	SW-SW	 	 		 	2006-2007	2016-2017
230	Cleveland County Schools	230308	Boiling Springs Elementary	N	PK,0K,01,02,03,04,05	519	N/A	N/A	279	53.76	Y	SW-SW	 	 		 	2009-2010	2016-2017
100	Brunswick County Schools	100304	Bolivia Elementary	N	0K,01,02,03,04,05	481	N/A	N/A	308	64.03	Y	SW-SW	 	 		 	2005-2006	2016-2017
340	Winston Salem/Forsyth County Schools	340314	Bolton Elementary	N	PK,0K,01,02,03,04,05	477	291	1.6	466	97.69	Y	SW-SW	 	 		 	2005-2006	2016-2017
190	Chatham County Schools	190308	Bonlee School	N	0K,01,02,03,04,05,06,07,08	331	N/A	N/A	189	57.1	Y	SW-SW	 	 		 	2012-2013	2016-2017
970	Wilkes County Schools	970308	Boomer-Ferguson Elementary	N	PK,0K,01,02,03,04,05	154	N/A	N/A	100	64.94	Y	SW-SW	 	 		 	2006-2007	2016-2017
430	Harnett County Schools	430316	Boone Trail Elementary	N	PK,0K,01,02,03,04,05	970	N/A	N/A	588	60.62	Y	SW-SW	 	 		 	2005-2006	2016-2017
990	Yadkin County Schools	990304	Boonville Elementary	N	PK,0K,01,02,03,04,05,06,07,08,09,10,11,12	351	N/A	N/A	231	65.81	Y	SW-SW	 	 		 	2006-2007	2016-2017
800	Rowan-Salisbury Schools	800312	Bostian Elementary	N	0K,01,02,03,04,05	345	N/A	N/A	131	37.97	Y	TAS-SW	 	Always SW		 	2006-2007	2016-2017
610	Mitchell County Schools	610302	Bowman Middle	N	05,06,07,08	223	N/A	N/A	115	51.57	Y	SW-SW	 	 		 	2006-2007	2016-2017
60S	Bradford Preparatory School	60S000	Bradford Preparatory School	Y	0K,01,02,03,04,05,06,07,08,09,10	980	N/A	N/A	95	9.69	N	Not Title I	 	 		 	 	2016-2017
650	New Hanover County Schools	650304	Bradley Creek Elementary	N	0K,01,02,03,04,05	448	191	1.6	306	68.3	Y	SW-SW	 	 		 	2006-2007	2016-2017
530	Lee County Schools	530306	Bragg Street Academy	N	06,07,08,09,10,11,12	59	N/A	N/A	50	84.75	N	SW	 	 		 	 	2016-2017
920	Wake County Schools	920334	Brassfield Elementary	N	0K,01,02,03,04,05	766	N/A	N/A	169	22.06	N	Not Title I	 	 		 	 	2016-2017
490	Iredell-Statesville Schools	490308	Brawley Middle	N	06,07,08	756	N/A	N/A	94	12.43	N	Not Title I	 	 		 	 	2016-2017
760	Randolph County School System	760308	Braxton Craven Middle	N	06	368	N/A	N/A	191	51.9	N	SW	 	 		 	 	2016-2017
260	Cumberland County Schools	260320	Brentwood Elementary	N	PK,0K,01,02,03,04,05	570	412	1.6	570	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920336	Brentwood Elementary	N	PK,0K,01,02,03,04,05	423	N/A	N/A	322	76.12	Y	SW-SW	 	 		 	2005-2006	2016-2017
88A	Brevard Academy	88A000	Brevard Academy	Y	0K,01,02,03,04,05,06,07,08	321	N/A	N/A	147	45.79	Y	SW-SW	 	 		 	2016-2017	2016-2017
880	Transylvania County Schools	880304	Brevard Elementary	N	PK,0K,01,02,03,04,05	571	N/A	N/A	340	59.54	Y	SW-SW	 	 		 	2006-2007	2016-2017
880	Transylvania County Schools	880308	Brevard High	N	09,10,11,12	722	N/A	N/A	302	41.83	N	SW	 	 		 	 	2016-2017
880	Transylvania County Schools	880312	Brevard Middle	N	06,07,08	502	N/A	N/A	307	61.16	N	SW	 	 		 	 	2016-2017
920	Wake County Schools	920340	Briarcliff Elementary	N	PK,0K,01,02,03,04,05	595	N/A	N/A	258	43.36	N	SW	 	 		 	2006-2007	2016-2017
600	Charlotte-Mecklenburg Schools	600329	Briarwood Elementary	N	PK,0K,01,02,03,04,05	764	N/A	N/A	520	68.06	Y	SW-SW	 	 		 	2004-2005	2016-2017
97D	Bridges Academy	97D000	Bridges Academy	Y	0K,01,02,03,04,05,06,07,08	210	N/A	N/A	189	90	Y	SW-SW	 	 		 	2010-2011	2016-2017
160	Carteret County Public Schools	160309	Bridges School	N	0K,01,02,03,04,05,06,07,08,09,10,11,12	33	N/A	N/A	29	87.88	Y	SW-SW	 	 		 	2014-2015	2016-2017
250	Craven County Schools	250308	Bridgeton Elementary	N	PK,0K,01,02,03,04,05	459	N/A	N/A	305	66.45	Y	SW-SW	 	 		 	2006-2007	2016-2017
290	Davidson County Schools	290302	Brier Creek Elementary	N	PK,0K,01,02,03,04,05	311	N/A	N/A	183	58.84	Y	SW-SW	 	 		 	 	2016-2017
920	Wake County Schools	920342	Brier Creek Elementary	N	PK,0K,01,02,03,04,05	1043	N/A	N/A	280	26.85	N	Not Title I	 	 		 	 	2016-2017
410	Guilford County Schools	410334	Brightwood Elementary	N	PK,0K,01,02,03,04,05	635	N/A	N/A	342	53.86	Y	SW-SW	 	 		 	2006-2007	2016-2017
250	Craven County Schools	250312	Brinson Memorial Elementary	N	0K,01,02,03,04,05	679	N/A	N/A	372	54.79	Y	SW-SW	 	 		 	2006-2007	2016-2017
160	Carteret County Public Schools	160311	Broad Creek Middle	N	05,06,07,08	624	N/A	N/A	190	30.45	N	Not Title I	 	 		 	 	2016-2017
010	Alamance-Burlington Schools	010310	Broadview Middle	N	06,07,08	792	524	1.6	792	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
530	Lee County Schools	530308	Broadway Elementary	N	0K,01,02,03,04,05	567	N/A	N/A	454	80.07	Y	SW-SW	 	 		 	2006-2007	2016-2017
320	Durham Public Schools	320306	Brogden Middle	N	06,07,08	593	N/A	N/A	421	70.99	Y	SW-SW	 	 		 	2015-2016	2016-2017
960	Wayne County Public Schools	960312	Brogden Middle	N	05,06,07,08	509	339	1.6	509	100	Y	SW-SW	 	 		 	2002-2003	2016-2017
960	Wayne County Public Schools	960314	Brogden Primary	N	PK,0K,01,02,03,04	803	593	1.6	803	100	Y	SW-SW	 	 		 	2003-2004	2016-2017
920	Wake County Schools	920344	Brooks Elementary	N	PK,0K,01,02,03,04,05	584	N/A	N/A	169	28.94	N	Not Title I	 	 		 	 	2016-2017
410	Guilford County Schools	410337	Brooks Global Elementary	N	0K,01,02,03,04,05	409	N/A	N/A	101	24.69	N	Not Title I	 	 		 	 	2016-2017
360	Gaston County Schools	360340	Brookside Elementary	N	PK,0K,01,02,03,04,05	546	298	1.6	477	87.36	Y	SW-SW	 	 		 	2006-2007	2016-2017
410	Guilford County Schools	410341	Brown Summit Middle	N	06,07,08	238	N/A	N/A	11	4.62	N	Not Title I	 	 		 	 	2016-2017
450	Henderson County Schools	450306	Bruce Drysdale Elementary	N	0K,01,02,03,04,05	521	N/A	N/A	403	77.35	Y	SW-SW	 	 		 	2006-2007	2016-2017
862	Mount Airy City Schools	862308	Bruce H Tharrington Elem	N	PK,0K,01,02	387	N/A	N/A	271	70.03	Y	SW-SW	 	 		 	2004-2005	2016-2017
600	Charlotte-Mecklenburg Schools	600489	Bruns Academy	N	PK,0K,01,02,03,04,05,06,07,08	861	N/A	N/A	721	83.74	Y	SW-SW	 	 		 	2006-2007	2016-2017
340	Winston Salem/Forsyth County Schools	340320	Brunson Elementary	N	PK,0K,01,02,03,04,05	623	262	1.6	419	67.26	Y	SW-SW	 	 		 	2014-2015	2016-2017
100	Brunswick County Schools	100308	Brunswick County Academy	N	06,07,08,09,10,11,12	157	N/A	N/A	140	89.17	N	SW	 	 		 	 	2016-2017
100	Brunswick County Schools	100307	Brunswick County Early College	N	09,10,11,12,13	306	N/A	N/A	126	41.18	N	SW	 	 		 	 	2016-2017
570	Madison County Schools	570306	Brush Creek Elementary	N	0K,01,02,03,04,05	372	N/A	N/A	223	59.95	Y	SW-SW	 	 		 	2006-2007	2016-2017
530	Lee County Schools	530302	BT Bullock Elementary	N	0K,01,02,03,04,05	704	N/A	N/A	543	77.13	Y	SW-SW	 	 		 	2006-2007	2016-2017
370	Gates County Schools	370304	Buckland Elementary	N	0K,01,02,03,04,05	227	N/A	N/A	129	56.83	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920352	Bugg Elementary	N	PK,0K,01,02,03,04,05	573	N/A	N/A	407	71.03	Y	SW-SW	 	 		 	2006-2007	2016-2017
430	Harnett County Schools	430320	Buies Creek Elementary	N	0K,01,02,03,04,05	314	N/A	N/A	159	50.64	Y	SW-SW	 	 		 	2006-2007	2016-2017
180	Catawba County Schools	180320	Bunker Hill High	N	09,10,11,12	918	N/A	N/A	521	56.75	N	SW	 	 		 	 	2016-2017
350	Franklin County Schools	350304	Bunn Elementary	N	0K,01,02,03,04,05	638	275	1.6	440	68.97	Y	SW-SW	 	 		 	2006-2007	2016-2017
350	Franklin County Schools	350308	Bunn High	N	09,10,11,12	857	277	1.6	443	51.69	N	SW	 	 		 	 	2016-2017
350	Franklin County Schools	350310	Bunn Middle	N	06,07,08	659	238	1.6	381	57.81	Y	SW-SW	 	 		 	2015-2016	2016-2017
710	Pender County Schools	710312	Burgaw Elementary	N	PK,0K,01,02,03,04,05	508	N/A	N/A	445	87.6	Y	SW-SW	 	 		 	2006-2007	2016-2017
710	Pender County Schools	710316	Burgaw Middle	N	PK,06,07,08	250	N/A	N/A	192	76.8	Y	SW-SW	 	 		 	2006-2007	2016-2017
120	Burke County Schools	120310	Burke Middle College	N	11,12	99	N/A	N/A	43	43.43	N	SW	 	 		 	 	2016-2017
230	Cleveland County Schools	230312	Burns High	N	09,10,11,12	1019	N/A	N/A	565	55.45	N	SW	 	 		 	 	2016-2017
230	Cleveland County Schools	230316	Burns Middle	N	06,07,08	773	N/A	N/A	486	62.87	N	SW	 	 		 	 	2016-2017
995	Yancey County Schools	995312	Burnsville Elementary	N	PK,0K,01,02,03,04,05	378	N/A	N/A	267	70.63	Y	SW-SW	 	 		 	2006-2007	2016-2017
320	Durham Public Schools	320308	Burton Elementary	N	PK,0K,01,02,03,04,05	365	365	1.6	365	100	Y	SW-SW	 	 		 	2002-2003	2016-2017
821	Clinton City Schools	821304	Butler Avenue Elementary	N	02,03	523	N/A	N/A	406	77.63	Y	SW-SW	 	 		 	2002-2003	2016-2017
600	Charlotte-Mecklenburg Schools	600361	Butler High	N	09,10,11,12	2089	N/A	N/A	464	22.21	N	Not Title I	 	 		 	 	2016-2017
390	Granville County Schools	390311	Butner-Stem Elementary	N	PK,0K,01,02,03,04,05	489	N/A	N/A	359	73.42	Y	SW-SW	 	 		 	2006-2007	2016-2017
390	Granville County Schools	390309	Butner-Stem Middle	N	06,07,08	414	N/A	N/A	286	69.08	Y	SW-SW	 	 		 	2015-2016	2016-2017
970	Wilkes County Schools	970310	C B Eller Elementary	N	PK,0K,01,02,03,04,05	288	N/A	N/A	125	43.4	Y	SW-SW	 	 		 	2006-2007	2016-2017
130	Cabarrus County Schools	130318	C C Griffin Middle	N	06,07,08	1089	N/A	N/A	658	60.42	N	SW	 	 		 	 	2016-2017
320	Durham Public Schools	320374	C C Spaulding Elementary	N	PK,0K,01,02,03,04,05	318	318	1.6	318	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
970	Wilkes County Schools	970312	C C Wright Elementary	N	PK,0K,01,02,03,04,05	407	N/A	N/A	214	52.58	Y	SW-SW	 	 		 	2006-2007	2016-2017
320	Durham Public Schools	320312	C E Jordan High	N	09,10,11,12	2019	N/A	N/A	860	42.6	N	SW	 	 		 	 	2016-2017
410	Guilford County Schools	410458	C Joyner Greene Education Center	N	08,09,10,11,12	79	N/A	N/A	25	31.65	N	Not Title I	 	 		 	 	2016-2017
740	Pitt County Schools	740324	C M Eppes Middle	N	06,07,08	552	N/A	N/A	434	78.62	Y	SW-SW	 	 		 	2014-2015	2016-2017
260	Cumberland County Schools	260342	C Wayne Collier Elementary	N	PK,0K,01,02,03,04,05	556	N/A	N/A	380	68.35	Y	SW-SW	 	 		 	2005-2006	2016-2017
390	Granville County Schools	390312	C. G. Credle Elementary	N	PK,0K,01,02,03,04,05	447	N/A	N/A	343	76.73	Y	SW-SW	 	 		 	2006-2007	2016-2017
13B	Cabarrus Charter Academy	13B000	Cabarrus Charter Academy	Y	0K,01,02,03,04,05,06,07,08,09,10	1700	N/A	N/A	238	14	Y	TAS-TAS	Charter School	 	238	01,02,03,04,05,06,07,08	2014-2015	2016-2017
130	Cabarrus County Schools	130317	Cabarrus Co Opportunity School	N	06,07,08,09,10,11,12	139	N/A	N/A	92	66.19	N	SW	 	 		 	 	2016-2017
130	Cabarrus County Schools	130349	Cabarrus Early College of Technology	N	09	62	N/A	N/A	25	40.32	N	SW	 	 		 	 	2016-2017
130	Cabarrus County Schools	130350	Cabarrus-Kannapolis Early Coll	N	09,10,11,12,13	227	N/A	N/A	100	44.05	N	SW	 	 		 	 	2016-2017
140	Caldwell County Schools	140305	Caldwell Career Cen Mid. Coll.	N	09,10,11,12	239	49	1.6	78	32.64	N	Not Title I	 	 		 	 	2016-2017
140	Caldwell County Schools	140309	Caldwell Early College	N	09,10,11,12,13	377	71	1.6	114	30.24	N	Not Title I	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340326	Caleb's Creek Elementary	N	PK,0K,01,02,03,04,05	807	N/A	N/A	327	40.52	N	SW	 	 		 	 	2016-2017
150	Camden County Schools	150304	Camden County High	N	09,10,11,12	422	N/A	N/A	108	25.59	N	Not Title I	 	 		 	 	2016-2017
150	Camden County Schools	150350	Camden Early College High	N	09,10,11,12	131	N/A	N/A	31	23.66	N	Not Title I	 	 		 	 	2016-2017
150	Camden County Schools	150310	Camden Intermediate	N	04,05,06	432	N/A	N/A	129	29.86	N	Not Title I	 	 		 	 	2016-2017
150	Camden County Schools	150312	Camden Middle	N	07,08	308	N/A	N/A	98	31.82	N	Not Title I	 	 		 	 	2016-2017
630	Moore County Schools	630312	Cameron Elementary	N	0K,01,02,03,04,05	250	N/A	N/A	136	54.4	Y	SW-SW	 	 		 	2005-2006	2016-2017
680	Orange County Schools	680308	Cameron Park Elementary	N	PK,0K,01,02,03,04,05	619	N/A	N/A	241	38.93	N	TAS	 	 		 	 	2016-2017
110	Buncombe County Schools	110324	Candler Elementary	N	0K,01,02,03,04	547	N/A	N/A	369	67.46	Y	SW-SW	 	 		 	2006-2007	2016-2017
620	Montgomery County Schools	620312	Candor Elementary	N	PK,0K,01,02,03,04,05	368	N/A	N/A	339	92.12	Y	SW-SW	 	 		 	2005-2006	2016-2017
110	Buncombe County Schools	110326	Cane Creek Middle	N	06,07,08	611	N/A	N/A	233	38.13	N	TAS	 	 		 	 	2016-2017
995	Yancey County Schools	995316	Cane River Middle	N	06,07,08	248	N/A	N/A	141	56.85	Y	SW-SW	 	 		 	2006-2007	2016-2017
440	Haywood County Schools	440320	Canton Middle	N	06,07,08	567	N/A	N/A	318	56.08	N	SW	 	 		 	 	2016-2017
65A	Cape Fear Center for Inquiry	65A000	Cape Fear Center for Inquiry	Y	0K,01,02,03,04,05,06,07,08	415	N/A	N/A	49	11.81	N	Not Title I	 	 		 	 	2016-2017
710	Pender County Schools	710318	Cape Fear Elementary	N	PK,0K,01,02,03,04,05	492	N/A	N/A	350	71.14	Y	SW-SW	 	 		 	2006-2007	2016-2017
260	Cumberland County Schools	260325	Cape Fear High	N	09,10,11,12	1486	N/A	N/A	713	47.98	N	SW	 	 		 	 	2016-2017
710	Pender County Schools	710320	Cape Fear Middle	N	06,07,08	493	N/A	N/A	361	73.23	Y	SW-SW	 	 		 	2002-2003	2016-2017
280	Dare County Schools	280302	Cape Hatteras Elementary School	N	PK,0K,01,02,03,04,05	304	N/A	N/A	186	61.18	Y	SW-SW	 	 		 	2006-2007	2016-2017
280	Dare County Schools	280304	Cape Hatteras Secondary School	N	06,07,08,09,10,11,12	308	N/A	N/A	171	55.52	N	SW	 	 		 	 	2016-2017
92W	Cardinal Charter	92W000	Cardinal Charter Academy	Y	0K,01,02,03,04,05,06,07,08	1072	N/A	N/A	115	10.73	Y	TAS-TAS	Charter School	 	115	0K,01,02,03,04,06,07	2015-2016	2016-2017
490	Iredell-Statesville Schools	490310	Career Academy and Technical School	N	06,07,08,09,10,11,12	0	N/A	N/A	0	0	N	Not Title I	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340332	Career Center	N	09,10,11,12	0	N/A	N/A	0	0	N	Not Title I	 	 		 	 	2016-2017
650	New Hanover County Schools	650355	Career Readiness Academy at Mosley PLC	N	09,10,11,12	56	45	1.6	56	100	N	SW	 	 		 	 	2016-2017
010	Alamance-Burlington Schools	010311	Career Technical Education Center	N	09,10,11,12	0	N/A	N/A	0	0	N	Not Title I	 	 		 	 	2016-2017
130	Cabarrus County Schools	130321	Carl A Furr Elementary	N	PK,0K,01,02,03,04,05	800	N/A	N/A	418	52.25	Y	SW-SW	 	 		 	2012-2013	2016-2017
600	Charlotte-Mecklenburg Schools	600333	Carmel Middle	N	06,07,08	1052	N/A	N/A	261	24.81	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920356	Carnage Middle	N	06,07,08	1102	N/A	N/A	424	38.48	N	TAS	 	 		 	 	2016-2017
650	New Hanover County Schools	650308	Carolina Beach Elementary	N	0K,01,02,03,04,05	474	118	1.6	189	39.87	N	TAS	 	 		 	 	2016-2017
670	Onslow County Schools	670310	Carolina Forest Elementary	N	0K,01,02,03,04,05	866	N/A	N/A	263	30.37	Y	TAS-SW	Grandfather Rule	Always SW		 	2014-2015	2016-2017
13A	Carolina International School	13A000	Carolina International School	Y	0K,01,02,03,04,05,06,07,08,09,10,11,12	902	N/A	N/A	225	24.94	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920358	Carpenter Elementary	N	PK,0K,01,02,03,04,05	785	N/A	N/A	176	22.42	N	Not Title I	 	 		 	 	2016-2017
360	Gaston County Schools	360344	Carr Elementary	N	PK,0K,01,02,03,04,05	698	416	1.6	666	95.42	Y	SW-SW	 	 		 	2006-2007	2016-2017
681	Chapel Hill-Carrboro City Schools	681304	Carrboro Elementary	N	PK,0K,01,02,03,04,05	542	N/A	N/A	181	33.39	Y	TAS-TAS	125% Rule	 	92	01,02,03,04,05	2004-2005	2016-2017
681	Chapel Hill-Carrboro City Schools	681305	Carrboro High	N	09,10,11,12	821	N/A	N/A	189	23.02	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920360	Carroll Middle	N	06,07,08	1004	N/A	N/A	503	50.1	N	SW	 	 		 	 	2016-2017
800	Rowan-Salisbury Schools	800361	Carson High	N	09,10,11,12	1224	N/A	N/A	438	35.78	N	TAS	 	 		 	 	2016-2017
32C	Carter Community Charter	32C000	Carter Community Charter	Y	0K,01,02,03,04,05,06,07,08	263	N/A	N/A	246	93.54	Y	SW-SW	 	 		 	 	2016-2017
34D	Carter G Woodson School	34D000	Carter G Woodson School	Y	0K,01,02,03,04,05,06,07,08,09,10,11,12	428	N/A	N/A	397	92.76	Y	SW-SW	 	 		 	2006-2007	2016-2017
340	Winston Salem/Forsyth County Schools	340336	Carter High School	N	09,10,11,12	167	N/A	N/A	103	61.68	N	SW	 	 		 	 	2016-2017
630	Moore County Schools	630316	Carthage Elementary	N	PK,0K,01,02,03,04,05	400	N/A	N/A	245	61.25	Y	SW-SW	 	 		 	2006-2007	2016-2017
560	Macon County Schools	560304	Cartoogechaye Elementary	N	PK,0K,01,02,03,04	369	N/A	N/A	220	59.62	Y	SW-SW	 	 		 	2006-2007	2016-2017
910	Vance County Schools	910308	Carver Elementary	N	PK,0K,01,02,03,04,05	208	N/A	N/A	141	67.79	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920362	Carver Elementary	N	PK,0K,01,02,03,04,05	485	N/A	N/A	306	63.09	Y	SW-SW	 	 		 	2006-2007	2016-2017
960	Wayne County Public Schools	960316	Carver Elementary	N	PK,0K,01,02,03,04	531	346	1.6	531	100	Y	SW-SW	 	 		 	2002-2003	2016-2017
960	Wayne County Public Schools	960318	Carver Heights Elementary	N	03,04,05	528	278	1.6	445	84.28	Y	SW-SW	 	 		 	2004-2005	2016-2017
340	Winston Salem/Forsyth County Schools	340330	Carver High	N	09,10,11,12	656	454	1.6	656	100	Y	SW-SW	 	 		 	2009-2010	2016-2017
830	Scotland County Schools	830304	Carver Middle	N	06,07,08	623	N/A	N/A	365	58.59	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920364	Cary Elementary	N	PK,0K,01,02,03,04,05	564	N/A	N/A	255	45.21	Y	SW-SW	 	 		 	2010-2011	2016-2017
920	Wake County Schools	920368	Cary High	N	09,10,11,12	2457	N/A	N/A	831	33.82	N	Not Title I	 	 		 	 	2016-2017
92R	Casa Esperanza Montessori	92R000	Casa Esperanza Montessori Charter School	Y	PK,0K,01,02,03,04,05,06,07,08	469	N/A	N/A	105	22.39	Y	TAS-TAS	Charter School	 	19	0K,01	2006-2007	2016-2017
230	Cleveland County Schools	230320	Casar Elementary	N	PK,0K,01,02,03,04,05	278	N/A	N/A	179	64.39	Y	SW-SW	 	 		 	2006-2007	2016-2017
340	Winston Salem/Forsyth County Schools	340334	Cash Elementary	N	PK,0K,01,02,03,04,05	677	N/A	N/A	284	41.95	N	SW	 	 		 	 	2016-2017
650	New Hanover County Schools	650309	Castle Hayne Elementary	N	PK,0K,01,02,03,04,05	604	290	1.6	464	76.82	Y	SW-SW	 	 		 	2009-2010	2016-2017
180	Catawba County Schools	180324	Catawba Elementary School	N	PK,0K,01,02,03,04,05,06	464	N/A	N/A	302	65.09	Y	SW-SW	 	 		 	2009-2010	2016-2017
360	Gaston County Schools	360348	Catawba Heights Elementary	N	PK,0K,01,02,03,04,05	351	N/A	N/A	234	66.67	Y	SW-SW	 	 		 	2012-2013	2016-2017
180	Catawba County Schools	180323	Catawba Rosenwald Education Center	N	0K,01,02,03,04,05,06,07,08,09,10,11,12	52	N/A	N/A	41	78.85	N	SW	 	 		 	 	2016-2017
550	Lincoln County Schools	550314	Catawba Springs Elementary	N	PK,0K,01,02,03,04,05	555	101	1.6	162	29.19	N	Not Title I	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600334	Cato Middle College High	N	11,12,13	188	N/A	N/A	33	17.55	N	Not Title I	 	 		 	 	2016-2017
240	Columbus County Schools	240373	CCCA - Fair Bluff /Southeastern Campuses	N	09,10,11,12,13	294	N/A	N/A	171	58.16	N	SW	 	 		 	 	2016-2017
410	Guilford County Schools	410349	Ceasar Cone Elementary	N	PK,0K,01,02,03,04,05	517	N/A	N/A	384	74.27	Y	SW-SW	 	 		 	2006-2007	2016-2017
350	Franklin County Schools	350312	Cedar Creek Middle	N	06,07,08	568	134	1.6	214	37.68	Y	TAS-SW	 	Always SW		 	2015-2016	2016-2017
920	Wake County Schools	920369	Cedar Fork Elementary	N	PK,0K,01,02,03,04,05	1086	N/A	N/A	98	9.02	N	Not Title I	 	 		 	 	2016-2017
